职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
java/C/python/C++工程师（保底14薪，全额五险一金，试用期不打折，接受应届生）,1.9万-3.5万,杭州-滨江,无经验,本科,Java、GIS开发、图形图像开发、音视频开发、深度学习框架、MFC、OpenGL、HALCON、Theano、Keras,外企德科,http://jobs.zhaopin.com/CC138117190J40337424905.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb
游戏测试助理,4千-6千,杭州-滨江,1-3年,大专,Python,南京建成网络科技有限公司,http://jobs.zhaopin.com/CCL1389529550J40473464009.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb
生信分析工程师,1.2万-1.7万 · 14薪,杭州,1-3年,本科,Python、遗传、基因芯片,杭州金诺医学检验实验室有限公司,http://jobs.zhaopin.com/CC323630080J40314887714.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb
python开发工程师,1.6万-3万 · 14薪,杭州-滨江,经验不限,本科,Python并发框架、Python可视化库、后端开发、linux,外企德科,http://jobs.zhaopin.com/CC138117190J40479714505.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb
python自动化测试,1万-1.5万,杭州-滨江,1-3年,本科,Python、Linux,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40489257516.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb
数据分析师（电信运营商行业）,1.2万-1.8万,杭州-西湖,3-5年,本科,数据分析、Sql、Python,北京道隆华尔软件股份有限公司,http://jobs.zhaopin.com/CC142589010J40468370113.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb
python开发工程师,1.3万-2.6万 · 14薪,杭州-滨江,经验不限,本科,全栈开发、前端开发、后端开发、嵌入式开发,外企德科,http://jobs.zhaopin.com/CC138117190J40481956005.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb
上市公司计算机专业实习生+双休,3千-4千,杭州-滨江,经验不限,大专,Python,爱才集团有限公司,http://jobs.zhaopin.com/CCL1246426550J40512039810.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb
Python开发工程师（接受转语言、广州职场）,2.5万-4万 · 16薪,杭州-上城,3-5年,本科,C++、Python、Golang、Java、MySQL、Redis,深圳市汇德信息技术服务科技有限公司,http://jobs.zhaopin.com/CCL1313501180J40479695113.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb
c/c++，java，js，python软件开发,1.8万-3.5万 · 16薪,杭州-滨江,1-3年,本科,后端开发、WEB开发、Python、Java,外企德科,http://jobs.zhaopin.com/CC138117190J40393126705.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb
数据分析师课程杭州/培训招生,8千-1万 · 13薪,杭州-拱墅,经验不限,大专,数据分析、Java、Python、R语言、商业数据分析、市场数据分析、运营数据分析、销售数据分析,51Testing,http://jobs.zhaopin.com/CC145362720J40364996702.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb
数据分析师,1万-1.9万,杭州-拱墅,3-5年,本科,Python,北京腾信软创科技股份有限公司,http://jobs.zhaopin.com/CC196911810J40474502115.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb
python自动化测试工程师,1.2万-2万,杭州-滨江,3-5年,本科,Python、Java、测试开发、接口自动化测试,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40483624416.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb
Python大数据分析特训营课程HZ/培训招生,8千-1万 · 13薪,杭州-拱墅,经验不限,大专,模具设计、工装设计、机械零部件设计、机械外观设计、机械结构设计、机械仿真设计、机械电路设计、机械装配设计,51Testing,http://jobs.zhaopin.com/CC145362720J40364996402.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb
后端开发工程师（需现场面试+笔试）,1万-1.7万,杭州-上城,无经验,本科,Java、Python、SQL、Maven,杭州德亚投资管理有限公司,http://jobs.zhaopin.com/CC703410330J40187391202.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb
软件开发实习生,2千-4千,杭州-余杭,经验不限,本科,Java、Python,浙江飞航智能科技有限公司,http://jobs.zhaopin.com/CCL1393508010J40396087404.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb
自动化运维(浙商银行，统本，Shell/Python),1万-1.2万,杭州-萧山,3-5年,本科,自动化运维、Python、Shell、数据库产品运维、金融经验,北京青钱信息技术有限公司,http://jobs.zhaopin.com/CC337626410J40511791310.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb
互联网Python开发工程师（包三餐）,1万-1.5万,杭州-余杭,1-3年,本科,HTTP、RPC、HTML,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40493912616.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb
数据分析工程师,1.2万-1.7万,杭州-萧山,3-5年,本科,数据治理、数据挖掘、Python、SPSS、Oracle、MySQL、数据分析,北京腾信软创科技股份有限公司,http://jobs.zhaopin.com/CC196911810J40585683715.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb
NLP实习生,200-400/天,杭州-西湖,经验不限,本科,C++、Python、PyTorch,箴理科技(杭州)有限责任公司,http://jobs.zhaopin.com/CCL1475429960J40491150005.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb
C/C++/python/JJava开发工程师,1.5万-3万 · 14薪,杭州-滨江,经验不限,本科,C++、Java、Python,外企德科,http://jobs.zhaopin.com/CC138117190J40481220705.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb
golang开发工程师(平台类),8千-1.4万,杭州-滨江,1-3年,本科,Golang、Python、Java、C/C++,浙江宇视科技有限公司,http://jobs.zhaopin.com/CC451534410J40234585514.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb
数据分析师,1.4万-2万 · 14薪,杭州-拱墅,3-5年,本科,数据治理、数据挖掘、数据建模、Sql、Python、BI工具、Power BI,易豹网络科技有限公司,http://jobs.zhaopin.com/CC844598510J40489639406.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb
Java/前端/Python/C/C++/测试 福利好,1.2万-2.3万,杭州-滨江,经验不限,本科,C++、C、Python,外企德科,http://jobs.zhaopin.com/CC138117190J40507109005.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb
软件开发工程师(C/C++/Python/Java/Lua),面议,杭州-滨江,经验不限,本科,后端开发、嵌入式技术、软件工程师、Linux,华为技术有限公司,http://jobs.zhaopin.com/CC000542940J40475976114.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb
python开发工程师,1万-1.5万,杭州-滨江,1-3年,本科,Python web框架、前端开发、后端开发,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40477148516.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb
鲲鹏培训工程师,1.5万-2.5万 · 15薪,杭州-滨江,1-3年,本科,Python、Java、C++、ARM、X86、服务器、云服务、MIPS,浙江华为,http://jobs.zhaopin.com/CC140634190J40275840610.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb
游戏测试（射击类）,8千-1.2万 · 13薪,杭州-滨江,经验不限,本科,Python、自动化测试、射击游戏,武汉讯锡云科技有限公司,http://jobs.zhaopin.com/CC566069530J40494667505.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb
软件开发工程师（C/java/python/go）,1.4万-2.8万 · 15薪,杭州-滨江,1-3年,本科,后端开发、MySQL、架构设计、python爬虫、深度学习、SpringBoot、微服务架构、分布式技术,外企德科,http://jobs.zhaopin.com/CC138117190J40354209605.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb
python开发工程师,1.3万-1.5万,杭州-西湖,5-10年,本科,MySQL,武汉佰钧成技术有限责任公司,http://jobs.zhaopin.com/CC364485720J40511081405.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb
