职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
计算机视觉算法工程师（费铮豪PI）-生物微纳感知创新工坊,8千-1.5万,杭州-萧山,经验不限,硕士,视觉图像算法、运动控制算法,浙江大学杭州国际科创中心,http://jobs.zhaopin.com/CCL1242292110J40437700204.htm?refcode=4019&srccode=401901&preactionid=8cb333b7-7223-478d-920a-3bf9300850b6
图像算法工程师,1.2万-2.2万,杭州-拱墅,1-3年,本科,C++,浙江德菲洛智能机械制造有限公司,http://jobs.zhaopin.com/CCL1462088060J40519050308.htm?refcode=4019&srccode=401901&preactionid=8cb333b7-7223-478d-920a-3bf9300850b6
前后端开发、测试、算法、大数据开发、数据分析岗位,1.7万-3万 · 14薪,杭州-滨江,经验不限,本科,C、Python、Java、Linux开发、WebGL,外企德科,http://jobs.zhaopin.com/CC138117190J40413635505.htm?refcode=4019&srccode=401901&preactionid=8cb333b7-7223-478d-920a-3bf9300850b6
底盘算法工程师,2万-3万 · 14薪,杭州-临安,3-5年,硕士,,所托(杭州)汽车智能设备有限公司,http://jobs.zhaopin.com/CCL1309888260J40496832916.htm?refcode=4019&srccode=401901&preactionid=8cb333b7-7223-478d-920a-3bf9300850b6
语音算法工程师,2万-3万,杭州-余杭,1-3年,本科,语音信号处理、Python、语音增强,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40492972216.htm?refcode=4019&srccode=401901&preactionid=8cb333b7-7223-478d-920a-3bf9300850b6
无人机集群任务分配算法工程师,2.5万-4.5万,杭州-西湖,1-3年,硕士,军用无人机、固定翼无人机、任务分配算法、ROS、PX4、MAVLINK等开源系统、C++、linux、无人装备协同任务分配算法,南方新华,http://jobs.zhaopin.com/CC346219280J40479127411.htm?refcode=4019&srccode=401901&preactionid=8cb333b7-7223-478d-920a-3bf9300850b6
计算机视觉算法工程师,2.5万-5万 · 14薪,杭州-钱塘,3-5年,硕士,,昂坤视觉,http://jobs.zhaopin.com/CC685860880J40443409604.htm?refcode=4019&srccode=401901&preactionid=8cb333b7-7223-478d-920a-3bf9300850b6
机器视觉算法工程师,2.5万-4万 · 15薪,杭州-萧山,3-5年,硕士,图像检测识别、图像处理、图像增强、图像匹配、视觉图像算法、Halcon,杭州新诺微电子有限公司,http://jobs.zhaopin.com/CCL1276149840J40443265605.htm?refcode=4019&srccode=401901&preactionid=8cb333b7-7223-478d-920a-3bf9300850b6
算法工程师,150-200/天,杭州-西湖,无经验,本科,视觉图像算法、算法研究、PyTorch、CNN、RNN、Transformer,浙江省交通运输科学研究院,http://jobs.zhaopin.com/CC372467580J40435799903.htm?refcode=4019&srccode=401901&preactionid=8cb333b7-7223-478d-920a-3bf9300850b6
音频算法工程师(显控类),8千-1.6万,杭州-滨江,无经验,本科,音频编解码,浙江宇视科技有限公司,http://jobs.zhaopin.com/CC451534410J40422843514.htm?refcode=4019&srccode=401901&preactionid=8cb333b7-7223-478d-920a-3bf9300850b6
广告算法工程师,2万-4万,杭州-余杭,3-5年,本科,Python,邻汇吧,http://jobs.zhaopin.com/CC268359980J40519598707.htm?refcode=4019&srccode=401901&preactionid=8cb333b7-7223-478d-920a-3bf9300850b6
控制算法工程师（英洛华—联宜电机）,1.5万-2.5万 · 13薪,杭州-滨江,经验不限,本科,运动控制算法,英洛华科技股份有限公司,http://jobs.zhaopin.com/CC347330280J40315953902.htm?refcode=4019&srccode=401901&preactionid=8cb333b7-7223-478d-920a-3bf9300850b6
高级图像算法工程师(前端一部),2万-4万,杭州-滨江,3-5年,本科,图像处理、图像增强、图像检测识别、人脸识别、图像匹配,浙江宇视科技有限公司,http://jobs.zhaopin.com/CC451534410J40538113314.htm?refcode=4019&srccode=401901&preactionid=8cb333b7-7223-478d-920a-3bf9300850b6
AIGC 算法工程师,3万-5万,杭州-拱墅,3-5年,硕士,TensorFlow、PyTorch、MXNet、PaddlePaddle、视觉图像算法、AIGC、CV,池州原子人力资源服务有限公司,http://jobs.zhaopin.com/CCL1463119280J40594103815.htm?refcode=4019&srccode=401901&preactionid=8cb333b7-7223-478d-920a-3bf9300850b6
飞行控制算法工程师,3万-3.5万 · 14薪,杭州-西湖,经验不限,本科,导航算法、卡尔曼滤波,南方新华,http://jobs.zhaopin.com/CC346219280J40452491511.htm?refcode=4019&srccode=401901&preactionid=8cb333b7-7223-478d-920a-3bf9300850b6
图形学算法工程师,1.5万-3万,杭州-上城,3-5年,本科,C语言、C++、机器人、人脸识别产品,浙江省公众信息产业有限公司,http://jobs.zhaopin.com/CC147451160J40493384811.htm?refcode=4019&srccode=401901&preactionid=8cb333b7-7223-478d-920a-3bf9300850b6
AI工程师,20万-25万 · 13薪,杭州-余杭,3-5年,本科,深度学习、pytorch、C++,浙江迅实科技有限公司,http://jobs.zhaopin.com/CC365809530J40221929701.htm?refcode=4019&srccode=401901&preactionid=8cb333b7-7223-478d-920a-3bf9300850b6
深度学习算法工程师,1.5万-3万 · 13薪,杭州,3-5年,本科,深度学习、算法设计、机器学习、视觉图像算法,杭州思元智能科技有限公司,http://jobs.zhaopin.com/CC515442680J40204847602.htm?refcode=4019&srccode=401901&preactionid=8cb333b7-7223-478d-920a-3bf9300850b6
