职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
高级算法专家（不加班不倦）,4万-6.5万 · 15薪,杭州-西湖,5-10年,本科,Java、C++、Python、分布式技术、广告算法、机器学习算法、推荐算法、搜索算法、电商算法、自然语言处理、深度学习算法,上海猎猫猫企业管理有限公司,http://jobs.zhaopin.com/CC831008540J40486471316.htm?refcode=4019&srccode=401901&preactionid=e366c638-58a1-4cd3-b3e4-20635342e8a6
算法工程师,2万-2.5万,杭州-西湖,经验不限,硕士,视觉图像算法、自然语言处理、算法研究、文本挖掘,杭州求是创新健康科技有限公司,http://jobs.zhaopin.com/CC455806880J40558007214.htm?refcode=4019&srccode=401901&preactionid=e366c638-58a1-4cd3-b3e4-20635342e8a6
AI算法工程师（人工智能）,2万-3万,杭州-西湖,1-3年,本科,知识图谱、机器学习、数据挖掘、NLP,浙商期货,http://jobs.zhaopin.com/CC332215210J40245394807.htm?refcode=4019&srccode=401901&preactionid=e366c638-58a1-4cd3-b3e4-20635342e8a6
电力电子控制算法工程师-（电源/储能/微网研发）,2万-4万 · 13薪,杭州-滨江,3-5年,本科,,杭州铂科电子有限公司,http://jobs.zhaopin.com/CCL1324058810J40512226110.htm?refcode=4019&srccode=401901&preactionid=e366c638-58a1-4cd3-b3e4-20635342e8a6
算法工程师,5万-6万,杭州-西湖,3-5年,本科,PyTorch,智联猎头,http://jobs.zhaopin.com/CCL1318355140J40407506903.htm?refcode=4019&srccode=401901&preactionid=e366c638-58a1-4cd3-b3e4-20635342e8a6
飞控算法工程师,2万-4万 · 13薪,杭州-西湖,1-3年,本科,飞行控制算法开发、仿真分析、飞行验证、IMU/GPS惯导算法研究、无人机飞行导航规划、无人机导航系统或惯性导航产品开发、KALMAN滤波、C++、MATLAB、组合导航数据处理、信息融合技术算法仿真与实现经验,南方新华,http://jobs.zhaopin.com/CC346219280J40492804311.htm?refcode=4019&srccode=401901&preactionid=e366c638-58a1-4cd3-b3e4-20635342e8a6
资深算法工程师（物理验证）,3万-6万 · 14薪,杭州-余杭,5-10年,本科,,弈芯科技(杭州)有限公司,http://jobs.zhaopin.com/CCL1361675880J40495389511.htm?refcode=4019&srccode=401901&preactionid=e366c638-58a1-4cd3-b3e4-20635342e8a6
高级算法工程师-搜索算法/推荐算法/营销算法/用增算法等,2.5万-5万 · 16薪,杭州-余杭,1-3年,硕士,QUERY、搜索算法,四川达麦企业管理有限公司,http://jobs.zhaopin.com/CCL1239944790J40501305908.htm?refcode=4019&srccode=401901&preactionid=e366c638-58a1-4cd3-b3e4-20635342e8a6
无人机飞控算法工程师,2万-4万,杭州-西湖,1-3年,本科,,南方新华,http://jobs.zhaopin.com/CC346219280J40462340011.htm?refcode=4019&srccode=401901&preactionid=e366c638-58a1-4cd3-b3e4-20635342e8a6
控制算法软件工程师（dsp）,2.5万-5万 · 15薪,杭州-西湖,3-5年,本科,DSP开发,浙江艾罗网络能源技术股份有限公司,http://jobs.zhaopin.com/CC477300722J00337306701.htm?refcode=4019&srccode=401901&preactionid=e366c638-58a1-4cd3-b3e4-20635342e8a6
算法开发工程师,1.5万-3万 · 13薪,杭州-西湖,3-5年,本科,自然语言处理、机器学习算法、推荐算法,亚信科技,http://jobs.zhaopin.com/CC139131340J40485275211.htm?refcode=4019&srccode=401901&preactionid=e366c638-58a1-4cd3-b3e4-20635342e8a6
