职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
杭州高级JAVA开发,1.6万-1.9万,杭州-滨江,5-10年,大专,Spring、MySQL、SPRING COULD、Python、linux、Java,上海澜码信息技术有限公司,http://jobs.zhaopin.com/CCL1465327550J40588826915.htm?refcode=4019&srccode=401901&preactionid=255ab876-ce3f-4086-b9c4-4259a5fdc0ec
高级测试开发工程师,1.8万-3万,杭州-余杭,经验不限,本科,Java、Python、C/C++、自动化测试、接口自动化测试、移动端自动化测试、测试工具开发、环境搭建,合肥策鎏网络科技发展有限公司,http://jobs.zhaopin.com/CCL1378450550J40498317002.htm?refcode=4019&srccode=401901&preactionid=255ab876-ce3f-4086-b9c4-4259a5fdc0ec
客户端开发工程师（游戏）,1万-1.5万,杭州-滨江,1-3年,大专,Python、游戏引擎、Cocos、客户端开发,德科信息有限公司,http://jobs.zhaopin.com/CC589380620J40484886104.htm?refcode=4019&srccode=401901&preactionid=255ab876-ce3f-4086-b9c4-4259a5fdc0ec
高级生信分析工程师,1万-1.6万 · 13薪,杭州-西湖,经验不限,硕士,R语言、Python、代谢组学、蛋白质组学、表观组学、转录组学、基因组学、UCSC,杭州开泰生物技术有限公司,http://jobs.zhaopin.com/CC162275610J40278568403.htm?refcode=4019&srccode=401901&preactionid=255ab876-ce3f-4086-b9c4-4259a5fdc0ec
云服务器开发主管,1.5万-2.1万 · 14薪,杭州-滨江,5-10年,本科,日语、英语、Python、PHP、node.js、Vue.js、TypeScript、PMP,滨江兄弟信息技术(杭州)有限公司,http://jobs.zhaopin.com/CC335923910J40506287303.htm?refcode=4019&srccode=401901&preactionid=255ab876-ce3f-4086-b9c4-4259a5fdc0ec
生物信息分析主管,1.6万-2万 · 13薪,杭州-滨江,1-3年,本科,R语言、Python,杭州铂赛生物科技有限公司,http://jobs.zhaopin.com/CC872563700J40483486803.htm?refcode=4019&srccode=401901&preactionid=255ab876-ce3f-4086-b9c4-4259a5fdc0ec
华为通用开发,1.8万-3.5万 · 15薪,杭州-滨江,1-3年,本科,C/C++、C++、Python、Java,外企德科,http://jobs.zhaopin.com/CC138117190J40509516405.htm?refcode=4019&srccode=401901&preactionid=255ab876-ce3f-4086-b9c4-4259a5fdc0ec
运维工程师（银行项目）,1.1万-1.2万,杭州-萧山,3-5年,大专,分布式技术、Python、Java、Shell、Redis、MySQL、系统运维,北京汉克时代科技有限公司,http://jobs.zhaopin.com/CC493150920J40557544314.htm?refcode=4019&srccode=401901&preactionid=255ab876-ce3f-4086-b9c4-4259a5fdc0ec
FAE技术支持+周末双休+五险一金,1万-1.5万,杭州-滨江,5-10年,本科,Python、C++、万用表、示波器、电表、网络分析仪,智达诚远科技有限公司,http://jobs.zhaopin.com/CCL1434164080J40487715604.htm?refcode=4019&srccode=401901&preactionid=255ab876-ce3f-4086-b9c4-4259a5fdc0ec
服务器测试,面议,杭州-滨江,3-5年,本科,Linux、Java、Python、SQL、Android、MySQL、自动化测试、接口自动化测试,中软国际,http://jobs.zhaopin.com/CC508620120J40383982412.htm?refcode=4019&srccode=401901&preactionid=255ab876-ce3f-4086-b9c4-4259a5fdc0ec
生信研发工程师,1万-1.2万,杭州-钱塘,经验不限,硕士,蛋白质组学、Python,杭州景杰生物科技股份有限公司,http://jobs.zhaopin.com/CC408452810J40453780404.htm?refcode=4019&srccode=401901&preactionid=255ab876-ce3f-4086-b9c4-4259a5fdc0ec
测开工程师（P6杭州）,1.6万-2.5万 · 15薪,杭州-余杭,1-3年,本科,Python、Java、C/C++,河南爱收入科技有限公司杭州分公司,http://jobs.zhaopin.com/CCL1472368380J40501086616.htm?refcode=4019&srccode=401901&preactionid=255ab876-ce3f-4086-b9c4-4259a5fdc0ec
测试开发工程师（压测向、广州职场）,1.6万-3万 · 16薪,杭州-余杭,1-3年,本科,Java、Python、C/C++、压力测试,深圳市汇德信息技术服务科技有限公司,http://jobs.zhaopin.com/CCL1313501180J40479710913.htm?refcode=4019&srccode=401901&preactionid=255ab876-ce3f-4086-b9c4-4259a5fdc0ec
