职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
研究员,5千-1万,杭州-上城,1-3年,本科,,杭州熠昇私募基金管理有限公司,http://jobs.zhaopin.com/CCL1442433650J40372027301.htm?refcode=4019&srccode=401901&preactionid=376197d7-9e75-4eae-9c0b-99461c5fd138
期货研究分析师,2.6万-4.5万,杭州-上城,1-3年,本科,基本面研究、政策研究、经济研究、技术面研究、期货研究、证券研究、基金研究、银行研究、投融资研究,和合期货有限公司,http://jobs.zhaopin.com/CC420147119J00306535008.htm?refcode=4019&srccode=401901&preactionid=376197d7-9e75-4eae-9c0b-99461c5fd138
市场调研推广经理,2万-3万,杭州-临安,1-3年,本科,,杭州新剑机电传动股份有限公司,http://jobs.zhaopin.com/CC141883140J40460487711.htm?refcode=4019&srccode=401901&preactionid=376197d7-9e75-4eae-9c0b-99461c5fd138
签约型投顾,5千-1万,杭州-西湖,经验不限,本科,股票市场、宏观经济分析、基本面分析、行业分析、技术面分析,中邮证券,http://jobs.zhaopin.com/CC345176210J40444594008.htm?refcode=4019&srccode=401901&preactionid=376197d7-9e75-4eae-9c0b-99461c5fd138
数据开发工程师,1.4万-1.8万,杭州-拱墅,3-5年,本科,理财、基金、衡泰,京北方,http://jobs.zhaopin.com/CC315847110J40179549607.htm?refcode=4019&srccode=401901&preactionid=376197d7-9e75-4eae-9c0b-99461c5fd138
浙江分公司-投资顾问,1万-1.5万,杭州-上城,1-3年,本科,投资分析、证券从业资格证、投资顾问、投资理财、财富管理,申港证券股份有限公司,http://jobs.zhaopin.com/CC346647430J40221152207.htm?refcode=4019&srccode=401901&preactionid=376197d7-9e75-4eae-9c0b-99461c5fd138
市场研究经理,面议,杭州-滨江,5-10年,本科,市场研究、用户调研、行业研究、竞品分析、用户分析、市场信息收集,吉利控股集团,http://jobs.zhaopin.com/CC000616940J40512305208.htm?refcode=4019&srccode=401901&preactionid=376197d7-9e75-4eae-9c0b-99461c5fd138
股票投资顾问,1.2万-1.5万,杭州-滨江,经验不限,大专,股票市场、证券从业资格证,杭州顶点财经网络传媒有限公司,http://jobs.zhaopin.com/CC150019310J40487055603.htm?refcode=4019&srccode=401901&preactionid=376197d7-9e75-4eae-9c0b-99461c5fd138
市场研究及开拓(助理经理岗)(J11235),6千-8千,杭州-上城,1-3年,本科,市场研究、用户调研、行业研究、渠道合作、全职,中汇会计师事务所（特殊普通合伙）,http://jobs.zhaopin.com/CC201652310J40486786004.htm?refcode=4019&srccode=401901&preactionid=376197d7-9e75-4eae-9c0b-99461c5fd138
研究员,100-200/天,杭州,无经验,学历不限,市场研究、用户调研、行业研究、市场信息收集、用户分析、竞品分析、全职、咨询顾问,杭州汉嘉房地产咨询有限公司,http://jobs.zhaopin.com/CC134790220J40442713606.htm?refcode=4019&srccode=401901&preactionid=376197d7-9e75-4eae-9c0b-99461c5fd138
竞品比价运营（阿里项目）,8千-9千,杭州-余杭,1-3年,本科,店铺运营、淘宝天猫运营、竞品,深圳市法本信息技术股份有限公司,http://jobs.zhaopin.com/CC385622410J40485556806.htm?refcode=4019&srccode=401901&preactionid=376197d7-9e75-4eae-9c0b-99461c5fd138
商业研究策划,1.3万-1.8万,杭州-上城,1-3年,本科,策划,广州越秀怡城商业运营管理有限公司临安分公司,http://jobs.zhaopin.com/CC875640630J40120488008.htm?refcode=4019&srccode=401901&preactionid=376197d7-9e75-4eae-9c0b-99461c5fd138
海外建筑市场调研员,1.4万-2万,杭州-滨江,1-3年,本科,,温州梁才智能科技有限责任公司,http://jobs.zhaopin.com/CC891682240J40500336902.htm?refcode=4019&srccode=401901&preactionid=376197d7-9e75-4eae-9c0b-99461c5fd138
市场研究高级经理 (MJ060649),面议,杭州-滨江,5-10年,本科,市场研究、行业研究,吉利控股集团,http://jobs.zhaopin.com/CC000616940J40511403508.htm?refcode=4019&srccode=401901&preactionid=376197d7-9e75-4eae-9c0b-99461c5fd138
财经编辑,1万-1.5万 · 14薪,杭州-上城,1-3年,本科,股票市场、投资分析、基本面分析、公司分析、证券从业资格证、基金从业资格证,杭州昊晟投资管理有限公司,http://jobs.zhaopin.com/CC451139280J40512728903.htm?refcode=4019&srccode=401901&preactionid=376197d7-9e75-4eae-9c0b-99461c5fd138
投顾讲师,1.5万-2.5万,杭州-滨江,3-5年,本科,股票市场、投资分析、基本面分析、宏观经济分析、行业分析、技术面分析、证券从业资格证、证券投资咨询资格证,杭州顶点财经网络传媒有限公司,http://jobs.zhaopin.com/CC150019310J40452259303.htm?refcode=4019&srccode=401901&preactionid=376197d7-9e75-4eae-9c0b-99461c5fd138
衍生品业务经理,8千-1.5万,杭州-上城,1-3年,本科,期货研究、期权研究、基金研究、银行研究、证券研究、期货从业资格证、基金从业资格证、证券从业资格证,永安期货,http://jobs.zhaopin.com/CC141713190J40496479201.htm?refcode=4019&srccode=401901&preactionid=376197d7-9e75-4eae-9c0b-99461c5fd138
证券分析,1万-2万,杭州-上城,1-3年,本科,股票市场、基金市场、证券从业资格证、基金从业资格证,粤开证券股份有限公司杭州分公司,http://jobs.zhaopin.com/CCL1241714050J40386234602.htm?refcode=4019&srccode=401901&preactionid=376197d7-9e75-4eae-9c0b-99461c5fd138
证券分析师,5千-1万,杭州-拱墅,1-3年,本科,股票市场、基金市场、市场环境、金融业、基本面分析、投资分析、宏观经济分析、行业分析,杭州化雨频沾私募基金有限公司,http://jobs.zhaopin.com/CCL1444162650J40368850502.htm?refcode=4019&srccode=401901&preactionid=376197d7-9e75-4eae-9c0b-99461c5fd138
数据治理主管 (MJ001860),1.1万-1.7万,杭州-钱塘,5-10年,本科,数据治理,三花控股,http://jobs.zhaopin.com/CC141761210J40484715601.htm?refcode=4019&srccode=401901&preactionid=376197d7-9e75-4eae-9c0b-99461c5fd138
双焦研究员,1.6万-3万,杭州-上城,3-5年,本科,期货研究,厦门建发物资有限公司,http://jobs.zhaopin.com/CC410644010J40230573104.htm?refcode=4019&srccode=401901&preactionid=376197d7-9e75-4eae-9c0b-99461c5fd138
证券投资顾问（互联网平台直播引流型）,1万-2万,杭州-拱墅,1-3年,本科,股票市场、基金市场、市场环境、金融业、投资分析、基本面分析、宏观经济分析、技术面分析,银泰证券,http://jobs.zhaopin.com/CC146883160J40392152503.htm?refcode=4019&srccode=401901&preactionid=376197d7-9e75-4eae-9c0b-99461c5fd138
市场调查专员,5千-6千 · 13薪,杭州-富阳,1-3年,学历不限,市场研究、市场信息收集、渠道合作、全职、电话咨询、网络咨询、咨询专员/助理、参数检验,大连天坤商贸有限公司,http://jobs.zhaopin.com/CC335359530J40490302215.htm?refcode=4019&srccode=401901&preactionid=376197d7-9e75-4eae-9c0b-99461c5fd138
证券研究员,1.5万-2.5万,杭州-滨江,1-3年,本科,股票市场、投资分析、技术面分析、量化分析、基本面分析、证券投资咨询资格证、证券从业资格证、特许金融分析师三级,杭州顶点财经网络传媒有限公司,http://jobs.zhaopin.com/CC150019310J40398063803.htm?refcode=4019&srccode=401901&preactionid=376197d7-9e75-4eae-9c0b-99461c5fd138
投资顾问,1万-1.5万,杭州,1-3年,本科,投资分析、风险分析、量化分析、市场环境,东莞证券股份有限公司浙江分公司,http://jobs.zhaopin.com/CC439448410J40055750608.htm?refcode=4019&srccode=401901&preactionid=376197d7-9e75-4eae-9c0b-99461c5fd138
宏观外汇研究员,6千-1万 · 14薪,杭州-上城,3-5年,硕士,经济研究、期货研究、期货从业资格证,南华期货股份有限公司,http://jobs.zhaopin.com/CC339369110J40458214609.htm?refcode=4019&srccode=401901&preactionid=376197d7-9e75-4eae-9c0b-99461c5fd138
证券研究员,1.3万-2万,杭州-滨江,3-5年,本科,股票市场、投资分析、技术面分析、行业分析、基本面分析、证券投资咨询资格证、证券从业资格证,杭州顶点财经网络传媒有限公司,http://jobs.zhaopin.com/CC150019310J40404969703.htm?refcode=4019&srccode=401901&preactionid=376197d7-9e75-4eae-9c0b-99461c5fd138
【杭州营业部】螺纹钢分析师,4千-6千,杭州-上城,经验不限,本科,分析师、期货研究,一德期货有限公司,http://jobs.zhaopin.com/CC180520317J00207298213.htm?refcode=4019&srccode=401901&preactionid=376197d7-9e75-4eae-9c0b-99461c5fd138
私募基金经理,2万-4万,杭州,3-5年,本科,基金从业资格证、金融业、证券私募、股票、股票市场、期货市场、基金市场,深圳市国升投资有限公司,http://jobs.zhaopin.com/CCL1344119780J40164565707.htm?refcode=4019&srccode=401901&preactionid=376197d7-9e75-4eae-9c0b-99461c5fd138
投资顾问,1.5万-3万,杭州-滨江,1-3年,本科,证券机构、基金机构,杭州顶点财经网络传媒有限公司,http://jobs.zhaopin.com/CC150019310J40343635203.htm?refcode=4019&srccode=401901&preactionid=376197d7-9e75-4eae-9c0b-99461c5fd138
