职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
财富经理（杭州辖区）(J10568),4千-6千,杭州,无经验,本科,证券从业资格、基金从业资格,光大证券,http://jobs.zhaopin.com/CC337202612J00423431506.htm?refcode=4019&srccode=401901&preactionid=72b7971f-0522-4e93-a069-caa07f6bde35
证券投资顾问,6千-1.2万,杭州-西湖,经验不限,本科,证券从业资格证、基金从业资格证、股票市场、基金市场、证券投资咨询资格证,长江证券股份有限公司杭州教工路证券营业部,http://jobs.zhaopin.com/CCL1248077190J40211833213.htm?refcode=4019&srccode=401901&preactionid=72b7971f-0522-4e93-a069-caa07f6bde35
证券分析师,1.1万-1.8万,杭州-滨江,5-10年,本科,金融业、股票市场、证券投资咨询资格证,杭州顶点财经网络传媒有限公司,http://jobs.zhaopin.com/CC150019310J40286251303.htm?refcode=4019&srccode=401901&preactionid=72b7971f-0522-4e93-a069-caa07f6bde35
【杭州营业部】铁矿石分析师,4千-6千,杭州-上城,经验不限,本科,期货研究,一德期货有限公司,http://jobs.zhaopin.com/CC180520317J00207296513.htm?refcode=4019&srccode=401901&preactionid=72b7971f-0522-4e93-a069-caa07f6bde35
证券分析师,6千-1.2万,杭州-上城,3-5年,本科,股票市场、投资分析,杭州钰澄企业管理咨询有限公司,http://jobs.zhaopin.com/CCL1359828110J40465187804.htm?refcode=4019&srccode=401901&preactionid=72b7971f-0522-4e93-a069-caa07f6bde35
证券分析师,1.1万-1.8万 · 14薪,杭州-滨江,3-5年,本科,金融业、行业分析、证券从业资格证、股票市场、证券投资咨询资格证、证券分析师资格证,杭州顶点财经网络传媒有限公司,http://jobs.zhaopin.com/CC150019310J40286319103.htm?refcode=4019&srccode=401901&preactionid=72b7971f-0522-4e93-a069-caa07f6bde35
分析师（期货）,7千-1.1万,杭州-西湖,3-5年,本科,投资分析、量化分析、风险分析、技术面分析、期货市场、股票市场、债券市场、基金市场,国金期货有限责任公司,http://jobs.zhaopin.com/CC192941810J40232191413.htm?refcode=4019&srccode=401901&preactionid=72b7971f-0522-4e93-a069-caa07f6bde35
A股波段操盘手（可异地线上）,1.5万-3万,杭州-富阳,1-3年,本科,投资分析、基本面分析、行业分析、技术面分析、股票市场、宏观经济分析、公司分析,广西极犇私募基金有限公司,http://jobs.zhaopin.com/CCL1386522980J40325040110.htm?refcode=4019&srccode=401901&preactionid=72b7971f-0522-4e93-a069-caa07f6bde35
证券分析师,1.5万-2.5万,杭州,3-5年,本科,证券从业资格证、金融业、股票市场,杭州顶点财经网络传媒有限公司,http://jobs.zhaopin.com/CC150019310J40199557403.htm?refcode=4019&srccode=401901&preactionid=72b7971f-0522-4e93-a069-caa07f6bde35
投资顾问,7千-1.4万,杭州-滨江,1-3年,本科,证券从业资格证、投资顾问资格证书、基金从业资格证、股票市场、投资分析、宏观经济分析、行业分析、技术面分析、风险分析,东莞证券股份有限公司浙江分公司,http://jobs.zhaopin.com/CC439448410J40514298408.htm?refcode=4019&srccode=401901&preactionid=72b7971f-0522-4e93-a069-caa07f6bde35
证券分析师,5千-1万,杭州-拱墅,1-3年,本科,股票市场、基金市场、市场环境、金融业、基本面分析、投资分析、宏观经济分析、行业分析,杭州化雨频沾私募基金有限公司,http://jobs.zhaopin.com/CCL1444162650J40399762402.htm?refcode=4019&srccode=401901&preactionid=72b7971f-0522-4e93-a069-caa07f6bde35
