职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
数据开发工程师-初中高级,1.1万-2万,杭州-拱墅,1-3年,本科,数仓开发,凯美瑞德(苏州)信息科技股份有限公司,http://jobs.zhaopin.com/CC615984520J40449619116.htm?refcode=4019&srccode=401901&preactionid=367d24c9-e11e-462e-9900-b781a934e8b4
数据开发（汽车行业 ）,1.5万-2.5万,杭州-滨江,3-5年,本科,Flink、Shell、ETL,中安润微科技上海,http://jobs.zhaopin.com/CCL1476042980J40515170710.htm?refcode=4019&srccode=401901&preactionid=367d24c9-e11e-462e-9900-b781a934e8b4
中级数据开发【数据建模/线上面试/金融项目】,1.3万-1.9万,杭州-萧山,3-5年,本科,数仓开发、数据建模、Hadoop、Yarn、MySQL、Oracle、信贷反欺诈、风控票据,北京汉克时代科技有限公司,http://jobs.zhaopin.com/CC493150920J40554790414.htm?refcode=4019&srccode=401901&preactionid=367d24c9-e11e-462e-9900-b781a934e8b4
数据开发,1万-1.8万,杭州-上城,3-5年,本科,ETL,上海申量智能技术有限公司,http://jobs.zhaopin.com/CCL1258340940J40482148804.htm?refcode=4019&srccode=401901&preactionid=367d24c9-e11e-462e-9900-b781a934e8b4
大数据开发工程师,1.2万-1.6万,杭州-萧山,1-3年,本科,大数据开发、Flink、Hive、Hbase,紫金支点,http://jobs.zhaopin.com/CC134171900J40256344211.htm?refcode=4019&srccode=401901&preactionid=367d24c9-e11e-462e-9900-b781a934e8b4
大数据开发工程师,1.5万-2.5万,杭州-西湖,3-5年,本科,SQL、Hadoop、数据平台、Java、Shell、Spark、Flink,杭州中港科技有限公司,http://jobs.zhaopin.com/CC660549420J40219268905.htm?refcode=4019&srccode=401901&preactionid=367d24c9-e11e-462e-9900-b781a934e8b4
数据开发工程师（阿里体系）,1.8万-2.3万,杭州-滨江,3-5年,本科,ETL开发、数仓开发、Kafka、DATAWORKS、阿里云,上海兴岩信息科技有限公司,http://jobs.zhaopin.com/CC334558030J40492479914.htm?refcode=4019&srccode=401901&preactionid=367d24c9-e11e-462e-9900-b781a934e8b4
【实习生】大数据开发工程师,120-150/天,杭州-滨江,无经验,本科,数据开发,华诺科技,http://jobs.zhaopin.com/CC143699670J40483467103.htm?refcode=4019&srccode=401901&preactionid=367d24c9-e11e-462e-9900-b781a934e8b4
数据开发工程师,1.8万-3.5万,杭州-上城,3-5年,本科,Hadoop、Spark、Hive,开源证券,http://jobs.zhaopin.com/CC155904420J40453190316.htm?refcode=4019&srccode=401901&preactionid=367d24c9-e11e-462e-9900-b781a934e8b4
编程老师（杭州-双休+五险一金）,1万-1.5万,杭州-西湖,经验不限,本科,C/C++、Python、授课老师、教研、线下教育,新东方教育科技集团有限公司,http://jobs.zhaopin.com/CC120002360J40488400902.htm?refcode=4019&srccode=401901&preactionid=367d24c9-e11e-462e-9900-b781a934e8b4
大数据开发（有银行经验皆可）,1.5万-1.9万,杭州-萧山,5-10年,本科,银行经验,深圳市法本信息技术股份有限公司,http://jobs.zhaopin.com/CC385622410J40489926706.htm?refcode=4019&srccode=401901&preactionid=367d24c9-e11e-462e-9900-b781a934e8b4
杭州 资深数据开发 AI面试,1.7万-2.2万,杭州-滨江,3-5年,本科,Hive、Spark、底层原理、SQL、性能调优、DATAWORKS、ETL开发、数据中台、Python,上海正诺信息科技有限公司,http://jobs.zhaopin.com/CC682919930J40518076807.htm?refcode=4019&srccode=401901&preactionid=367d24c9-e11e-462e-9900-b781a934e8b4
工控安全大数据开发工程师,1.5万-3万,杭州-滨江,3-5年,本科,Hadoop、Spark、Hbase,迪普科技,http://jobs.zhaopin.com/CC237981413J00442233906.htm?refcode=4019&srccode=401901&preactionid=367d24c9-e11e-462e-9900-b781a934e8b4
数据开发工程师,1.3万-1.8万,杭州-滨江,3-5年,本科,阿里云大数据,山东智和创信息技术有限公司,http://jobs.zhaopin.com/CC461476710J40486069804.htm?refcode=4019&srccode=401901&preactionid=367d24c9-e11e-462e-9900-b781a934e8b4
数据开发,面议,杭州-滨江,5-10年,本科,ETL、Spark、hive、SQL、数仓模型设计、熟悉阿里云DATAWORKS,吉利控股集团,http://jobs.zhaopin.com/CC000616940J40510164208.htm?refcode=4019&srccode=401901&preactionid=367d24c9-e11e-462e-9900-b781a934e8b4
大数据开发（flink经验）,1万-1.5万,杭州-滨江,3-5年,本科,Flink、SPRING BOOT编程、大数据开发,博彦科技,http://jobs.zhaopin.com/CC000163970J40513370803.htm?refcode=4019&srccode=401901&preactionid=367d24c9-e11e-462e-9900-b781a934e8b4
