职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
淘宝运营,1万-1.3万,宁波-鄞州,3-5年,大专,店铺运营、天猫运营、淘宝运营、数据分析,宁波渠成集团有限公司,http://jobs.zhaopin.com/CC388690030J40437498002.htm?refcode=4019&srccode=401901&preactionid=2f0ecaaf-525b-4513-a4ab-e49b29fe8d0d
财务分析主管,8千-1.5万,宁波-鄞州,1-3年,本科,经营分析、收益分析、成本分析、成本分析建模、成本预决算、数据分析、精算,浙江吉云教育科技集团股份有限公司,http://jobs.zhaopin.com/CC544314320J40386864110.htm?refcode=4019&srccode=401901&preactionid=2f0ecaaf-525b-4513-a4ab-e49b29fe8d0d
科技岗（社招）,1.7万-2.3万,宁波-鄞州,3-5年,本科,数据建模、Java、C语言、银行,鄞州银行,http://jobs.zhaopin.com/CC468807780J40529020207.htm?refcode=4019&srccode=401901&preactionid=2f0ecaaf-525b-4513-a4ab-e49b29fe8d0d
天猫运营,1万-1.3万,宁波-鄞州,3-5年,大专,店铺运营、天猫运营、淘宝运营、数据分析,宁波渠成集团有限公司,http://jobs.zhaopin.com/CC388690030J40437496802.htm?refcode=4019&srccode=401901&preactionid=2f0ecaaf-525b-4513-a4ab-e49b29fe8d0d
BI,1.5万-2.5万 · 16薪,宁波-鄞州,1-3年,本科,数据仓库、数据挖掘、SQL,乐歌股份,http://jobs.zhaopin.com/CC353365010J40498533505.htm?refcode=4019&srccode=401901&preactionid=2f0ecaaf-525b-4513-a4ab-e49b29fe8d0d
软件工程师,7千-1.1万,宁波-慈溪,1-3年,大专,Java、SQL、报表开发,浙江梦神家居股份有限公司,http://jobs.zhaopin.com/CC466369580J40540494601.htm?refcode=4019&srccode=401901&preactionid=2f0ecaaf-525b-4513-a4ab-e49b29fe8d0d
数据开发（DataWorks/宁波）,1.5万-1.7万,宁波-余姚,3-5年,本科,数据治理、ETL开发、数仓开发、数据建模、Python,上海兴岩信息科技有限公司,http://jobs.zhaopin.com/CC334558030J40524918714.htm?refcode=4019&srccode=401901&preactionid=2f0ecaaf-525b-4513-a4ab-e49b29fe8d0d
市场调研员/暗访调查/神秘顾客-宁波,300-600元/天,宁波-鄞州,无经验,本科,兼职、神秘顾客、暗访调查、奢侈品店铺体验,上海信天翁联业商务咨询有限公司,http://jobs.zhaopin.com/CC141184720J40482207916.htm?refcode=4019&srccode=401901&preactionid=2f0ecaaf-525b-4513-a4ab-e49b29fe8d0d
门店调研员,7千-1万,宁波-海曙,经验不限,学历不限,企业调研、市场研究,中企云商(北京)物流有限公司,http://jobs.zhaopin.com/CC394188530J40548418712.htm?refcode=4019&srccode=401901&preactionid=2f0ecaaf-525b-4513-a4ab-e49b29fe8d0d
数据开发（数仓开发工程师）,1.2万-1.6万,宁波-慈溪,3-5年,本科,Spark、数仓开发、Hadoop、Hive、Kafka、数据管理、数据仓库,深圳市拓保软件有限公司,http://jobs.zhaopin.com/CC157088920J40324589616.htm?refcode=4019&srccode=401901&preactionid=2f0ecaaf-525b-4513-a4ab-e49b29fe8d0d
分析专员,8千-1.6万,宁波-海曙,经验不限,学历不限,市场营销、商务知识、网络营销、数据统计分析、策划,浙江钧付信息技术有限公司,http://jobs.zhaopin.com/CC803184270J40233809616.htm?refcode=4019&srccode=401901&preactionid=2f0ecaaf-525b-4513-a4ab-e49b29fe8d0d
市场分析师,6千-1.2万,宁波,经验不限,本科,,东方日升新能源股份有限公司,http://jobs.zhaopin.com/CC409115720J40488203111.htm?refcode=4019&srccode=401901&preactionid=2f0ecaaf-525b-4513-a4ab-e49b29fe8d0d
数据研发工程师,1.6万-3万,宁波-鄞州,1-3年,本科,MySQL,勤达科技,http://jobs.zhaopin.com/CC345252110J40459285204.htm?refcode=4019&srccode=401901&preactionid=2f0ecaaf-525b-4513-a4ab-e49b29fe8d0d
市场调研评估员/市场调查员-浙江宁波象山,0.3千-0.5千元/月,宁波-象山,经验不限,大专,市场调研、神秘顾客、兼职,上海信天翁联业商务咨询有限公司,http://jobs.zhaopin.com/CC141184720J40498777316.htm?refcode=4019&srccode=401901&preactionid=2f0ecaaf-525b-4513-a4ab-e49b29fe8d0d
应用研发岗（数据方向）,2万-3万,宁波-江北,3-5年,本科,Hadoop、Spark、ORACLE、MYSQL,宁波力易达人力资源服务有限公司,http://jobs.zhaopin.com/CCL1460298740J40514972910.htm?refcode=4019&srccode=401901&preactionid=2f0ecaaf-525b-4513-a4ab-e49b29fe8d0d
商品期货研究员,8千-1.5万,宁波-鄞州,经验不限,本科,期货研究,国恩股份,http://jobs.zhaopin.com/CC252999510J40275052507.htm?refcode=4019&srccode=401901&preactionid=2f0ecaaf-525b-4513-a4ab-e49b29fe8d0d
行业调研员,8千-1万,宁波-镇海,无经验,本科,行业研究、市场研究、市场信息收集、全职,中兴精密,http://jobs.zhaopin.com/CC593783330J40527977307.htm?refcode=4019&srccode=401901&preactionid=2f0ecaaf-525b-4513-a4ab-e49b29fe8d0d
市场调研评估员/市场调查员-浙江宁波,300-500元/天,宁波-海曙,经验不限,大专,市场调研、神秘顾客、兼职,上海信天翁联业商务咨询有限公司,http://jobs.zhaopin.com/CC141184720J40499102716.htm?refcode=4019&srccode=401901&preactionid=2f0ecaaf-525b-4513-a4ab-e49b29fe8d0d
私募基金研究员助理,7千-8千,宁波-鄞州,经验不限,本科,企业研究、经济研究、基本面研究、技术面研究、证券研究、基金研究,宁波宝隽资产管理有限公司,http://jobs.zhaopin.com/CCL1273961200J40513173409.htm?refcode=4019&srccode=401901&preactionid=2f0ecaaf-525b-4513-a4ab-e49b29fe8d0d
网络规划,1.2万-1.8万 · 16薪,宁波-鄞州,3-5年,本科,市场研究、用户调研、行业研究、定量研究、定性研究、用户分析、市场信息收集、竞品分析、渠道合作,杭州肯德基,http://jobs.zhaopin.com/CC140408480J40505017908.htm?refcode=4019&srccode=401901&preactionid=2f0ecaaf-525b-4513-a4ab-e49b29fe8d0d
投资顾问,1万-1.5万,宁波-鄞州,1-3年,本科,投资咨询,第一创业证券股份有限公司,http://jobs.zhaopin.com/CC131620946J90254046000.htm?refcode=4019&srccode=401901&preactionid=2f0ecaaf-525b-4513-a4ab-e49b29fe8d0d
市场调研（海外） (MJ001449),8千-1.3万 · 16薪,宁波-鄞州,1-3年,本科,市场研究、用户调研、行业研究、用户分析、市场信息收集,乐歌股份,http://jobs.zhaopin.com/CC353365010J40500820105.htm?refcode=4019&srccode=401901&preactionid=2f0ecaaf-525b-4513-a4ab-e49b29fe8d0d
发展研究岗（宁波市）,7千-1万 · 15薪,宁波-海曙,1-3年,本科,市场研究、用户调研、行业研究、全职、房地产行业,保利和润房地产投资顾问有限公司,http://jobs.zhaopin.com/CCL1440532150J40464120304.htm?refcode=4019&srccode=401901&preactionid=2f0ecaaf-525b-4513-a4ab-e49b29fe8d0d
市场研究经理,2万-3万 · 13薪,宁波-余姚,3-5年,本科,市场研究、行业研究、竞品分析,宁波容百新能源科技股份有限公司,http://jobs.zhaopin.com/CC340246130J40493756406.htm?refcode=4019&srccode=401901&preactionid=2f0ecaaf-525b-4513-a4ab-e49b29fe8d0d
私募基金研究员（助理级）,7千-8千,宁波-鄞州,经验不限,本科,基金市场、投资分析、基本面分析、宏观经济分析、行业分析、公司分析、技术面分析、风险分析、基金从业资格证,宁波宝隽资产管理有限公司,http://jobs.zhaopin.com/CCL1273961200J40519721609.htm?refcode=4019&srccode=401901&preactionid=2f0ecaaf-525b-4513-a4ab-e49b29fe8d0d
竞品分析专员,7千-1.4万 · 14薪,宁波-慈溪,3-5年,本科,竞品调研、结构分析,公牛集团股份有限公司,http://jobs.zhaopin.com/CC293005410J40468784313.htm?refcode=4019&srccode=401901&preactionid=2f0ecaaf-525b-4513-a4ab-e49b29fe8d0d
市场研究经理(J10437),2万-3万,宁波-余姚,3-5年,本科,市场研究、行业研究、三元正极材料,宁波容百新能源科技股份有限公司,http://jobs.zhaopin.com/CC340246130J40495965606.htm?refcode=4019&srccode=401901&preactionid=2f0ecaaf-525b-4513-a4ab-e49b29fe8d0d
【宁波-北仑区】市场调研,160元/天,宁波-海曙,1年以下,大专,兼职、企业调研,逢济荐才,http://jobs.zhaopin.com/CC637409630J40540214301.htm?refcode=4019&srccode=401901&preactionid=2f0ecaaf-525b-4513-a4ab-e49b29fe8d0d
产品定义专家,5万-7万,宁波-慈溪,10年以上,本科,,宁波起点人力资源开发有限公司,http://jobs.zhaopin.com/CCL1324489890J40520744809.htm?refcode=4019&srccode=401901&preactionid=2f0ecaaf-525b-4513-a4ab-e49b29fe8d0d
投资顾问（讲师）,5千-7千,宁波-海曙,经验不限,本科,金融业、股票市场、基本面分析、技术面分析、证券投资咨询资格证,海顺证券投资咨询有限公司,http://jobs.zhaopin.com/CC437699980J40437000703.htm?refcode=4019&srccode=401901&preactionid=2f0ecaaf-525b-4513-a4ab-e49b29fe8d0d
