职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
网格算法工程师,2.5万-4万,宁波-北仑,3-5年,硕士,C++、C语言、网格生成算法、网格剖分,宁波德图科技有限公司,http://jobs.zhaopin.com/CCL1327439640J40584697015.htm?refcode=4019&srccode=401901&preactionid=4fa745d9-1c70-40e9-8123-468a065a6536
算法设计工程师,1.2万-2万,宁波-北仑,3-5年,本科,C++、电路系统、高频高速电路系统、变量分析、算法研究、运动控制算法、高频信号、数字滤波、S参数,陕西恩普森诺企业管理服务有限公司,http://jobs.zhaopin.com/CCL1470794260J40516256010.htm?refcode=4019&srccode=401901&preactionid=4fa745d9-1c70-40e9-8123-468a065a6536
底层软件工程师,1.8万-2.5万 · 13薪,宁波-北仑,3-5年,本科,Autosar、C语言、嵌入式软件开发、MCU、单片机开发,拓普集团,http://jobs.zhaopin.com/CC459148810J40312422412.htm?refcode=4019&srccode=401901&preactionid=4fa745d9-1c70-40e9-8123-468a065a6536
电磁算法中高级工程师,1.4万-2.8万,宁波-北仑,经验不限,本科,C++、MATLAB、电磁算法、矩量法,宁波德图科技有限公司,http://jobs.zhaopin.com/CCL1327439640J40231475815.htm?refcode=4019&srccode=401901&preactionid=4fa745d9-1c70-40e9-8123-468a065a6536
计算机视觉工程师(J10433),9千-1.4万 · 14薪,宁波-宁海,经验不限,本科,视觉图像算法、图像处理、OpenCV,震裕科技,http://jobs.zhaopin.com/CC557301020J40472311605.htm?refcode=4019&srccode=401901&preactionid=4fa745d9-1c70-40e9-8123-468a065a6536
视觉软件工程师,1.4万-2.8万,宁波-余姚,1-3年,本科,视觉定位、图像处理、C#、Python、缺陷检测、视觉图像算法、视觉标定、工业视觉检测,宁波丞达精机股份有限公司,http://jobs.zhaopin.com/CCL1362099370J40278594003.htm?refcode=4019&srccode=401901&preactionid=4fa745d9-1c70-40e9-8123-468a065a6536
电磁算法中高级工程师,1.4万-2.8万,宁波-北仑,经验不限,本科,C++、MATLAB、电磁算法、矩量法,宁波德图科技有限公司,http://jobs.zhaopin.com/CCL1327439640J40584683815.htm?refcode=4019&srccode=401901&preactionid=4fa745d9-1c70-40e9-8123-468a065a6536
机器视觉技术工程师,6千-1.2万,宁波-慈溪,经验不限,大专,图像处理、机器视觉、机器人、PLC、工业自动化,杭州映图智能科技有限公司,http://jobs.zhaopin.com/CC477121736J90250003000.htm?refcode=4019&srccode=401901&preactionid=4fa745d9-1c70-40e9-8123-468a065a6536
视觉检测软件工程师,2万-4万,宁波-慈溪,3-5年,本科,C++、图像识别产品、机器人、智能硬件、Python、VISUAL STUDIO,宁波汉工科技有限公司,http://jobs.zhaopin.com/CCL1287194130J40505403710.htm?refcode=4019&srccode=401901&preactionid=4fa745d9-1c70-40e9-8123-468a065a6536
算法设计工程师,1.2万-2万,宁波-北仑,1-3年,本科,C++,宁波德图科技有限公司,http://jobs.zhaopin.com/CCL1327439640J40588398615.htm?refcode=4019&srccode=401901&preactionid=4fa745d9-1c70-40e9-8123-468a065a6536
AI机器学习工程师-医药领域经验,2万-4万,宁波-慈溪,经验不限,硕士,Java、Python、PyTorch、TensorFlow、生物信息、统计、计算生物学、数据分析,康龙化成,http://jobs.zhaopin.com/CC120543470J40486600815.htm?refcode=4019&srccode=401901&preactionid=4fa745d9-1c70-40e9-8123-468a065a6536
应届生,5千-8千,宁波-慈溪,经验不限,大专,机器视觉、图像算法、音视频算法、PLC,宁波星河自动化设备有限公司,http://jobs.zhaopin.com/CCL1239501570J40474441913.htm?refcode=4019&srccode=401901&preactionid=4fa745d9-1c70-40e9-8123-468a065a6536
