职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
杭州算法工程师（银行项目13薪）,1.5万-2.5万 · 13薪,杭州-西湖,3-5年,本科,自然语言处理、TensorFlow、Python、Java,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40496621216.htm?refcode=4019&srccode=401901&preactionid=bc38ec49-f28c-462e-b77e-09ac0fc31d56
图形算法工程师,1.5万-3万,杭州-萧山,3-5年,本科,图像算法、图像处理,杭州德迪智能科技有限公司,http://jobs.zhaopin.com/CC287096630J40263451008.htm?refcode=4019&srccode=401901&preactionid=bc38ec49-f28c-462e-b77e-09ac0fc31d56
算法工程师,2万-2.5万 · 13薪,杭州-余杭,3-5年,本科,推荐算法、视频算法、Python,重庆渝欧跨境电子商务股份有限公司,http://jobs.zhaopin.com/CC813047300J40524250207.htm?refcode=4019&srccode=401901&preactionid=bc38ec49-f28c-462e-b77e-09ac0fc31d56
AI研发工程师,1.1万-2.2万 · 13薪,杭州-西湖,经验不限,本科,算法研究、自然语言处理、TensorFlow、PyTorch,西湖云谷智药(杭州)基因科技有限公司,http://jobs.zhaopin.com/CCL1317903240J40557738015.htm?refcode=4019&srccode=401901&preactionid=bc38ec49-f28c-462e-b77e-09ac0fc31d56
高级机器人算法工程师,4万-6万 · 13薪,杭州-滨江,1-3年,硕士,运动控制算法、人形机器人,杭州宇树科技有限公司,http://jobs.zhaopin.com/CC431115180J40494160011.htm?refcode=4019&srccode=401901&preactionid=bc38ec49-f28c-462e-b77e-09ac0fc31d56
AIGC算法,2.5万-4.5万,杭州-余杭,3-5年,本科,Python,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40495374116.htm?refcode=4019&srccode=401901&preactionid=bc38ec49-f28c-462e-b77e-09ac0fc31d56
数据分析与处理算法工程师,1.2万-2万,杭州-滨江,1-3年,本科,数字图像、图像处理、MATLAB、Python、C++,杭州高谱成像技术有限公司,http://jobs.zhaopin.com/CC887878130J40337899506.htm?refcode=4019&srccode=401901&preactionid=bc38ec49-f28c-462e-b77e-09ac0fc31d56
NLP 数据挖掘/算法工程师,1.6万-2.2万,杭州-滨江,经验不限,硕士,,山东智和创信息技术有限公司,http://jobs.zhaopin.com/CC461476710J40479684204.htm?refcode=4019&srccode=401901&preactionid=bc38ec49-f28c-462e-b77e-09ac0fc31d56
机器视觉算法工程师（海外）,2万-4万 · 14薪,杭州-上城,5-10年,本科,视觉图像算法、推荐算法、运动控制算法,衡阳智通人力资源服务有限公司,http://jobs.zhaopin.com/CC571699320J40511417603.htm?refcode=4019&srccode=401901&preactionid=bc38ec49-f28c-462e-b77e-09ac0fc31d56
AI应用工程师,1.4万-1.6万 · 15薪,杭州-钱塘,1-3年,硕士,智能客服、NLP、CRM、客户画像,杭州景杰生物科技股份有限公司,http://jobs.zhaopin.com/CC408452810J40475967904.htm?refcode=4019&srccode=401901&preactionid=bc38ec49-f28c-462e-b77e-09ac0fc31d56
算法工程师,3万-6万 · 16薪,杭州,经验不限,本科,PyTorch、Caffe、MXNet、TensorFlow、模式识别、视频算法、机器人算法、定位算法,杭州坤石美福网络科技有限公司,http://jobs.zhaopin.com/CCL1382512900J40433019116.htm?refcode=4019&srccode=401901&preactionid=bc38ec49-f28c-462e-b77e-09ac0fc31d56
算法专家,2万-3.5万 · 13薪,杭州-余杭,3-5年,硕士,PyTorch、算法研究、视觉图像算法、推荐算法、搜索算法,杭州助美企业管理咨询有限公司,http://jobs.zhaopin.com/CC655929780J40514998309.htm?refcode=4019&srccode=401901&preactionid=bc38ec49-f28c-462e-b77e-09ac0fc31d56
NLP 数据挖掘/算法工程师,1.2万-2万,杭州-滨江,经验不限,硕士,深度学习、图像算法,山东智和创信息技术有限公司,http://jobs.zhaopin.com/CC461476710J40479681704.htm?refcode=4019&srccode=401901&preactionid=bc38ec49-f28c-462e-b77e-09ac0fc31d56
算法工程师,4万-6万,杭州-滨江,3-5年,博士,成像处理,淘智客智能科技有限公司,http://jobs.zhaopin.com/CCL1212422980J40481710206.htm?refcode=4019&srccode=401901&preactionid=bc38ec49-f28c-462e-b77e-09ac0fc31d56
imu算法工程师,面议,杭州-滨江,1-3年,硕士,C/C++、Python,浙江大华,http://jobs.zhaopin.com/CC145470510J40554043414.htm?refcode=4019&srccode=401901&preactionid=bc38ec49-f28c-462e-b77e-09ac0fc31d56
算法工程师,2.5万-5万 · 14薪,杭州-滨江,经验不限,本科,视觉图像算法、C语言、C++、MATLAB、Python,外企德科,http://jobs.zhaopin.com/CC138117190J40479772205.htm?refcode=4019&srccode=401901&preactionid=bc38ec49-f28c-462e-b77e-09ac0fc31d56
自然语言研究科学家,3万-6万,杭州,经验不限,博士,人工智能、网络安全、云计算、大数据、软件行业,杭州市滨江区浙工大网络空间安全创新研究院,http://jobs.zhaopin.com/CCL1438627770J40470680603.htm?refcode=4019&srccode=401901&preactionid=bc38ec49-f28c-462e-b77e-09ac0fc31d56
资深算法工程师（仿真优化),3万-6万 · 14薪,杭州-余杭,5-10年,硕士,,弈芯科技(杭州)有限公司,http://jobs.zhaopin.com/CCL1361675880J40495389911.htm?refcode=4019&srccode=401901&preactionid=bc38ec49-f28c-462e-b77e-09ac0fc31d56
isp图像调试工程师,1.5万-3万 · 14薪,杭州-余杭,经验不限,本科,视觉图像算法、PyTorch、TensorFlow、CNN、C++、MATLAB、Python,北京知存科技有限公司,http://jobs.zhaopin.com/CC581607530J40369287207.htm?refcode=4019&srccode=401901&preactionid=bc38ec49-f28c-462e-b77e-09ac0fc31d56
软件工程师,7千-1.4万,杭州-上城,经验不限,中专/中技,自动控制、算法、C#、电路、数字电路、Python、嵌入式、驱动开发,嘉兴微拓电子科技股份有限公司,http://jobs.zhaopin.com/CCL1242316090J40443098012.htm?refcode=4019&srccode=401901&preactionid=bc38ec49-f28c-462e-b77e-09ac0fc31d56
图像算法测试工程师,1.5万-2万,杭州-西湖,3-5年,本科,C++、算法测试、图像、画质,诚迈科技,http://jobs.zhaopin.com/CC144543200J40587413315.htm?refcode=4019&srccode=401901&preactionid=bc38ec49-f28c-462e-b77e-09ac0fc31d56
算法工程师（重庆/杭州）,2万-2.5万,杭州-余杭,1-3年,硕士,视频算法、机器学习算法,江苏瞭望神州大数据科技有限公司,http://jobs.zhaopin.com/CCL1266628910J40484124004.htm?refcode=4019&srccode=401901&preactionid=bc38ec49-f28c-462e-b77e-09ac0fc31d56
算法工程师,4.5万-8万 · 14薪,杭州-滨江,1-3年,博士,深度学习算法,杭州聚齐科技有限公司,http://jobs.zhaopin.com/CC418415830J40593365515.htm?refcode=4019&srccode=401901&preactionid=bc38ec49-f28c-462e-b77e-09ac0fc31d56
AIGC算法工程师,2.5万-2.8万,杭州-余杭,3-5年,本科,机器人算法、AIGC、SD,广州嘉仁宫信息科技有限公司,http://jobs.zhaopin.com/CCL1305767160J40501189107.htm?refcode=4019&srccode=401901&preactionid=bc38ec49-f28c-462e-b77e-09ac0fc31d56
导航融合算法工程师,1.5万-3万 · 14薪,杭州-西湖,3-5年,硕士,导航定位、导航算法、路径规划、引导制导、传感器融合,湖南云箭制导航空弹药研究开发有限公司,http://jobs.zhaopin.com/CC883909260J40466958105.htm?refcode=4019&srccode=401901&preactionid=bc38ec49-f28c-462e-b77e-09ac0fc31d56
电池建模算法工程师,6千-1.2万 · 14薪,杭州-西湖,经验不限,硕士,强化学习,科工电子,http://jobs.zhaopin.com/CC290344830J40234270508.htm?refcode=4019&srccode=401901&preactionid=bc38ec49-f28c-462e-b77e-09ac0fc31d56
