职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
自动化测试+工商银行（长期）,1.2万-1.6万,杭州-西湖,3-5年,本科,Python,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40495972016.htm?refcode=4019&srccode=401901&preactionid=035f0f74-5ded-431f-871a-a77b5dc68b48
高级生信分析工程师（转录组/基因组/多组学联合分析）,9千-1.6万 · 13薪,杭州-西湖,经验不限,硕士,R语言、Python、代谢组学、蛋白质组学、表观组学、转录组学、基因组学、基因测序、甲基化组学,杭州开泰生物技术有限公司,http://jobs.zhaopin.com/CC162275610J40453188503.htm?refcode=4019&srccode=401901&preactionid=035f0f74-5ded-431f-871a-a77b5dc68b48
游戏开发工程师,1.5万-2万,杭州-滨江,1-3年,本科,Lua、Python、游戏引擎,德科信息有限公司,http://jobs.zhaopin.com/CC589380620J40434607304.htm?refcode=4019&srccode=401901&preactionid=035f0f74-5ded-431f-871a-a77b5dc68b48
数据库运维工程师,2万-2.8万,杭州-滨江,3-5年,本科,Shell、Python、SQL、Linux、Oracle、DB2、MySQL、Redis、DBA,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40496570216.htm?refcode=4019&srccode=401901&preactionid=035f0f74-5ded-431f-871a-a77b5dc68b48
测开工程师（包三餐下午茶-双休）,1.3万-1.5万,杭州-西湖,3-5年,学历不限,Python、UI自动化测试、自动化测试、接口自动化测试,深圳市法本信息技术股份有限公司,http://jobs.zhaopin.com/CC385622410J40496015106.htm?refcode=4019&srccode=401901&preactionid=035f0f74-5ded-431f-871a-a77b5dc68b48
驱动主管工程师,2.5万-4万 · 15薪,杭州-滨江,5-10年,本科,C++、C语言、Python、Windows、Linux、嵌入式技术、嵌入式硬件开发、嵌入式软件开发,杭州长川科技股份有限公司,http://jobs.zhaopin.com/CC300003880J40447383503.htm?refcode=4019&srccode=401901&preactionid=035f0f74-5ded-431f-871a-a77b5dc68b48
大数据开发工程师（杭州）(J10979),1万-1.5万,杭州-萧山,1-3年,本科,大数据开发、Hadoop、Spark、Flink、Hive、Kafka、Impala、Elasticsearch,先进数通,http://jobs.zhaopin.com/CC000432190J40262689816.htm?refcode=4019&srccode=401901&preactionid=035f0f74-5ded-431f-871a-a77b5dc68b48
中国移动正式员工-大数据开发,1.5万-3万,杭州-上城,经验不限,本科,Java、数据治理、数据挖掘、Hadoop、Flink、Spark,浙江外服人力资源服务有限公司,http://jobs.zhaopin.com/CC559618430J40499150302.htm?refcode=4019&srccode=401901&preactionid=035f0f74-5ded-431f-871a-a77b5dc68b48
数据开发（大数据方向）,1.5万-2.2万 · 13薪,杭州-西湖,3-5年,本科,数仓开发、数据建模、数据集市、数据运维、数据湖、实时数仓、数据中台、数据平台、ETL开发、报表开发、Java,百世物流,http://jobs.zhaopin.com/CC205908110J40457692904.htm?refcode=4019&srccode=401901&preactionid=035f0f74-5ded-431f-871a-a77b5dc68b48
数据工程师,1.5万-2万,杭州-拱墅,3-5年,大专,DATAWORKS、SQL,阿尔泰克,http://jobs.zhaopin.com/CC140418100J40495153602.htm?refcode=4019&srccode=401901&preactionid=035f0f74-5ded-431f-871a-a77b5dc68b48
数据开发工程师,1万-1.8万,杭州-上城,3-5年,本科,ETL,上海天正软件有限公司,http://jobs.zhaopin.com/CC565947520J40489230011.htm?refcode=4019&srccode=401901&preactionid=035f0f74-5ded-431f-871a-a77b5dc68b48
大数据开发工程师,1万-1.5万 · 13薪,杭州-滨江,1-3年,本科,数据建模,杭州三汇数字信息技术有限公司,http://jobs.zhaopin.com/CC120140130J40552547212.htm?refcode=4019&srccode=401901&preactionid=035f0f74-5ded-431f-871a-a77b5dc68b48
双休大数据开发（福利好）,1.3万-1.5万,杭州-钱塘,1-3年,本科,Python、C++、智能驾驶数据,深圳市南深人力资源股份有限公司,http://jobs.zhaopin.com/CC548571630J40491500911.htm?refcode=4019&srccode=401901&preactionid=035f0f74-5ded-431f-871a-a77b5dc68b48
