职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
大数据算法工程师,1.6万-2.4万 · 14薪,杭州-余杭,3-5年,本科,深度学习,威星智能,http://jobs.zhaopin.com/CC198524320J40545735212.htm?refcode=4019&srccode=401901&preactionid=84c348a2-5b57-47f4-a3b6-fe4b9b072dae
3D成像算法工程师,2万-4万,杭州-余杭,3-5年,硕士,,重庆森聚人力资源管理有限公司,http://jobs.zhaopin.com/CC716604930J40526088312.htm?refcode=4019&srccode=401901&preactionid=84c348a2-5b57-47f4-a3b6-fe4b9b072dae
图像处理算法工程师,200-250/天,杭州,无经验,本科,视觉检测、TensorFlow、Caffe、图像算法,杭州谛瞳科技有限公司,http://jobs.zhaopin.com/CC484334480J40285777914.htm?refcode=4019&srccode=401901&preactionid=84c348a2-5b57-47f4-a3b6-fe4b9b072dae
数据挖掘算法工程师,2万-4万 · 16薪,杭州-余杭,经验不限,硕士,Python、机器学习、深度学习、数据挖掘、Java、Hive,成都韬普讯企业管理服务有限公司,http://jobs.zhaopin.com/CCL1282387760J40498424003.htm?refcode=4019&srccode=401901&preactionid=84c348a2-5b57-47f4-a3b6-fe4b9b072dae
大模型算法实习工程师,250-400/天,杭州-余杭,无经验,硕士,PyTorch、大模型、NLP,深度好奇,http://jobs.zhaopin.com/CC753198770J40529767514.htm?refcode=4019&srccode=401901&preactionid=84c348a2-5b57-47f4-a3b6-fe4b9b072dae
BH050202雷达目标识别博士后,2.3万-2.8万 · 16薪,杭州-滨江,经验不限,博士,模式识别、C语言、MATLAB、目标识别,北京航空航天大学杭州创新研究院,http://jobs.zhaopin.com/CC812993830J40405588801.htm?refcode=4019&srccode=401901&preactionid=84c348a2-5b57-47f4-a3b6-fe4b9b072dae
PHM算法工程师,1.5万-2.5万元/月,杭州-余杭,5-10年,本科,,浙江东华信息控制技术有限公司,http://jobs.zhaopin.com/CC146118590J40496708406.htm?refcode=4019&srccode=401901&preactionid=84c348a2-5b57-47f4-a3b6-fe4b9b072dae
AI算法工程师,2.5万-4万 · 15薪,杭州-临平,经验不限,博士,,晨伫(杭州)生物科技有限责任公司,http://jobs.zhaopin.com/CCL1412972130J40400026012.htm?refcode=4019&srccode=401901&preactionid=84c348a2-5b57-47f4-a3b6-fe4b9b072dae
软开/软测/Ai技术开发/Ai算法工程师,1.8万-3.5万 · 14薪,杭州-滨江,经验不限,本科,Python、C++、Java,外企德科,http://jobs.zhaopin.com/CC138117190J40503850605.htm?refcode=4019&srccode=401901&preactionid=84c348a2-5b57-47f4-a3b6-fe4b9b072dae
图像算法开发工程师（模型量化方向）,2.5万-3.5万 · 14薪,杭州-余杭,3-5年,本科,视觉图像算法、视频算法、PyTorch、TensorFlow、CNN、OpenCV,北京知存科技有限公司,http://jobs.zhaopin.com/CC581607530J40387437007.htm?refcode=4019&srccode=401901&preactionid=84c348a2-5b57-47f4-a3b6-fe4b9b072dae
图像算法工程师（工作地点：浙江嘉兴）,2.2万-4万 · 15薪,杭州-滨江,3-5年,硕士,Python、图像处理、图像检测识别、人脸识别产品、视觉图像算法、自动驾驶,嘉兴真与科技有限责任公司,http://jobs.zhaopin.com/CCL1388980520J40483481104.htm?refcode=4019&srccode=401901&preactionid=84c348a2-5b57-47f4-a3b6-fe4b9b072dae
开发，测试，算法,1.5万-3万 · 15薪,杭州-滨江,经验不限,本科,后端开发、前端开发,外企德科,http://jobs.zhaopin.com/CC138117190J40476376605.htm?refcode=4019&srccode=401901&preactionid=84c348a2-5b57-47f4-a3b6-fe4b9b072dae
自动驾驶决策规划算法工程师,1.4万-2.5万,杭州-滨江,1-3年,硕士,,北京航空航天大学杭州创新研究院,http://jobs.zhaopin.com/CC812993830J40538520201.htm?refcode=4019&srccode=401901&preactionid=84c348a2-5b57-47f4-a3b6-fe4b9b072dae
CV算法工程师,2万-4万 · 16薪,杭州-余杭,经验不限,本科,AIGC、机器学习、视觉算法、深度学习,成都韬普讯企业管理服务有限公司,http://jobs.zhaopin.com/CCL1282387760J40496909203.htm?refcode=4019&srccode=401901&preactionid=84c348a2-5b57-47f4-a3b6-fe4b9b072dae
视觉AI算法工程师,3万-5万,杭州-滨江,5-10年,本科,C语言、C++、Python、智慧交通、MATLAB,上海坤匙科技集团有限公司,http://jobs.zhaopin.com/CCL1311187700J40508406103.htm?refcode=4019&srccode=401901&preactionid=84c348a2-5b57-47f4-a3b6-fe4b9b072dae
LLM算法工程师,2.5万-4万,杭州-滨江,3-5年,硕士,LLM算法、模型,浙江连信科技有限公司,http://jobs.zhaopin.com/CC817345790J40520624501.htm?refcode=4019&srccode=401901&preactionid=84c348a2-5b57-47f4-a3b6-fe4b9b072dae
AI算法工程师（Python，2024届）,8千-1.6万 · 15薪,杭州-临安,经验不限,本科,Python,浙江众合科技股份有限公司,http://jobs.zhaopin.com/CC264575280J40587575215.htm?refcode=4019&srccode=401901&preactionid=84c348a2-5b57-47f4-a3b6-fe4b9b072dae
图像算法工程师,2万-4万 · 14薪,杭州-余杭,3-5年,本科,视频算法、C++、深度学习算法,北京知存科技有限公司,http://jobs.zhaopin.com/CC581607530J40332437407.htm?refcode=4019&srccode=401901&preactionid=84c348a2-5b57-47f4-a3b6-fe4b9b072dae
AIGC 算法工程师,3万-5万,杭州-拱墅,3-5年,硕士,视频算法、TensorFlow、PyTorch、MXNet、PaddlePaddle、智慧零售、Python、AIGC,池州原子人力资源服务有限公司,http://jobs.zhaopin.com/CCL1463119280J40594117815.htm?refcode=4019&srccode=401901&preactionid=84c348a2-5b57-47f4-a3b6-fe4b9b072dae
CV算法专家,2万-3.5万,杭州-余杭,1-3年,本科,Java、C++、Python、推荐算法、TensorFlow、PyTorch,道一(天津)企业管理咨询有限公司青岛分公司,http://jobs.zhaopin.com/CCL1471056350J40485887716.htm?refcode=4019&srccode=401901&preactionid=84c348a2-5b57-47f4-a3b6-fe4b9b072dae
