职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
数据分析师,1.3万-1.5万 · 14薪,杭州-西湖,1-3年,大专,数据分析、数据采集、商业数据分析、SQL,杭州星溢科技有限公司,http://jobs.zhaopin.com/CCL1351874340J40237712902.htm?refcode=4019&srccode=401901&preactionid=bd621453-4fbb-411b-ba0f-3cbeb458a6a3
商品数据分析主管,7千-1万,杭州-滨江,1-3年,学历不限,,杭州生森蛋信息科技有限公司,http://jobs.zhaopin.com/CCL1439121430J40541724701.htm?refcode=4019&srccode=401901&preactionid=bd621453-4fbb-411b-ba0f-3cbeb458a6a3
数据分析师,面议,杭州,经验不限,本科,Python、销售数据分析,杭州中美华东制药有限公司,http://jobs.zhaopin.com/CC198426920J40440471510.htm?refcode=4019&srccode=401901&preactionid=bd621453-4fbb-411b-ba0f-3cbeb458a6a3
数据分析主管,8千-1.5万,杭州-上城,1-3年,本科,,杭州亿普科技有限公司,http://jobs.zhaopin.com/CC140348690J40532737512.htm?refcode=4019&srccode=401901&preactionid=bd621453-4fbb-411b-ba0f-3cbeb458a6a3
数据分析助理（双休，入职缴纳五险）,9千-1.3万 · 13薪,杭州-上城,1-3年,本科,Python,杭州博盛达信息技术有限公司,http://jobs.zhaopin.com/CCL1442672500J40368995516.htm?refcode=4019&srccode=401901&preactionid=bd621453-4fbb-411b-ba0f-3cbeb458a6a3
数据分析助理,8千-1.1万,杭州-滨江,经验不限,大专,行业分析,上海情柏电子有限公司,http://jobs.zhaopin.com/CCL1477878210J40498048106.htm?refcode=4019&srccode=401901&preactionid=bd621453-4fbb-411b-ba0f-3cbeb458a6a3
浙江大学脑医学影像实验室数据分析岗招聘公告,8千-9千,杭州-上城,经验不限,本科,Python、MATLAB,浙江大学,http://jobs.zhaopin.com/CC199796410J40467144704.htm?refcode=4019&srccode=401901&preactionid=bd621453-4fbb-411b-ba0f-3cbeb458a6a3
SFE数据分析专员(J10132),8千-1.6万 · 14薪,杭州-萧山,3-5年,本科,数据挖掘、数据治理,杭州广科安德生物科技有限公司,http://jobs.zhaopin.com/CC646847130J40592542315.htm?refcode=4019&srccode=401901&preactionid=bd621453-4fbb-411b-ba0f-3cbeb458a6a3
急聘～数据分析员～双休，五险一金,8千-1万 · 14薪,杭州-拱墅,经验不限,本科,电商数据运营、行业数据分析、策略运营,上海古竹市场营销策划有限公司,http://jobs.zhaopin.com/CC828672760J40495780216.htm?refcode=4019&srccode=401901&preactionid=bd621453-4fbb-411b-ba0f-3cbeb458a6a3
大数据分析助理,7千-1万,杭州-钱塘,经验不限,本科,SQL、SPSS,长沙信必优信息科技有限公司,http://jobs.zhaopin.com/CCL1310486740J40474057806.htm?refcode=4019&srccode=401901&preactionid=bd621453-4fbb-411b-ba0f-3cbeb458a6a3
数据分析师（应届/实习皆可）,1万-1.5万,杭州-西湖,经验不限,本科,Python、SQL、NumPy、Pandas、商业数据分析、销售数据分析、金融数据分析、风控数据分析,浙江创邻科技有限公司,http://jobs.zhaopin.com/CC426826130J40509849310.htm?refcode=4019&srccode=401901&preactionid=bd621453-4fbb-411b-ba0f-3cbeb458a6a3
