职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
数据分析助理（双休，入职缴纳五险）,9千-1.3万 · 13薪,杭州-余杭,1-3年,本科,Python,杭州博盛达信息技术有限公司,http://jobs.zhaopin.com/CCL1442672500J40368995616.htm?refcode=4019&srccode=401901&preactionid=bd621453-4fbb-411b-ba0f-3cbeb458a6a3
数据分析师助理,8千-1.6万 · 13薪,杭州-余杭,1-3年,本科,SQL、Python、Scala、SPSS,江西兴峰洋信息科技有限公司,http://jobs.zhaopin.com/CCL1464267660J40439247211.htm?refcode=4019&srccode=401901&preactionid=bd621453-4fbb-411b-ba0f-3cbeb458a6a3
数据分析师,1万-1.2万,杭州-滨江,经验不限,大专,数据挖掘、数据建模、数仓开发、Python、R语言、Sql,上海睿笙智镜科技有限公司,http://jobs.zhaopin.com/CCL1472228780J40479845104.htm?refcode=4019&srccode=401901&preactionid=bd621453-4fbb-411b-ba0f-3cbeb458a6a3
数据分析助理（双休）,8千-1.5万,杭州,经验不限,本科,数据平台、数据采集,杭州烛名科技有限公司,http://jobs.zhaopin.com/CCL1467915280J40428320311.htm?refcode=4019&srccode=401901&preactionid=bd621453-4fbb-411b-ba0f-3cbeb458a6a3
bi数据分析师（数字园区+大厂+五险一金）,1.2万-1.6万 · 14薪,杭州-西湖,3-5年,本科,SQL、Python、excel、Power BI、商业数据分析、运营数据分析,外企德科,http://jobs.zhaopin.com/CC138117190J40506431405.htm?refcode=4019&srccode=401901&preactionid=bd621453-4fbb-411b-ba0f-3cbeb458a6a3
数据分析+管培生,1万-1.5万,杭州-拱墅,经验不限,本科,,江西星函企业管理有限公司,http://jobs.zhaopin.com/CCL1322411260J40437638911.htm?refcode=4019&srccode=401901&preactionid=bd621453-4fbb-411b-ba0f-3cbeb458a6a3
数据分析（BI工程师）,1万-1.4万,杭州-滨江,3-5年,大专,FineBI、FineReport,北京宝信科技有限公司,http://jobs.zhaopin.com/CC697433520J40520621609.htm?refcode=4019&srccode=401901&preactionid=bd621453-4fbb-411b-ba0f-3cbeb458a6a3
数据分析师（算法研究方向）,8千-1.2万元/月,杭州-钱塘,经验不限,本科,Python、R语言、MATLAB、机器学习、深度学习,杭州拓端数据科技有限公司,http://jobs.zhaopin.com/CC428769630J40503200401.htm?refcode=4019&srccode=401901&preactionid=bd621453-4fbb-411b-ba0f-3cbeb458a6a3
电商运营(数据分析),9千-1.4万,杭州-钱塘,经验不限,本科,Tableau、SPSS、Kettle,长沙信必优信息科技有限公司,http://jobs.zhaopin.com/CCL1310486740J40474056506.htm?refcode=4019&srccode=401901&preactionid=bd621453-4fbb-411b-ba0f-3cbeb458a6a3
数据管理员,8千-1.2万 · 14薪,杭州-临平,经验不限,本科,SAS,杭州百诚医药科技股份有限公司,http://jobs.zhaopin.com/CC458900520J00174771705.htm?refcode=4019&srccode=401901&preactionid=bd621453-4fbb-411b-ba0f-3cbeb458a6a3
数据分析,6千-7千,杭州-上城,3-5年,大专,数据建模、报表开发、数据分析,中联即送网络科技有限公司,http://jobs.zhaopin.com/CCL1256805620J40512910705.htm?refcode=4019&srccode=401901&preactionid=bd621453-4fbb-411b-ba0f-3cbeb458a6a3
数据分析,1.4万-2.8万 · 13薪,杭州-西湖,1-3年,本科,Python,中电金信软件有限公司,http://jobs.zhaopin.com/CC443657520J40461834909.htm?refcode=4019&srccode=401901&preactionid=bd621453-4fbb-411b-ba0f-3cbeb458a6a3
综合月薪9000起 数据分析助理,1万-2万 · 14薪,杭州-上城,经验不限,本科,没有PUA，下班就走,安徽泰沃兆斯信息科技有限公司,http://jobs.zhaopin.com/CCL1460935100J40413338207.htm?refcode=4019&srccode=401901&preactionid=bd621453-4fbb-411b-ba0f-3cbeb458a6a3
数据分析师,1.5万-3万,杭州-上城,1-3年,本科,数据分析师,中国移动通信有限公司在线营销服务中心,http://jobs.zhaopin.com/CCL1317363300J40450359003.htm?refcode=4019&srccode=401901&preactionid=bd621453-4fbb-411b-ba0f-3cbeb458a6a3
数据分析师,1.4万-2万,杭州-滨江,1-3年,本科,,中安润微科技上海,http://jobs.zhaopin.com/CCL1476042980J40508611410.htm?refcode=4019&srccode=401901&preactionid=bd621453-4fbb-411b-ba0f-3cbeb458a6a3
数据分析专员,6千-1万 · 13薪,杭州-上城,经验不限,大专,财务数据分析、金融数据分析、关联分析、监控系统,浙江然自芯环保科技有限公司,http://jobs.zhaopin.com/CCL1374719510J40593688215.htm?refcode=4019&srccode=401901&preactionid=bd621453-4fbb-411b-ba0f-3cbeb458a6a3
数据分析员,6千-1万,杭州-余杭,1-3年,大专,Python,浙江诺为科技集团有限公司,http://jobs.zhaopin.com/CCL1461890890J40483473002.htm?refcode=4019&srccode=401901&preactionid=bd621453-4fbb-411b-ba0f-3cbeb458a6a3
供应链背景-数据分析工程师,1.2万-1.8万,杭州-滨江,3-5年,本科,数据治理、供应链、数据分析、数据建模、Sql、BI工具、VISIO、AXURE,山东华科信息技术有限公司,http://jobs.zhaopin.com/CC293762780J40495151402.htm?refcode=4019&srccode=401901&preactionid=bd621453-4fbb-411b-ba0f-3cbeb458a6a3
数据分析（BI工程师）,1.3万-1.4万,杭州-滨江,3-5年,大专,数据可视化、FineBI、FineReport,北京宝信科技有限公司,http://jobs.zhaopin.com/CC697433520J40520625009.htm?refcode=4019&srccode=401901&preactionid=bd621453-4fbb-411b-ba0f-3cbeb458a6a3
