职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
数据治理工程师（实习）,150-240/天,杭州-西湖,经验不限,学历不限,Python、机器学习、神经网络、Spark,箴理科技(杭州)有限责任公司,http://jobs.zhaopin.com/CCL1475429960J40491147805.htm?refcode=4019&srccode=401901&preactionid=8716e87c-ba8f-40d6-b5b5-70ad4cf0a80f
游戏AI测试工程师,8千-1.2万,杭州-滨江,经验不限,本科,Python、SQL、MySQL、Linux、算法测试、游戏测试、手游测试、丰富的游戏经验,上海微创软件股份有限公司,http://jobs.zhaopin.com/CC000638920J40539969914.htm?refcode=4019&srccode=401901&preactionid=8716e87c-ba8f-40d6-b5b5-70ad4cf0a80f
软件开发工程师 (java c++ python js ),1.5万-3万 · 15薪,杭州-滨江,经验不限,本科,后端开发、大数据开发、JavaScript,外企德科,http://jobs.zhaopin.com/CC138117190J40394469805.htm?refcode=4019&srccode=401901&preactionid=8716e87c-ba8f-40d6-b5b5-70ad4cf0a80f
测试工程师,6千-7千 · 14薪,杭州-滨江,1年以下,本科,自动化测试、Python、Jmeter、JS,滨江兄弟信息技术(杭州)有限公司,http://jobs.zhaopin.com/CC335923910J40221097303.htm?refcode=4019&srccode=401901&preactionid=8716e87c-ba8f-40d6-b5b5-70ad4cf0a80f
数据库开发工程师,1万-1.6万 · 14薪,杭州-西湖,3-5年,本科,Oracle、SQL Server、Hive、Hadoop,杭州衡泰技术股份有限公司,http://jobs.zhaopin.com/CC140358190J40481187906.htm?refcode=4019&srccode=401901&preactionid=8716e87c-ba8f-40d6-b5b5-70ad4cf0a80f
Python开发工程师,1.5万-3万 · 16薪,杭州-滨江,1-3年,本科,Java、Linux、网络爬虫技术、微服务架构,外企德科,http://jobs.zhaopin.com/CC138117190J40415940605.htm?refcode=4019&srccode=401901&preactionid=8716e87c-ba8f-40d6-b5b5-70ad4cf0a80f
python测试,1万-1.4万,杭州-滨江,1-3年,本科,Python、UI自动化测试、接口自动化测试,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40480621816.htm?refcode=4019&srccode=401901&preactionid=8716e87c-ba8f-40d6-b5b5-70ad4cf0a80f
智慧能源工程师（智能算法开发/测试/运维/UI）,1万-2万,杭州-拱墅,经验不限,硕士,Java、Python,杭州汽轮新能源有限公司,http://jobs.zhaopin.com/CC447140110J40447561504.htm?refcode=4019&srccode=401901&preactionid=8716e87c-ba8f-40d6-b5b5-70ad4cf0a80f
Java/web前端/python/C/C++开发/测试工程师,1.5万-3万 · 16薪,杭州-滨江,经验不限,本科,后端开发、前端开发,外企德科,http://jobs.zhaopin.com/CC138117190J40433827005.htm?refcode=4019&srccode=401901&preactionid=8716e87c-ba8f-40d6-b5b5-70ad4cf0a80f
nlp算法工程师,1.6万-2.2万,杭州-余杭,经验不限,大专,BERT、Python、LLM,深圳市法本信息技术股份有限公司,http://jobs.zhaopin.com/CC385622410J40495156506.htm?refcode=4019&srccode=401901&preactionid=8716e87c-ba8f-40d6-b5b5-70ad4cf0a80f
生物信息分析工程师,1万-1.5万,杭州-萧山,经验不限,本科,生物信息工程师、微生物、R语言、Python、Perl,杭州微数生物科技有限公司,http://jobs.zhaopin.com/CCL1267133250J40169845113.htm?refcode=4019&srccode=401901&preactionid=8716e87c-ba8f-40d6-b5b5-70ad4cf0a80f
