职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
数据分析,1.2万-1.6万,杭州-滨江,3-5年,本科,供应链,山东华科信息技术有限公司,http://jobs.zhaopin.com/CC293762780J40500291402.htm?refcode=4019&srccode=401901&preactionid=58a7e9e1-bd4b-44bb-944c-e31e22879793
数据分析师,4.5万-8.5万 · 14薪,杭州-滨江,1-3年,博士,,杭州聚齐科技有限公司,http://jobs.zhaopin.com/CC418415830J40593218715.htm?refcode=4019&srccode=401901&preactionid=58a7e9e1-bd4b-44bb-944c-e31e22879793
中高级 杭州数据开发 (营销数字BI) AI面试,1.5万-1.7万,杭州-滨江,3-5年,本科,数据治理、数据建模、ETL、Java、Python、Shell、Hadoop、Spark、Kafka、BI,上海正诺信息科技有限公司,http://jobs.zhaopin.com/CC682919930J40527232907.htm?refcode=4019&srccode=401901&preactionid=58a7e9e1-bd4b-44bb-944c-e31e22879793
数据治理工程师,1.7万-3万,杭州-滨江,1-3年,本科,数据治理、数据架构、数据中台、SQL、关联分析,康恩贝,http://jobs.zhaopin.com/CC000452530J40375953704.htm?refcode=4019&srccode=401901&preactionid=58a7e9e1-bd4b-44bb-944c-e31e22879793
数据开发工程师,1.8万-3.5万 · 16薪,杭州-上城,3-5年,本科,数据运维、数仓开发,领时云天信息科技(常州)有限公司,http://jobs.zhaopin.com/CC685034830J40513757110.htm?refcode=4019&srccode=401901&preactionid=58a7e9e1-bd4b-44bb-944c-e31e22879793
数据分析师,6千-1万,杭州-西湖,经验不限,大专,,北京中瓴时代科技有限公司,http://jobs.zhaopin.com/CCL1444495290J40590649915.htm?refcode=4019&srccode=401901&preactionid=58a7e9e1-bd4b-44bb-944c-e31e22879793
服装数据分析员,7千-1万,杭州-萧山,1-3年,学历不限,,杭州潮玩时装有限公司,http://jobs.zhaopin.com/CCL1239221940J40508142405.htm?refcode=4019&srccode=401901&preactionid=58a7e9e1-bd4b-44bb-944c-e31e22879793
数据分析师,1.4万-2万 · 14薪,杭州-拱墅,3-5年,本科,数据治理、数据挖掘、数据建模、Sql、Python、BI工具、Power BI,易豹网络科技有限公司,http://jobs.zhaopin.com/CC844598510J40489639406.htm?refcode=4019&srccode=401901&preactionid=58a7e9e1-bd4b-44bb-944c-e31e22879793
业务数据分析师,8千-1万,杭州-钱塘,3-5年,本科,Python、Java,力控科技,http://jobs.zhaopin.com/CC133775030J40582478115.htm?refcode=4019&srccode=401901&preactionid=58a7e9e1-bd4b-44bb-944c-e31e22879793
资深数据分析师（驻场银行）,2.5万-3.5万,杭州-萧山,10年以上,本科,数据挖掘、Python、SAS,长亮科技,http://jobs.zhaopin.com/CC120564550J40485914004.htm?refcode=4019&srccode=401901&preactionid=58a7e9e1-bd4b-44bb-944c-e31e22879793
数据分析师,1万-1.5万,杭州,3-5年,本科,Python、商业数据分析、运营数据分析、销售数据分析,杭州君远健康科技有限公司,http://jobs.zhaopin.com/CC309285280J40346197605.htm?refcode=4019&srccode=401901&preactionid=58a7e9e1-bd4b-44bb-944c-e31e22879793
BI商业数据分析课程HZ/培训招生,8千-1万 · 13薪,杭州-拱墅,经验不限,大专,给排水工程、结构工程、电气工程,51Testing,http://jobs.zhaopin.com/CC145362720J40365041102.htm?refcode=4019&srccode=401901&preactionid=58a7e9e1-bd4b-44bb-944c-e31e22879793
数据运营专员,8千-1.5万,杭州,经验不限,大专,Power BI、Tableau、电商数据运营、销售数据运营、经营数据分析、商业数据分析,东莞市黄沙电子科技有限公司,http://jobs.zhaopin.com/CC217802330J40425061410.htm?refcode=4019&srccode=401901&preactionid=58a7e9e1-bd4b-44bb-944c-e31e22879793
数据开发工程师,1.4万-1.8万,杭州-拱墅,3-5年,本科,理财、基金、衡泰,京北方,http://jobs.zhaopin.com/CC315847110J40179549607.htm?refcode=4019&srccode=401901&preactionid=58a7e9e1-bd4b-44bb-944c-e31e22879793
数据清洗,4千-6千,杭州-滨江,经验不限,大专,数据清洗,杭州蓝聘网络技术有限公司,http://jobs.zhaopin.com/CCL1319002470J40452274910.htm?refcode=4019&srccode=401901&preactionid=58a7e9e1-bd4b-44bb-944c-e31e22879793
市场数据运营,9千-1.3万,杭州-钱塘,1-3年,本科,SPSS、Tableau、Kettle,长沙信必优信息科技有限公司,http://jobs.zhaopin.com/CCL1310486740J40473302706.htm?refcode=4019&srccode=401901&preactionid=58a7e9e1-bd4b-44bb-944c-e31e22879793
数据分析专员/SFE专员,7千-9千,杭州-上城,1-3年,本科,销售数据分析、POWERPOINT、SFE,浙江科伦医药贸易有限公司,http://jobs.zhaopin.com/CC556294330J40373753506.htm?refcode=4019&srccode=401901&preactionid=58a7e9e1-bd4b-44bb-944c-e31e22879793
数据开发工程师（3-4年经验）,9千-1万,杭州-上城,3-5年,本科,数据开发,山西慧德商务咨询有限公司,http://jobs.zhaopin.com/CCL1389295410J40583185515.htm?refcode=4019&srccode=401901&preactionid=58a7e9e1-bd4b-44bb-944c-e31e22879793
数据分析专员（实习生）,面议,杭州-拱墅,无经验,本科,数据处理、EXCLE,杭州中美华东制药有限公司,http://jobs.zhaopin.com/CC198426920J40515252910.htm?refcode=4019&srccode=401901&preactionid=58a7e9e1-bd4b-44bb-944c-e31e22879793
