职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
数据分析师（汽车行业）,1.5万-2万,杭州-钱塘,3-5年,本科,Sql,中安润微科技上海,http://jobs.zhaopin.com/CCL1476042980J40508587210.htm?refcode=4019&srccode=401901&preactionid=58a7e9e1-bd4b-44bb-944c-e31e22879793
数据分析师,4千-5千,杭州-余杭,1年以下,大专,,郑州易宝软件科技有限公司,http://jobs.zhaopin.com/CC525176730J40512938308.htm?refcode=4019&srccode=401901&preactionid=58a7e9e1-bd4b-44bb-944c-e31e22879793
数据分析师-供应链,1万-1.7万,杭州-滨江,3-5年,本科,,山东华科信息技术有限公司,http://jobs.zhaopin.com/CC293762780J40500337502.htm?refcode=4019&srccode=401901&preactionid=58a7e9e1-bd4b-44bb-944c-e31e22879793
运营支持主管,9千-1.2万 · 14薪,杭州-萧山,1-3年,本科,经营数据分析、项目相关数据支持,贝壳找房科技有限公司,http://jobs.zhaopin.com/CC300255130J40590481515.htm?refcode=4019&srccode=401901&preactionid=58a7e9e1-bd4b-44bb-944c-e31e22879793
数据分析师,8千-1.6万,杭州-临平,1-3年,大专,Sql,杭州珠轩服饰有限公司,http://jobs.zhaopin.com/CC272883830J40512503703.htm?refcode=4019&srccode=401901&preactionid=58a7e9e1-bd4b-44bb-944c-e31e22879793
数据开发工程师,1.6万-1.8万 · 13薪,杭州-萧山,5-10年,本科,ETL开发、数仓开发、数据集市、Hive,维恩贝特科技有限公司,http://jobs.zhaopin.com/CC272648910J40499078408.htm?refcode=4019&srccode=401901&preactionid=58a7e9e1-bd4b-44bb-944c-e31e22879793
数据开发工程师,9千-1.8万,杭州-拱墅,3-5年,本科,数据采集、Teradata、Oracle、数据库,京北方,http://jobs.zhaopin.com/CC315847110J40160424707.htm?refcode=4019&srccode=401901&preactionid=58a7e9e1-bd4b-44bb-944c-e31e22879793
数据库运维工程师,6千-8千 · 13薪,杭州-上城,1-3年,大专,DATAWORKS、Java、Python、Oracle、ODPS,杭州久烁网络科技有限公司,http://jobs.zhaopin.com/CCL1246328260J40368076808.htm?refcode=4019&srccode=401901&preactionid=58a7e9e1-bd4b-44bb-944c-e31e22879793
项目运营-数据方向,8千-9千,杭州-西湖,1-3年,本科,EXCEL 熟练,外企德科,http://jobs.zhaopin.com/CC138117190J40506151405.htm?refcode=4019&srccode=401901&preactionid=58a7e9e1-bd4b-44bb-944c-e31e22879793
数据库技术支持,1万-1.8万,杭州-西湖,3-5年,大专,SQL、MySQL,中电金信软件有限公司,http://jobs.zhaopin.com/CC443657520J40512727809.htm?refcode=4019&srccode=401901&preactionid=58a7e9e1-bd4b-44bb-944c-e31e22879793
OTC数据分析专员(J12184),9千-1.5万,杭州-拱墅,经验不限,本科,数据治理、数据挖掘,沈阳三生制药有限责任公司,http://jobs.zhaopin.com/CC131932960J40552040512.htm?refcode=4019&srccode=401901&preactionid=58a7e9e1-bd4b-44bb-944c-e31e22879793
