职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
云开发工程师,1.8万-2.5万 · 14薪,杭州-滨江,5-10年,本科,云计算运维、Python、Shell、Nginx、K8s,中控技术股份有限公司,http://jobs.zhaopin.com/CC191024010J40496799616.htm?refcode=4019&srccode=401901&preactionid=ee09f05c-421c-4dc6-bf3b-07984183edfb
高级生信工程师,1.2万-2万 · 13薪,杭州-西湖,1-3年,硕士,R语言、Python、基因组重测序、表观遗传分析、Linux、NGS、UCSC、基因测序,杭州开泰生物技术有限公司,http://jobs.zhaopin.com/CC162275610J40429534303.htm?refcode=4019&srccode=401901&preactionid=ee09f05c-421c-4dc6-bf3b-07984183edfb
测试工程师,1.2万-2.4万 · 14薪,杭州-滨江,经验不限,本科,Java、Python、测试开发、自动化测试、接口自动化测试、功能测试、性能测试、web端测试,外企德科,http://jobs.zhaopin.com/CC138117190J40409234205.htm?refcode=4019&srccode=401901&preactionid=ee09f05c-421c-4dc6-bf3b-07984183edfb
中高级 杭州测试 (行政数字化) AI面试,1.5万-1.7万,杭州-滨江,5-10年,本科,SQL、Shell、Python、Linux、Oracle、MySQL、UI自动化测试、测试开发,上海正诺信息科技有限公司,http://jobs.zhaopin.com/CC682919930J40527496807.htm?refcode=4019&srccode=401901&preactionid=ee09f05c-421c-4dc6-bf3b-07984183edfb
资深网络安全工程师,2万-3万,杭州-余杭,5-10年,硕士,数据安全、云安全、系统安全、HTTP、AWVS、Unix、Linux、Python、Golang、CCNA、CCNP,浙江希优信息科技有限公司,http://jobs.zhaopin.com/CC219838730J40555733014.htm?refcode=4019&srccode=401901&preactionid=ee09f05c-421c-4dc6-bf3b-07984183edfb
测试工程师,1.5万-3万 · 16薪,杭州-滨江,1-3年,本科,Java、Python、Shell、Windows、Linux、测试开发、自动化测试、接口自动化测试,外企德科,http://jobs.zhaopin.com/CC138117190J40415938305.htm?refcode=4019&srccode=401901&preactionid=ee09f05c-421c-4dc6-bf3b-07984183edfb
网络工程师,5千-8千 · 13薪,杭州-拱墅,1-3年,大专,故障处理、路由器配置、Windows、Linux、MySQL、SQL Server、PHP PYTHON、网络规划设计,医朴医疗技术(杭州)有限公司,http://jobs.zhaopin.com/CC886380540J40346560912.htm?refcode=4019&srccode=401901&preactionid=ee09f05c-421c-4dc6-bf3b-07984183edfb
自动化测试,9千-1.8万,杭州,1-3年,本科,Java、自动化测试、Python,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544466J00048675009.htm?refcode=4019&srccode=401901&preactionid=ee09f05c-421c-4dc6-bf3b-07984183edfb
软件开发工程师,1.3万-2.6万 · 14薪,杭州-滨江,经验不限,本科,Java、后端开发、HTML、Python、PostgreSQL、C++、C、SpringBoot,外企德科,http://jobs.zhaopin.com/CC138117190J40397885005.htm?refcode=4019&srccode=401901&preactionid=ee09f05c-421c-4dc6-bf3b-07984183edfb
自动化测试工程师,1.2万-1.8万,杭州-滨江,3-5年,本科,Windows、Linux、Oracle、MySQL、Python,金锐软件技术(杭州)有限公司,http://jobs.zhaopin.com/CCL1241563750J40414503911.htm?refcode=4019&srccode=401901&preactionid=ee09f05c-421c-4dc6-bf3b-07984183edfb
