职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
软件测试工程师,面议,杭州-滨江,1-3年,本科,性能测试、压力测试、Python、数通产品、交换机、路由器,浙江大华,http://jobs.zhaopin.com/CC145470510J40544698314.htm?refcode=4019&srccode=401901&preactionid=3ee41cd0-3266-49b4-ba9b-2e66d04639c0
测试工程师/包三餐下午茶互联网大厂,1.3万-1.5万,杭州-余杭,3-5年,本科,自动化测试、功能测试、性能测试、Python、Java、C、Postman、Selenium、Fiddler,慧博云通科技股份有限公司,http://jobs.zhaopin.com/CCL1254757260J40510685205.htm?refcode=4019&srccode=401901&preactionid=3ee41cd0-3266-49b4-ba9b-2e66d04639c0
交易系统工程师,150-200/天,杭州-上城,无经验,本科,Python、Linux,杭州弈宸私募基金管理有限公司,http://jobs.zhaopin.com/CC484336530J40496449216.htm?refcode=4019&srccode=401901&preactionid=3ee41cd0-3266-49b4-ba9b-2e66d04639c0
音频算法工程师,1.5万-3万 · 13薪,杭州-余杭,3-5年,本科,语音处理、Python、Java,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40492520116.htm?refcode=4019&srccode=401901&preactionid=3ee41cd0-3266-49b4-ba9b-2e66d04639c0
测试开发工程师,3万-4.5万 · 16薪,杭州-余杭,5-10年,本科,Java、Python、Shell、Linux,安徽仝卓企业管理有限公司,http://jobs.zhaopin.com/CCL1437637730J40512583905.htm?refcode=4019&srccode=401901&preactionid=3ee41cd0-3266-49b4-ba9b-2e66d04639c0
中级GO开发工程师,1.7万-2.6万,杭州-西湖,3-5年,本科,C++、Python、软件项目、计算机相关专业,杭州云栖智慧视通科技有限公司,http://jobs.zhaopin.com/CCL1242155240J40497689911.htm?refcode=4019&srccode=401901&preactionid=3ee41cd0-3266-49b4-ba9b-2e66d04639c0
云运维/云技术支持,1.1万-1.5万,杭州-西湖,3-5年,大专,Shell、Python,润和软件,http://jobs.zhaopin.com/CC171774410J40546573614.htm?refcode=4019&srccode=401901&preactionid=3ee41cd0-3266-49b4-ba9b-2e66d04639c0
移动端测试,9千-1.2万,杭州-余杭,3-5年,本科,Java、Python,易宝软件科技(南京)有限公司,http://jobs.zhaopin.com/CC509286380J40495661006.htm?refcode=4019&srccode=401901&preactionid=3ee41cd0-3266-49b4-ba9b-2e66d04639c0
图像算法工程师,2万-3万,杭州-上城,1-3年,硕士,C++、Python、智慧医疗,无锡艾尔诺生物技术有限公司,http://jobs.zhaopin.com/CC481809420J40532080601.htm?refcode=4019&srccode=401901&preactionid=3ee41cd0-3266-49b4-ba9b-2e66d04639c0
高级java开发工程师/架构师,1.6万-1.9万,杭州-滨江,5-10年,本科,Python、Spring、Mybatis、MySQL、B端建模,上海澜码信息技术有限公司,http://jobs.zhaopin.com/CCL1465327550J40588827715.htm?refcode=4019&srccode=401901&preactionid=3ee41cd0-3266-49b4-ba9b-2e66d04639c0
测试工程师 杭州,1.2万-2万 · 13薪,杭州-滨江,3-5年,本科,软件测试、Selenium、Appium、Postman、Python,北京联龙博通电子商务技术有限公司,http://jobs.zhaopin.com/CC120407450J40488039807.htm?refcode=4019&srccode=401901&preactionid=3ee41cd0-3266-49b4-ba9b-2e66d04639c0
图像识别项目主管,3万-5万,杭州-上城,3-5年,硕士,C++、Python、智慧医疗,无锡艾尔诺生物技术有限公司,http://jobs.zhaopin.com/CC481809420J40532078001.htm?refcode=4019&srccode=401901&preactionid=3ee41cd0-3266-49b4-ba9b-2e66d04639c0
高级生信分析师,1万-1.6万 · 13薪,杭州-西湖,经验不限,硕士,R语言、Python、基因组重测序、表观遗传分析、Linux、NGS、UCSC、基因测序,杭州开泰生物技术有限公司,http://jobs.zhaopin.com/CC162275610J40240809603.htm?refcode=4019&srccode=401901&preactionid=3ee41cd0-3266-49b4-ba9b-2e66d04639c0
Golang开发工程师,1.5万-2.5万,杭州-余杭,3-5年,本科,Python、GO,国信蓝桥教育科技股份有限公司,http://jobs.zhaopin.com/CCL1365199150J40337562915.htm?refcode=4019&srccode=401901&preactionid=3ee41cd0-3266-49b4-ba9b-2e66d04639c0
安卓软件测试工程师,面议,杭州-滨江,3-5年,本科,Java、Python、手机测试、ANDROID APP 测试、LINUX 系统,浙江大华,http://jobs.zhaopin.com/CC145470510J40544064614.htm?refcode=4019&srccode=401901&preactionid=3ee41cd0-3266-49b4-ba9b-2e66d04639c0
软件开发工程师,1.4万-2.8万,杭州-滨江,经验不限,本科,C++、C、Python,外企德科,http://jobs.zhaopin.com/CC138117190J40511324005.htm?refcode=4019&srccode=401901&preactionid=3ee41cd0-3266-49b4-ba9b-2e66d04639c0
c/c++软件开发工程师,面议,杭州-滨江,经验不限,本科,C语言、C++、Python、Linux、后端开发、Golang、服务器端开发、STL,华为技术有限公司,http://jobs.zhaopin.com/CC000542940J40424914414.htm?refcode=4019&srccode=401901&preactionid=3ee41cd0-3266-49b4-ba9b-2e66d04639c0
机器视觉算法工程师,1.8万-3万 · 14薪,杭州-余杭,3-5年,本科,视觉图像算法、图像检测识别、图像处理、C/C++、Python,北京知存科技有限公司,http://jobs.zhaopin.com/CC581607530J40368265207.htm?refcode=4019&srccode=401901&preactionid=3ee41cd0-3266-49b4-ba9b-2e66d04639c0
前后端开发、测试、算法、大数据开发、数据分析岗位,1.7万-3万 · 14薪,杭州-滨江,经验不限,本科,C、Python、Java、Linux开发、WebGL,外企德科,http://jobs.zhaopin.com/CC138117190J40413635505.htm?refcode=4019&srccode=401901&preactionid=3ee41cd0-3266-49b4-ba9b-2e66d04639c0
系统架构师,1.8万-2.6万,杭州-滨江,3-5年,本科,Java、Python、SQL、微服务架构、算法基础、数据结构、Vue、SpringBoot、Spring,上海缔梧文化传媒有限公司,http://jobs.zhaopin.com/CC701944180J40521149008.htm?refcode=4019&srccode=401901&preactionid=3ee41cd0-3266-49b4-ba9b-2e66d04639c0
