职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
数据采集分析工程师,1.5万-3万,杭州-滨江,1-3年,本科,Python、SQL、Java、GO、分布式爬虫、数据爬虫,河南爱收入科技有限公司杭州分公司,http://jobs.zhaopin.com/CCL1472368380J40485069116.htm?refcode=4019&srccode=401901&preactionid=352b001d-7951-4e35-a8cd-0f8c953742e5
中国移动正式员工-数据分析师,1.5万-3万,杭州-上城,3-5年,本科,数据治理、Sql、Python、R语言,浙江外服人力资源服务有限公司,http://jobs.zhaopin.com/CC559618430J40499361302.htm?refcode=4019&srccode=401901&preactionid=352b001d-7951-4e35-a8cd-0f8c953742e5
研发岗（C++/java/JS/Python//Go/测试）等,1.5万-3万,杭州-滨江,经验不限,本科,C++、C语言、C#,外企德科,http://jobs.zhaopin.com/CC138117190J40426976105.htm?refcode=4019&srccode=401901&preactionid=352b001d-7951-4e35-a8cd-0f8c953742e5
Python后端开发实习生,160-180/天,杭州-上城,无经验,本科,Python,浙江省通信产业服务有限公司,http://jobs.zhaopin.com/CC207146310J40512479710.htm?refcode=4019&srccode=401901&preactionid=352b001d-7951-4e35-a8cd-0f8c953742e5
数据库开发+北京/杭州/南宁/太原/深圳/天津/合肥/济南,1万-2万 · 14薪,杭州-余杭,经验不限,本科,Oracle、MySQL、HBase、SQL Server、Hadoop、Hive、Java、Python、Shell,思特奇,http://jobs.zhaopin.com/CC120747250J40470377111.htm?refcode=4019&srccode=401901&preactionid=352b001d-7951-4e35-a8cd-0f8c953742e5
开发/运维/JAVA/Python/C/C++/测试,1.6万-3万 · 16薪,杭州-滨江,经验不限,本科,Java、Python、React Native、MVC开发、微服务框架、JavaScript、web前端,外企德科,http://jobs.zhaopin.com/CC138117190J40289105105.htm?refcode=4019&srccode=401901&preactionid=352b001d-7951-4e35-a8cd-0f8c953742e5
python-测试开发74,8千-1万 · 13薪,杭州-滨江,1-3年,本科,Django、Flask,武汉讯锡云科技有限公司,http://jobs.zhaopin.com/CC566069530J40512521305.htm?refcode=4019&srccode=401901&preactionid=352b001d-7951-4e35-a8cd-0f8c953742e5
数据库开发工程师,1万-1.5万 · 14薪,杭州-西湖,1-3年,本科,SQL、数仓,思特奇,http://jobs.zhaopin.com/CC120747250J40469403111.htm?refcode=4019&srccode=401901&preactionid=352b001d-7951-4e35-a8cd-0f8c953742e5
ETL开发岗,1.5万-2.5万 · 15薪,杭州-上城,1-3年,本科,MySQL、Python,大地期货有限公司,http://jobs.zhaopin.com/CC163471810J40575394015.htm?refcode=4019&srccode=401901&preactionid=352b001d-7951-4e35-a8cd-0f8c953742e5
数据分析工程师（杭州）,1万-1.5万 · 15薪,杭州-西湖,1-3年,硕士,Python、MATLAB、环保、大气、臭氧、颗粒物,无锡中科光电技术有限公司,http://jobs.zhaopin.com/CC470818610J40380378102.htm?refcode=4019&srccode=401901&preactionid=352b001d-7951-4e35-a8cd-0f8c953742e5
Python测试工程师,1.5万-3万 · 14薪,杭州-滨江,经验不限,本科,Python、机器学习、深度学习、Java、C++、Django、Qt Creator、多线程,外企德科,http://jobs.zhaopin.com/CC138117190J40418146505.htm?refcode=4019&srccode=401901&preactionid=352b001d-7951-4e35-a8cd-0f8c953742e5
Python开发工程师,1.5万-2.5万,杭州-余杭,3-5年,本科,Python、Go,国信蓝桥教育科技股份有限公司,http://jobs.zhaopin.com/CCL1365199150J40351239515.htm?refcode=4019&srccode=401901&preactionid=352b001d-7951-4e35-a8cd-0f8c953742e5
软件测试工程师（六险一金）,9千-1万,杭州-余杭,经验不限,本科,自动化测试、Python、Java,郑州易宝软件科技有限公司,http://jobs.zhaopin.com/CC525176730J40509786008.htm?refcode=4019&srccode=401901&preactionid=352b001d-7951-4e35-a8cd-0f8c953742e5
财务数据分析,8千-1.2万,杭州,1-3年,大专,Tableau、Power BI、商业数据分析、财务数据分析、销售数据分析、运营数据分析、Python、SQL,东莞市黄沙电子科技有限公司,http://jobs.zhaopin.com/CC217802330J40426721210.htm?refcode=4019&srccode=401901&preactionid=352b001d-7951-4e35-a8cd-0f8c953742e5
资深Python开发工程师,1.5万-3万,杭州-西湖,3-5年,本科,MySQL、Redis、Flask、Django、Python、CloudStack,云途(杭州)智能科技有限公司,http://jobs.zhaopin.com/CCL1227202590J40498555702.htm?refcode=4019&srccode=401901&preactionid=352b001d-7951-4e35-a8cd-0f8c953742e5
高级后端开发工程师（C/C++/java/Python/GO） 全额六险一金 试用期不打折,2.8万-4万 · 16薪,杭州-滨江,5-10年,本科,后端开发、Java、Python、C++、SpringBoot、SpringCloud、分布式技术,外企德科,http://jobs.zhaopin.com/CC138117190J40330566105.htm?refcode=4019&srccode=401901&preactionid=352b001d-7951-4e35-a8cd-0f8c953742e5
