职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
生产管理储备干部,5千-7千,台州-临海市,经验不限,本科,,伟星股份,http://jobs.zhaopin.com/CC173330310J40462217802.htm?refcode=4019&srccode=401901&preactionid=7383b4bb-5c5d-4d71-af5a-cd02732cb3a2
人事专员,3千-5千,台州-临海市,无经验,学历不限,企业文化、人事培训,湖北明和规划设计有限公司,http://jobs.zhaopin.com/CCL1476640540J40488950116.htm?refcode=4019&srccode=401901&preactionid=7383b4bb-5c5d-4d71-af5a-cd02732cb3a2
虫害消杀员-台州-外企福利好,5千-6千,台州-椒江区,经验不限,中专/中技,,能多洁(中国)环境科技有限公司,http://jobs.zhaopin.com/CC202660630J40489107604.htm?refcode=4019&srccode=401901&preactionid=7383b4bb-5c5d-4d71-af5a-cd02732cb3a2
移动国企+五点半下班+双休文职坐班,4千-7千,台州-椒江区,经验不限,学历不限,全白班,博岳通信,http://jobs.zhaopin.com/CC351377410J40533140601.htm?refcode=4019&srccode=401901&preactionid=7383b4bb-5c5d-4d71-af5a-cd02732cb3a2
研发分析工程师,5千-1万,台州-椒江区,经验不限,本科,化学实验分析、研发,浙江海正药业股份有限公司,http://jobs.zhaopin.com/CC120058930J40124828710.htm?refcode=4019&srccode=401901&preactionid=7383b4bb-5c5d-4d71-af5a-cd02732cb3a2
质量管理员（QA),5千-1万 · 14薪,台州,经验不限,本科,药品QA,华海药业,http://jobs.zhaopin.com/CC120070020J40286988006.htm?refcode=4019&srccode=401901&preactionid=7383b4bb-5c5d-4d71-af5a-cd02732cb3a2
人事专员,5千-1万,台州-椒江区,经验不限,本科,综合人力部门,方远建设集团股份有限公司,http://jobs.zhaopin.com/CC153694110J40504616414.htm?refcode=4019&srccode=401901&preactionid=7383b4bb-5c5d-4d71-af5a-cd02732cb3a2
优衣库实习生温岭银泰城店,20元/时,台州-温岭市,经验不限,高中,,优衣库,http://jobs.zhaopin.com/CC153740610J40544361612.htm?refcode=4019&srccode=401901&preactionid=7383b4bb-5c5d-4d71-af5a-cd02732cb3a2
机械助理工程师,5千-6千 · 13薪,台州-三门县,无经验,本科,SolidWorks、非标自动化结构设计,巨力敖轩科技(浙江)有限公司,http://jobs.zhaopin.com/CCL1255966620J40414697314.htm?refcode=4019&srccode=401901&preactionid=7383b4bb-5c5d-4d71-af5a-cd02732cb3a2
科研人员,8千-1.3万,台州-椒江区,经验不限,本科,,方远建设集团股份有限公司,http://jobs.zhaopin.com/CC153694110J40534377714.htm?refcode=4019&srccode=401901&preactionid=7383b4bb-5c5d-4d71-af5a-cd02732cb3a2
包装设计助理工程师（毕业生）,4千-6千,台州-玉环市,无经验,大专,,台州泓品洁具有限公司,http://jobs.zhaopin.com/CCL1471673030J40516496509.htm?refcode=4019&srccode=401901&preactionid=7383b4bb-5c5d-4d71-af5a-cd02732cb3a2
机械工程师,9千-1.8万,台州-临海市,1-3年,硕士,机械研发、AutoCAD、UG、非标件、智能装备、伺服系统、非标自动化系统、机械设备,伟星股份,http://jobs.zhaopin.com/CC173330310J40252518602.htm?refcode=4019&srccode=401901&preactionid=7383b4bb-5c5d-4d71-af5a-cd02732cb3a2
财务实习生,150-200/天,台州-椒江区,无经验,大专,,方远建设集团股份有限公司,http://jobs.zhaopin.com/CC153694110J40559895114.htm?refcode=4019&srccode=401901&preactionid=7383b4bb-5c5d-4d71-af5a-cd02732cb3a2
审计实习生,30-70/天,台州-椒江区,无经验,大专,内部审计、财务审计、离职审计、项目审计、专项审计、政府审计,浙江中永中天会计师事务所有限公司,http://jobs.zhaopin.com/CCL1436361170J40328264909.htm?refcode=4019&srccode=401901&preactionid=7383b4bb-5c5d-4d71-af5a-cd02732cb3a2
新能源厂330一天包吃住,7千-9千 · 14薪,台州-椒江区,无经验,学历不限,包装工、组装工、检验员,塞威斯企业管理咨询,http://jobs.zhaopin.com/CCL1419474850J40498877802.htm?refcode=4019&srccode=401901&preactionid=7383b4bb-5c5d-4d71-af5a-cd02732cb3a2
科研专员,8千-1.3万,台州-椒江区,经验不限,硕士,,方远建设集团股份有限公司,http://jobs.zhaopin.com/CC153694110J40534376414.htm?refcode=4019&srccode=401901&preactionid=7383b4bb-5c5d-4d71-af5a-cd02732cb3a2
综合柜员（临海、天台、仙居）,面议,台州,经验不限,大专,综合业务,台州银行,http://jobs.zhaopin.com/CC148712369J00179940205.htm?refcode=4019&srccode=401901&preactionid=7383b4bb-5c5d-4d71-af5a-cd02732cb3a2
电气助理工程师,5千-6千 · 13薪,台州-三门县,无经验,本科,非标设备、PLC系统、电气自动化设计、PLC程序设计,巨力敖轩科技(浙江)有限公司,http://jobs.zhaopin.com/CCL1255966620J40417310514.htm?refcode=4019&srccode=401901&preactionid=7383b4bb-5c5d-4d71-af5a-cd02732cb3a2
台州海底捞服务员门迎后厨包吃住就近安排,5千-8千,台州-椒江区,经验不限,学历不限,包吃包住、五险一金、法定节假日三薪、带薪年假、就近分配,简阳市海捞餐饮管理有限公司开封第一分公司,http://jobs.zhaopin.com/CCL1231808280J40501045816.htm?refcode=4019&srccode=401901&preactionid=7383b4bb-5c5d-4d71-af5a-cd02732cb3a2
薪酬绩效专员,8千-1.1万,台州-临海市,1-3年,本科,,浙江伟星新型建材股份有限公司,http://jobs.zhaopin.com/CC190544810J40487772116.htm?refcode=4019&srccode=401901&preactionid=7383b4bb-5c5d-4d71-af5a-cd02732cb3a2
