职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
通信网络数据分析经理,1.5万-2.5万,杭州-滨江,1-3年,本科,,浙江银河通信技术有限公司,http://jobs.zhaopin.com/CC148572600J40538910012.htm?refcode=4019&srccode=401901&preactionid=89dab995-4b98-4cbd-8c6f-3e392249066a
电商BI数据分析-中高级多边形战士【观远数据】,1.5万-3万,杭州-余杭,3-5年,本科,SQL、数据分析/挖掘经验、电商/零售行业、泛零售、鞋服、餐饮行业、电商方向候选人BASE杭州总部,深圳南区人瑞人力资源服务有限公司,http://jobs.zhaopin.com/CCL1289361510J40495844101.htm?refcode=4019&srccode=401901&preactionid=89dab995-4b98-4cbd-8c6f-3e392249066a
开发（不限语言）/大数据/安全,1.5万-3万 · 15薪,杭州-滨江,无经验,本科,MySQL,外企德科,http://jobs.zhaopin.com/CC138117190J40511731105.htm?refcode=4019&srccode=401901&preactionid=89dab995-4b98-4cbd-8c6f-3e392249066a
财险浙江-业务管理部-经营分析岗,6千-8千,杭州-上城,1-3年,本科,Python、Java、SQL、商业数据分析、销售数据分析、金融数据分析、行业分析,太平财产保险有限公司浙江分公司,http://jobs.zhaopin.com/CC366243110J40447563203.htm?refcode=4019&srccode=401901&preactionid=89dab995-4b98-4cbd-8c6f-3e392249066a
数据分析专员,8千-1万,杭州-滨江,1-3年,本科,熟练使用EXCEL函数、数据敏感、可以根据数据分析结果优化方案,北京悟空出行科技有限公司,http://jobs.zhaopin.com/CC454895830J40586556515.htm?refcode=4019&srccode=401901&preactionid=89dab995-4b98-4cbd-8c6f-3e392249066a
数据分析师,4.5万-8.5万 · 14薪,杭州-滨江,1-3年,博士,,杭州聚齐科技有限公司,http://jobs.zhaopin.com/CC418415830J40593218715.htm?refcode=4019&srccode=401901&preactionid=89dab995-4b98-4cbd-8c6f-3e392249066a
数据分析实习生,150-200/天,杭州-余杭,无经验,本科,SPSS、Sql,杭州安步汽车科技集团有限公司,http://jobs.zhaopin.com/CC297213180J40476863813.htm?refcode=4019&srccode=401901&preactionid=89dab995-4b98-4cbd-8c6f-3e392249066a
数据分析师,1万-1.5万,杭州-上城,1-3年,本科,SQL、BI、SPSS、Python,杭州君远健康科技有限公司,http://jobs.zhaopin.com/CC309285280J40156725005.htm?refcode=4019&srccode=401901&preactionid=89dab995-4b98-4cbd-8c6f-3e392249066a
数据分析,1.2万-1.6万,杭州-滨江,3-5年,本科,供应链,山东华科信息技术有限公司,http://jobs.zhaopin.com/CC293762780J40500291402.htm?refcode=4019&srccode=401901&preactionid=89dab995-4b98-4cbd-8c6f-3e392249066a
SFE专员 (MJ000996),1万-1.5万,杭州-滨江,3-5年,本科,销售数据分析,诺辉健康,http://jobs.zhaopin.com/CC331964330J40441809312.htm?refcode=4019&srccode=401901&preactionid=89dab995-4b98-4cbd-8c6f-3e392249066a
