职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
Python开发工程师,1万-1.6万,宁波-鄞州,1-3年,本科,Python爬虫框架、数据分析、数据采集、数据库,宁波渠成集团有限公司,http://jobs.zhaopin.com/CC388690030J40424825702.htm?refcode=4019&srccode=401901&preactionid=cb325adc-eb6b-422a-98fb-9cb600071118
软件数据分析师,8千-1.5万,宁波-鄞州,1-3年,本科,Python、SQL、运营数据分析,宁波海尔欣光电科技有限公司,http://jobs.zhaopin.com/CC359961380J40507142709.htm?refcode=4019&srccode=401901&preactionid=cb325adc-eb6b-422a-98fb-9cb600071118
销售数据分析专员,6千-9千 · 13薪,宁波-鄞州,经验不限,本科,SQL、Python、R语言,宁波领拓沃供应链有限公司,http://jobs.zhaopin.com/CCL1293812770J40447818404.htm?refcode=4019&srccode=401901&preactionid=cb325adc-eb6b-422a-98fb-9cb600071118
政府单位驻点文员 五险一金,6千-8千,宁波-宁海,经验不限,大专,数据分析,浙江中通文博服务有限公司,http://jobs.zhaopin.com/CC456117420J40510140805.htm?refcode=4019&srccode=401901&preactionid=cb325adc-eb6b-422a-98fb-9cb600071118
AI机器学习工程师-医药领域经验,2万-4万,宁波-慈溪,经验不限,硕士,Java、Python、PyTorch、TensorFlow、生物信息、统计、计算生物学、数据分析,康龙化成,http://jobs.zhaopin.com/CC120543470J40486600815.htm?refcode=4019&srccode=401901&preactionid=cb325adc-eb6b-422a-98fb-9cb600071118
大数据客户经营部-营销策略岗（营销建模方向）,2万-3.5万,宁波-鄞州,3-5年,本科,,永赢金融租赁有限公司,http://jobs.zhaopin.com/CC237310130J40549063414.htm?refcode=4019&srccode=401901&preactionid=cb325adc-eb6b-422a-98fb-9cb600071118
经营分析岗,8千-1.5万,宁波-海曙,1-3年,本科,,宁波正立企业咨询服务有限公司,http://jobs.zhaopin.com/CC625423520J40580682615.htm?refcode=4019&srccode=401901&preactionid=cb325adc-eb6b-422a-98fb-9cb600071118
高级etl工程师/大数据工程师,1.5万-2万 · 13薪,宁波-江北,5-10年,本科,Kettle、Informatica、SQL,嘉仕软件江苏有限公司,http://jobs.zhaopin.com/CC595512520J40492653508.htm?refcode=4019&srccode=401901&preactionid=cb325adc-eb6b-422a-98fb-9cb600071118
互联网产品经理,1万-1.6万,宁波-鄞州,1-3年,本科,后台产品、中台产品、数据分析、产品设计、需求分析、产品规划、TO B、Axure,浙江联发创新电子科技有限公司,http://jobs.zhaopin.com/CC427961280J40426271309.htm?refcode=4019&srccode=401901&preactionid=cb325adc-eb6b-422a-98fb-9cb600071118
销售支持,6千-8千 · 13薪,宁波-鄞州,经验不限,本科,沟通表达能力较好,华润雪花,http://jobs.zhaopin.com/CC133030060J40496797006.htm?refcode=4019&srccode=401901&preactionid=cb325adc-eb6b-422a-98fb-9cb600071118
项目助理,8千-1.2万 · 13薪,宁波-海曙,1-3年,本科,,宁波正立企业咨询服务有限公司,http://jobs.zhaopin.com/CC625423520J40586203115.htm?refcode=4019&srccode=401901&preactionid=cb325adc-eb6b-422a-98fb-9cb600071118
化工行业研究员-J214749,8千-1.2万 · 15薪,宁波,经验不限,硕士,数据分析,日出实业集团有限公司,http://jobs.zhaopin.com/CC540416820J40303189616.htm?refcode=4019&srccode=401901&preactionid=cb325adc-eb6b-422a-98fb-9cb600071118
国际名品/奢侈品运营 (MJ016512),7千-1.2万,宁波-鄞州,经验不限,本科,英语、数据分析、商家运营、品类运营,杉杉商业集团有限公司,http://jobs.zhaopin.com/CCL1241802260J40513905310.htm?refcode=4019&srccode=401901&preactionid=cb325adc-eb6b-422a-98fb-9cb600071118
PC专员/实习生,6千-8千 · 14薪,宁波-鄞州,3-5年,大专,IT/互联网、制药/医疗,兰洋(宁波)科技有限公司,http://jobs.zhaopin.com/CCL1271331450J40414077903.htm?refcode=4019&srccode=401901&preactionid=cb325adc-eb6b-422a-98fb-9cb600071118
抖音运营,9千-1.2万,宁波-鄞州,3-5年,大专,抖店运营、抖音平台、数据分析、抖音直播,宁波渠成集团有限公司,http://jobs.zhaopin.com/CC388690030J40437427302.htm?refcode=4019&srccode=401901&preactionid=cb325adc-eb6b-422a-98fb-9cb600071118
战略规划主管,8千-1.2万 · 13薪,宁波-江北,1-3年,本科,数据分析、前期调研、财务、金融、项目规划、报告、发展战略规划、可行性建议,奥克斯集团,http://jobs.zhaopin.com/CC120230020J40495479006.htm?refcode=4019&srccode=401901&preactionid=cb325adc-eb6b-422a-98fb-9cb600071118
市场专员,7千-8千 · 13薪,宁波-鄞州,1-3年,本科,市场营销、市场策划、市场调研、数据分析,宁波宜胜照明有限公司,http://jobs.zhaopin.com/CC317546580J40493060010.htm?refcode=4019&srccode=401901&preactionid=cb325adc-eb6b-422a-98fb-9cb600071118
PR专员,9千-1.2万,宁波-鄞州,3-5年,大专,KOL、媒介专员、甲方经验、内容投放、数据分析、达人拓展,宁波渠成集团有限公司,http://jobs.zhaopin.com/CC388690030J40475643702.htm?refcode=4019&srccode=401901&preactionid=cb325adc-eb6b-422a-98fb-9cb600071118
产品经理,1.8万-2.3万,宁波-慈溪,5-10年,本科,产品营销、数据分析、项目管理,宁波禾隆新材料股份有限公司,http://jobs.zhaopin.com/CC656481630J40533931701.htm?refcode=4019&srccode=401901&preactionid=cb325adc-eb6b-422a-98fb-9cb600071118
市场专员,6千-8千 · 13薪,宁波-鄞州,1-3年,本科,市场战略规划、客户开发、海外市场营销、数据分析、英语作为工作语言,奥克斯集团,http://jobs.zhaopin.com/CC120230020J40491763206.htm?refcode=4019&srccode=401901&preactionid=cb325adc-eb6b-422a-98fb-9cb600071118
运营总监助理,1万-1.5万,宁波-鄞州,5-10年,本科,数据分析、整体运营、TO B,兰洋(宁波)科技有限公司,http://jobs.zhaopin.com/CCL1271331450J40353184103.htm?refcode=4019&srccode=401901&preactionid=cb325adc-eb6b-422a-98fb-9cb600071118
储备干部,6千-1万,宁波,经验不限,本科,英语六级、专四、跨境电商、外贸、市场营销、品牌推广、数据分析,宁波诺亚歌曼户外用品有限公司,http://jobs.zhaopin.com/CC534968730J40378205208.htm?refcode=4019&srccode=401901&preactionid=cb325adc-eb6b-422a-98fb-9cb600071118
运营经理/销售管理/连锁店运营,1万-1.5万,宁波-海曙,3-5年,大专,运营管理、市场营销、加盟管理、巡店管理、门店管理、业务培训、人员管理、岗位培训、数据分析、市场信息收集,浙江未来万家五金机电有限公司,http://jobs.zhaopin.com/CC443980210J40546161412.htm?refcode=4019&srccode=401901&preactionid=cb325adc-eb6b-422a-98fb-9cb600071118
商品计划专员,8千-1万,宁波-鄞州,1-3年,大专,商品计划、货品管理、供应链管理、数据分析,宁波渠成集团有限公司,http://jobs.zhaopin.com/CC388690030J40422248302.htm?refcode=4019&srccode=401901&preactionid=cb325adc-eb6b-422a-98fb-9cb600071118
设计院推广,8千-1万,宁波-鄞州,3-5年,本科,设计院上图、招投标、数据分析,东方雨虹,http://jobs.zhaopin.com/CC000447610J40585718815.htm?refcode=4019&srccode=401901&preactionid=cb325adc-eb6b-422a-98fb-9cb600071118
用户洞察经理,2万-3万,宁波-鄞州,5-10年,本科,消费者行为轨迹、PRESENTATION、数据分析、会员分析,浙江牧高笛户外用品有限公司,http://jobs.zhaopin.com/CC568726220J40497015306.htm?refcode=4019&srccode=401901&preactionid=cb325adc-eb6b-422a-98fb-9cb600071118
管理会计,面议,宁波-余姚,3-5年,本科,数据分析、管理会计,舜宇集团有限公司,http://jobs.zhaopin.com/CC141283490J40382776303.htm?refcode=4019&srccode=401901&preactionid=cb325adc-eb6b-422a-98fb-9cb600071118
媒介专员,9千-1.2万,宁波-鄞州,3-5年,大专,达人拓展、数据分析、媒介投放,宁波渠成集团有限公司,http://jobs.zhaopin.com/CC388690030J40475641602.htm?refcode=4019&srccode=401901&preactionid=cb325adc-eb6b-422a-98fb-9cb600071118
跨境电商产品开发经理（宁波）,7千-1万,宁波-鄞州,1-3年,大专,海外产品、商业产品、需求分析、TO C、产品/版本迭代、数据分析,天津乐蜂科技有限公司,http://jobs.zhaopin.com/CCL1345272310J40431558308.htm?refcode=4019&srccode=401901&preactionid=cb325adc-eb6b-422a-98fb-9cb600071118
市场策划专员,6千-8千,宁波,1-3年,大专,市场策划、数据分析、品牌营销、方案策划、文案撰写、内容营销,余姚索普电子科技有限公司,http://jobs.zhaopin.com/CC199572622J00069739207.htm?refcode=4019&srccode=401901&preactionid=cb325adc-eb6b-422a-98fb-9cb600071118
