职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
数据分析师,5千-1万 · 13薪,宁波,经验不限,本科,Python,宁波米福软件有限公司,http://jobs.zhaopin.com/CC646016820J40426123316.htm?refcode=4019&srccode=401901&preactionid=97a438e5-fbc4-40c0-af5b-c354d8600f54
数据开发（DataWorks/宁波）,1.5万-1.7万,宁波-余姚,3-5年,本科,数据治理、ETL开发、数仓开发、数据建模、Python,上海兴岩信息科技有限公司,http://jobs.zhaopin.com/CC334558030J40524918714.htm?refcode=4019&srccode=401901&preactionid=97a438e5-fbc4-40c0-af5b-c354d8600f54
数据开发（数仓开发工程师）,1.2万-1.6万,宁波-慈溪,3-5年,本科,Spark、数仓开发、Hadoop、Hive、Kafka、数据管理、数据仓库,深圳市拓保软件有限公司,http://jobs.zhaopin.com/CC157088920J40324589616.htm?refcode=4019&srccode=401901&preactionid=97a438e5-fbc4-40c0-af5b-c354d8600f54
数据治理岗,1.5万-1.8万,宁波-鄞州,1-3年,本科,,宁波东海银行股份有限公司,http://jobs.zhaopin.com/CC446772120J40471854704.htm?refcode=4019&srccode=401901&preactionid=97a438e5-fbc4-40c0-af5b-c354d8600f54
库存数据分析专员,5千-8千 · 13薪,宁波-鄞州,经验不限,本科,SQL、Python、R语言、库存数据分析,宁波领拓沃供应链有限公司,http://jobs.zhaopin.com/CCL1293812770J40447822304.htm?refcode=4019&srccode=401901&preactionid=97a438e5-fbc4-40c0-af5b-c354d8600f54
数据运营,5千-9千,宁波-鄞州,1-3年,学历不限,,宁波事顺贸易有限责任公司,http://jobs.zhaopin.com/CCL1284458030J40491019610.htm?refcode=4019&srccode=401901&preactionid=97a438e5-fbc4-40c0-af5b-c354d8600f54
数据分析师,1万-2万 · 14薪,宁波-鄞州,1-3年,本科,Python、数据建模、Sql,博威合金,http://jobs.zhaopin.com/CC523879320J40519180707.htm?refcode=4019&srccode=401901&preactionid=97a438e5-fbc4-40c0-af5b-c354d8600f54
数据研发工程师,1.6万-3万,宁波-鄞州,1-3年,本科,MySQL,勤达科技,http://jobs.zhaopin.com/CC345252110J40459285204.htm?refcode=4019&srccode=401901&preactionid=97a438e5-fbc4-40c0-af5b-c354d8600f54
数据分析师,1.5万-2.5万 · 14薪,宁波-鄞州,1-3年,本科,,东莞世材国际人力资源咨询服务有限公司,http://jobs.zhaopin.com/CCL1295301100J40498663505.htm?refcode=4019&srccode=401901&preactionid=97a438e5-fbc4-40c0-af5b-c354d8600f54
应用研发岗（数据方向）,2万-3万,宁波-江北,3-5年,本科,Hadoop、Spark、ORACLE、MYSQL,宁波力易达人力资源服务有限公司,http://jobs.zhaopin.com/CCL1460298740J40514972910.htm?refcode=4019&srccode=401901&preactionid=97a438e5-fbc4-40c0-af5b-c354d8600f54
物流数据分析专员,5千-8千 · 13薪,宁波-鄞州,经验不限,本科,SQL、Python、R语言、物流数据分析,宁波领拓沃供应链有限公司,http://jobs.zhaopin.com/CCL1293812770J40447841204.htm?refcode=4019&srccode=401901&preactionid=97a438e5-fbc4-40c0-af5b-c354d8600f54
数据运营,5千-1万,宁波-鄞州,经验不限,学历不限,金融数据分析,宁波诗言网络服务有限公司,http://jobs.zhaopin.com/CCL1464430120J40539769314.htm?refcode=4019&srccode=401901&preactionid=97a438e5-fbc4-40c0-af5b-c354d8600f54
数据分析师,5千-8千 · 13薪,宁波-海曙,经验不限,本科,数据治理、数据挖掘,宁波正立企业咨询服务有限公司,http://jobs.zhaopin.com/CC625423520J40582921615.htm?refcode=4019&srccode=401901&preactionid=97a438e5-fbc4-40c0-af5b-c354d8600f54
数据分析师,2.5万-3.5万,宁波-鄞州,3-5年,本科,,杭州嘉才企业管理咨询有限公司,http://jobs.zhaopin.com/CC415907010J40498933503.htm?refcode=4019&srccode=401901&preactionid=97a438e5-fbc4-40c0-af5b-c354d8600f54
风控部-数据分析岗,2万-3.5万,宁波-江北,1-3年,本科,风险数据集市、风险特征框架设计、Sql、Python,宁波力易达人力资源服务有限公司,http://jobs.zhaopin.com/CCL1460298740J40503407610.htm?refcode=4019&srccode=401901&preactionid=97a438e5-fbc4-40c0-af5b-c354d8600f54
