职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
数据分析师（算法研究方向）,8千-1.2万元/月,杭州-钱塘,经验不限,本科,Python、R语言、MATLAB、机器学习、深度学习,杭州拓端数据科技有限公司,http://jobs.zhaopin.com/CC428769630J40503200401.htm?refcode=4019&srccode=401901&preactionid=f640478c-8ab7-492c-8501-89fcd9c08dd8
大数据开发工程师（杭州）(J10979),1万-1.5万,杭州-萧山,1-3年,本科,大数据开发、Hadoop、Spark、Flink、Hive、Kafka、Impala、Elasticsearch,先进数通,http://jobs.zhaopin.com/CC000432190J40262689816.htm?refcode=4019&srccode=401901&preactionid=f640478c-8ab7-492c-8501-89fcd9c08dd8
数据分析师助理,8千-1.6万 · 13薪,杭州-余杭,1-3年,本科,SQL、Python、Scala、SPSS,江西兴峰洋信息科技有限公司,http://jobs.zhaopin.com/CCL1464267660J40439247211.htm?refcode=4019&srccode=401901&preactionid=f640478c-8ab7-492c-8501-89fcd9c08dd8
浙江大学脑医学影像实验室数据分析岗招聘公告,8千-9千,杭州-上城,经验不限,本科,Python、MATLAB,浙江大学,http://jobs.zhaopin.com/CC199796410J40467144704.htm?refcode=4019&srccode=401901&preactionid=f640478c-8ab7-492c-8501-89fcd9c08dd8
数据分析师,1万-1.2万,杭州-滨江,经验不限,大专,数据挖掘、数据建模、数仓开发、Python、R语言、Sql,上海睿笙智镜科技有限公司,http://jobs.zhaopin.com/CCL1472228780J40479845104.htm?refcode=4019&srccode=401901&preactionid=f640478c-8ab7-492c-8501-89fcd9c08dd8
数据分析师,面议,杭州,经验不限,本科,Python、销售数据分析,杭州中美华东制药有限公司,http://jobs.zhaopin.com/CC198426920J40440471510.htm?refcode=4019&srccode=401901&preactionid=f640478c-8ab7-492c-8501-89fcd9c08dd8
数据开发工程师,1万-1.7万,杭州-滨江,1-3年,本科,Flink、Spark、hive,深圳市法本信息技术股份有限公司,http://jobs.zhaopin.com/CC385622410J40498001606.htm?refcode=4019&srccode=401901&preactionid=f640478c-8ab7-492c-8501-89fcd9c08dd8
急聘～数据分析员～双休，五险一金,8千-1万 · 14薪,杭州-拱墅,经验不限,本科,电商数据运营、行业数据分析、策略运营,上海古竹市场营销策划有限公司,http://jobs.zhaopin.com/CC828672760J40495780216.htm?refcode=4019&srccode=401901&preactionid=f640478c-8ab7-492c-8501-89fcd9c08dd8
数据开发（大数据方向）,1.5万-2.2万 · 13薪,杭州-西湖,3-5年,本科,数仓开发、数据建模、数据集市、数据运维、数据湖、实时数仓、数据中台、数据平台、ETL开发、报表开发、Java,百世物流,http://jobs.zhaopin.com/CC205908110J40457692904.htm?refcode=4019&srccode=401901&preactionid=f640478c-8ab7-492c-8501-89fcd9c08dd8
数据工程师,1.5万-2万,杭州-拱墅,3-5年,大专,DATAWORKS、SQL,阿尔泰克,http://jobs.zhaopin.com/CC140418100J40495153602.htm?refcode=4019&srccode=401901&preactionid=f640478c-8ab7-492c-8501-89fcd9c08dd8
数据开发工程师,1万-1.8万,杭州-上城,3-5年,本科,ETL,上海天正软件有限公司,http://jobs.zhaopin.com/CC565947520J40489230011.htm?refcode=4019&srccode=401901&preactionid=f640478c-8ab7-492c-8501-89fcd9c08dd8
数据分析助理（双休）,8千-1.5万,杭州,经验不限,本科,数据平台、数据采集,杭州烛名科技有限公司,http://jobs.zhaopin.com/CCL1467915280J40428320311.htm?refcode=4019&srccode=401901&preactionid=f640478c-8ab7-492c-8501-89fcd9c08dd8
bi数据分析师（数字园区+大厂+五险一金）,1.2万-1.6万 · 14薪,杭州-西湖,3-5年,本科,SQL、Python、excel、Power BI、商业数据分析、运营数据分析,外企德科,http://jobs.zhaopin.com/CC138117190J40506431405.htm?refcode=4019&srccode=401901&preactionid=f640478c-8ab7-492c-8501-89fcd9c08dd8
主数据管理专员(J11286),6千-8千 · 14薪,杭州-余杭,1-3年,本科,SAP,杭州认养一头牛生物科技有限公司,http://jobs.zhaopin.com/CC848413500J40461235913.htm?refcode=4019&srccode=401901&preactionid=f640478c-8ab7-492c-8501-89fcd9c08dd8
数据分析+管培生,1万-1.5万,杭州-拱墅,经验不限,本科,,江西星函企业管理有限公司,http://jobs.zhaopin.com/CCL1322411260J40437638911.htm?refcode=4019&srccode=401901&preactionid=f640478c-8ab7-492c-8501-89fcd9c08dd8
大数据开发工程师,1万-1.5万 · 13薪,杭州-滨江,1-3年,本科,数据建模,杭州三汇数字信息技术有限公司,http://jobs.zhaopin.com/CC120140130J40552547212.htm?refcode=4019&srccode=401901&preactionid=f640478c-8ab7-492c-8501-89fcd9c08dd8
数据分析与处理软件工程师,1.2万-2万,杭州-滨江,1-3年,本科,数据分析、遥感、聚类、深度学习、Python,杭州高谱成像技术有限公司,http://jobs.zhaopin.com/CC887878130J40215017106.htm?refcode=4019&srccode=401901&preactionid=f640478c-8ab7-492c-8501-89fcd9c08dd8
数据开发工程师-初中高级,1.1万-2万,杭州-拱墅,1-3年,本科,数仓开发,凯美瑞德(苏州)信息科技股份有限公司,http://jobs.zhaopin.com/CC615984520J40449619116.htm?refcode=4019&srccode=401901&preactionid=f640478c-8ab7-492c-8501-89fcd9c08dd8
数据专员（双休）,9千-1.6万,杭州,经验不限,本科,行业分析,杭州烛名科技有限公司,http://jobs.zhaopin.com/CCL1467915280J40428316511.htm?refcode=4019&srccode=401901&preactionid=f640478c-8ab7-492c-8501-89fcd9c08dd8
python数据分析师,1.5万-2万,杭州-临平,3-5年,本科,Python、MYSQL，NAVICAT,杭州熵运数据科技有限公司,http://jobs.zhaopin.com/CCL1408006890J40499186906.htm?refcode=4019&srccode=401901&preactionid=f640478c-8ab7-492c-8501-89fcd9c08dd8
2024届星乘管培生（数据）,8千-1万 · 15薪,杭州-西湖,经验不限,本科,Python、SQL、商业数据分析、运营数据分析、销售数据分析、财务数据分析,中国平安财产保险股份有限公司浙江分公司,http://jobs.zhaopin.com/CC151805410J40476774413.htm?refcode=4019&srccode=401901&preactionid=f640478c-8ab7-492c-8501-89fcd9c08dd8
数据开发（滨江区）,1.4万-1.6万,杭州-滨江,经验不限,大专,ETL开发、数仓开发、数据建模、报表开发、实时数仓、Hadoop、Hive、Spark、Flink、SQL、数据开发,博彦科技,http://jobs.zhaopin.com/CC000163970J40471880103.htm?refcode=4019&srccode=401901&preactionid=f640478c-8ab7-492c-8501-89fcd9c08dd8
大数据开发工程师,1.5万-2.5万,杭州-西湖,3-5年,本科,SQL、Hadoop、数据平台、Java、Shell、Spark、Flink,杭州中港科技有限公司,http://jobs.zhaopin.com/CC660549420J40219268905.htm?refcode=4019&srccode=401901&preactionid=f640478c-8ab7-492c-8501-89fcd9c08dd8
数据开发工程师,1万-1.5万,杭州-上城,3-5年,本科,DB2、数据库、Oracle、SQL、Java,北京银丰新融科技开发有限公司,http://jobs.zhaopin.com/CC121069040J40209589313.htm?refcode=4019&srccode=401901&preactionid=f640478c-8ab7-492c-8501-89fcd9c08dd8
数据工程师,1万-1.5万,杭州-拱墅,3-5年,大专,SQL、DATAWORKS、保险行业,阿尔泰克,http://jobs.zhaopin.com/CC140418100J40495183602.htm?refcode=4019&srccode=401901&preactionid=f640478c-8ab7-492c-8501-89fcd9c08dd8
数据开发工程师【线上面试+双休】,1.2万-1.9万,杭州-上城,3-5年,本科,报表开发、ETL开发、数据建模、Hive、Oracle、ODPS,上海晨钦信息科技服务有限公司,http://jobs.zhaopin.com/CCL1343356340J40406011212.htm?refcode=4019&srccode=401901&preactionid=f640478c-8ab7-492c-8501-89fcd9c08dd8
数据统计员,8千-1万,杭州-滨江,经验不限,大专,数据,浙江合尔珀生物科技有限公司,http://jobs.zhaopin.com/CCL1372241830J40541936301.htm?refcode=4019&srccode=401901&preactionid=f640478c-8ab7-492c-8501-89fcd9c08dd8
新能源数字-数据分析师,1.3万-2.6万,杭州-滨江,3-5年,本科,运营数据分析、销售数据分析、行业分析,中安润微科技上海,http://jobs.zhaopin.com/CCL1476042980J40515774910.htm?refcode=4019&srccode=401901&preactionid=f640478c-8ab7-492c-8501-89fcd9c08dd8
数据治理（实习岗）,9千-1.3万,杭州-上城,无经验,本科,数据治理,浙江省公众信息产业有限公司,http://jobs.zhaopin.com/CC147451160J40494190511.htm?refcode=4019&srccode=401901&preactionid=f640478c-8ab7-492c-8501-89fcd9c08dd8
数据分析助理（会加班）,8千-9千 · 13薪,杭州-上城,1-3年,本科,商业数据分析、运营数据分析、销售数据分析、金融数据分析,广州艾佳伟粤科技有限公司,http://jobs.zhaopin.com/CCL1469362360J40482584502.htm?refcode=4019&srccode=401901&preactionid=f640478c-8ab7-492c-8501-89fcd9c08dd8
