职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
科技岗（社招）,1.7万-2.3万,宁波-鄞州,3-5年,本科,数据建模、Java、C语言、银行,鄞州银行,http://jobs.zhaopin.com/CC468807780J40529020207.htm?refcode=4019&srccode=401901&preactionid=654f2c97-72bb-4bcc-8599-55cc72191024
大数据客户经营部-营销策略岗（营销建模方向）,2万-3.5万,宁波-鄞州,3-5年,本科,,永赢金融租赁有限公司,http://jobs.zhaopin.com/CC237310130J40549063414.htm?refcode=4019&srccode=401901&preactionid=654f2c97-72bb-4bcc-8599-55cc72191024
BI,1.5万-2.5万 · 16薪,宁波-鄞州,1-3年,本科,数据仓库、数据挖掘、SQL,乐歌股份,http://jobs.zhaopin.com/CC353365010J40498533505.htm?refcode=4019&srccode=401901&preactionid=654f2c97-72bb-4bcc-8599-55cc72191024
数据采集工程师,1.5万-1.8万,宁波-鄞州,3-5年,本科,SCADA,博威合金,http://jobs.zhaopin.com/CC523879320J40532276507.htm?refcode=4019&srccode=401901&preactionid=654f2c97-72bb-4bcc-8599-55cc72191024
大数据ETL工程师,1万-1.5万,宁波,3-5年,本科,Kettle、HANA、Hadoop、Hive、Impala,嘉仕软件江苏有限公司,http://jobs.zhaopin.com/CC595512520J40455870008.htm?refcode=4019&srccode=401901&preactionid=654f2c97-72bb-4bcc-8599-55cc72191024
商业数据分析师,1.2万-1.3万,宁波-鄞州,经验不限,本科,电商、数学/统计学专业,宁波萌牙家科技有限公司,http://jobs.zhaopin.com/CC865780060J40432308204.htm?refcode=4019&srccode=401901&preactionid=654f2c97-72bb-4bcc-8599-55cc72191024
大数据测试（线上面试）,1.2万-1.4万,宁波-余姚,3-5年,本科,自动化测试、Java、Python、C、Postman,上海兴岩信息科技有限公司,http://jobs.zhaopin.com/CC334558030J40549004814.htm?refcode=4019&srccode=401901&preactionid=654f2c97-72bb-4bcc-8599-55cc72191024
高级etl工程师/大数据工程师,1.5万-2万 · 13薪,宁波-江北,5-10年,本科,Kettle、Informatica、SQL,嘉仕软件江苏有限公司,http://jobs.zhaopin.com/CC595512520J40492653508.htm?refcode=4019&srccode=401901&preactionid=654f2c97-72bb-4bcc-8599-55cc72191024
商业数据分析师（宁波）,1.2万-1.5万,宁波-鄞州,经验不限,本科,数学/统计学专业、电商类产品、分析报告撰写、账号分析,宁波萌牙家科技有限公司,http://jobs.zhaopin.com/CC865780060J40487326304.htm?refcode=4019&srccode=401901&preactionid=654f2c97-72bb-4bcc-8599-55cc72191024
大数据模型风控部-反欺诈专员,2万-3.5万,宁波-鄞州,1-3年,本科,金融反欺诈、营销反欺诈、交易风控、流量反欺诈、风控建模,永赢金融租赁有限公司,http://jobs.zhaopin.com/CC237310130J40546418014.htm?refcode=4019&srccode=401901&preactionid=654f2c97-72bb-4bcc-8599-55cc72191024
金融数据分析,2万-2.5万,宁波-鄞州,3-5年,本科,银行数据分析、贷款数据分析、基本面分析,兴业银行宁波分行,http://jobs.zhaopin.com/CC149173710J40473503805.htm?refcode=4019&srccode=401901&preactionid=654f2c97-72bb-4bcc-8599-55cc72191024
