职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
嵌入式软件工程师,1.5万-3万,嘉兴,3-5年,本科,嵌入式软件开发、C语言、C++、单片机开发、LINUX应用、STM32,浙江欣祥电子科技有限公司,http://jobs.zhaopin.com/CCL1451551910J40527902015.htm?refcode=4019&srccode=401901&preactionid=12287e5c-89b7-4abe-8fcb-d6ff50f62904
无人机飞控软件研发工程师,1.2万-2万 · 13薪,嘉兴-南湖区,5-10年,学历不限,无人机设计、无人机研发、无人机控制算法、无人机控制系统、无人机飞控系统,航科院中宇(北京)新技术发展有限公司,http://jobs.zhaopin.com/CC666346430J40506041610.htm?refcode=4019&srccode=401901&preactionid=12287e5c-89b7-4abe-8fcb-d6ff50f62904
博士/博士后招聘,4万-5万,嘉兴-南湖区,经验不限,博士,视觉图像算法、推荐算法、模式识别,浙江蓝鸽科技有限公司,http://jobs.zhaopin.com/CC526418220J40360601002.htm?refcode=4019&srccode=401901&preactionid=12287e5c-89b7-4abe-8fcb-d6ff50f62904
软件工程师,5千-1万,嘉兴-秀洲区,经验不限,本科,C++、C#、Python、深度学习算法、视觉图像算法,嘉兴市敏硕智能科技有限公司,http://jobs.zhaopin.com/CCL1300998240J40274940006.htm?refcode=4019&srccode=401901&preactionid=12287e5c-89b7-4abe-8fcb-d6ff50f62904
高级机械仿真工程师（结构）(J13103),1.5万-3万 · 13薪,嘉兴-秀洲区,5-10年,硕士,结构仿真、电磁仿真、结构运动仿真、电弧仿真、算法、测试,浙江天正电气股份有限公司,http://jobs.zhaopin.com/CC178939210J40487839111.htm?refcode=4019&srccode=401901&preactionid=12287e5c-89b7-4abe-8fcb-d6ff50f62904
信号处理算法设计师,1.3万-1.9万,嘉兴,3-5年,硕士,FPGA,中国电子科技集团公司第三十六研究所,http://jobs.zhaopin.com/CC143214042J00333246905.htm?refcode=4019&srccode=401901&preactionid=12287e5c-89b7-4abe-8fcb-d6ff50f62904
嵌入式软件工程师,2.5万-5万 · 15薪,嘉兴-南湖区,3-5年,本科,C语言、C++、嵌入式软件开发、芯片开发、芯片设计、摄像头,嘉兴真与科技有限责任公司,http://jobs.zhaopin.com/CCL1388980520J40224268704.htm?refcode=4019&srccode=401901&preactionid=12287e5c-89b7-4abe-8fcb-d6ff50f62904
高级机械仿真工程师（疲劳仿真）(J13104),1.5万-3万 · 13薪,嘉兴-秀洲区,1-3年,硕士,结构仿真、力学仿真、电磁仿真、关键件疲劳、有限元分析、算法,浙江天正电气股份有限公司,http://jobs.zhaopin.com/CC178939210J40487845111.htm?refcode=4019&srccode=401901&preactionid=12287e5c-89b7-4abe-8fcb-d6ff50f62904
算法实习生,80-100/天,嘉兴-南湖区,无经验,硕士,Java、C语言、C++、C#,中国电子科技集团公司第三十六研究所,http://jobs.zhaopin.com/CC143214040J40314217114.htm?refcode=4019&srccode=401901&preactionid=12287e5c-89b7-4abe-8fcb-d6ff50f62904
嵌入式软件工程师,1.2万-2万,嘉兴-海宁市,3-5年,本科,单片机开发、嵌入式软件开发,海宁精奕电子有限公司,http://jobs.zhaopin.com/CCL1334165040J40468485105.htm?refcode=4019&srccode=401901&preactionid=12287e5c-89b7-4abe-8fcb-d6ff50f62904
