职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
高级测试工程师,8千-1.2万 · 13薪,宁波-鄞州,5-10年,本科,Python、车载测试,上海仁萱智能网络有限公司,http://jobs.zhaopin.com/CCL1350253710J40465800413.htm?refcode=4019&srccode=401901&preactionid=12942565-ffd1-4b33-80c6-c53675efbad4
销售数据分析专员,6千-9千 · 13薪,宁波-鄞州,经验不限,本科,SQL、Python、R语言,宁波领拓沃供应链有限公司,http://jobs.zhaopin.com/CCL1293812770J40447818404.htm?refcode=4019&srccode=401901&preactionid=12942565-ffd1-4b33-80c6-c53675efbad4
现场应用工程师（FAE）,6千-1万 · 13薪,宁波-鄞州,经验不限,本科,Python、C语言、物联网、环保行业、仪器仪表、示波器、万用表、Windows,宁波海尔欣光电科技有限公司,http://jobs.zhaopin.com/CC359961380J40413188509.htm?refcode=4019&srccode=401901&preactionid=12942565-ffd1-4b33-80c6-c53675efbad4
远程驾驶测试工程师,7千-1.1万,宁波-慈溪,3-5年,本科,Carmaker、ADAS开发、ROS、Carsim、车载诊断、Python,上海微创软件股份有限公司,http://jobs.zhaopin.com/CC000638920J40552331214.htm?refcode=4019&srccode=401901&preactionid=12942565-ffd1-4b33-80c6-c53675efbad4
科技岗（社招）,1.7万-2.3万,宁波-鄞州,3-5年,本科,数据建模、Java、C语言、银行,鄞州银行,http://jobs.zhaopin.com/CC468807780J40529020207.htm?refcode=4019&srccode=401901&preactionid=12942565-ffd1-4b33-80c6-c53675efbad4
数据开发（数仓开发工程师）,1.2万-1.6万,宁波-慈溪,3-5年,本科,Spark、数仓开发、Hadoop、Hive、Kafka、数据管理、数据仓库,深圳市拓保软件有限公司,http://jobs.zhaopin.com/CC157088920J40324589616.htm?refcode=4019&srccode=401901&preactionid=12942565-ffd1-4b33-80c6-c53675efbad4
数据开发（DataWorks/宁波）,1.5万-1.7万,宁波-余姚,3-5年,本科,数据治理、ETL开发、数仓开发、数据建模、Python,上海兴岩信息科技有限公司,http://jobs.zhaopin.com/CC334558030J40524918714.htm?refcode=4019&srccode=401901&preactionid=12942565-ffd1-4b33-80c6-c53675efbad4
数据研发工程师,1.6万-3万,宁波-鄞州,1-3年,本科,MySQL,勤达科技,http://jobs.zhaopin.com/CC345252110J40459285204.htm?refcode=4019&srccode=401901&preactionid=12942565-ffd1-4b33-80c6-c53675efbad4
应用研发岗（数据方向）,2万-3万,宁波-江北,3-5年,本科,Hadoop、Spark、ORACLE、MYSQL,宁波力易达人力资源服务有限公司,http://jobs.zhaopin.com/CCL1460298740J40514972910.htm?refcode=4019&srccode=401901&preactionid=12942565-ffd1-4b33-80c6-c53675efbad4
软件开发工程师（后端）,7千-1.2万,宁波-海曙,经验不限,本科,Django、Flask、后端开发、Python、Docker,百威雷科技有限公司宁波分公司,http://jobs.zhaopin.com/CCL1380220640J40244359212.htm?refcode=4019&srccode=401901&preactionid=12942565-ffd1-4b33-80c6-c53675efbad4
软件开发/软件设计,1万-2万,宁波-海曙,3-5年,本科,居家远程办公、自由工作制、股权激励、Python、PHP,象山剑辉软件信息工作室(个体工商户),http://jobs.zhaopin.com/CCL1476973680J40471375413.htm?refcode=4019&srccode=401901&preactionid=12942565-ffd1-4b33-80c6-c53675efbad4
软件开发工程师,1万-2万,宁波-海曙,3-5年,本科,,上海交通大学宁波人工智能研究院,http://jobs.zhaopin.com/CCL1393552760J40335880616.htm?refcode=4019&srccode=401901&preactionid=12942565-ffd1-4b33-80c6-c53675efbad4
软件开发工程师,7千-1.2万,宁波-海曙,经验不限,本科,Java、C++、Javascript、Python、Linux、Django、软件工程师,百威雷科技有限公司宁波分公司,http://jobs.zhaopin.com/CCL1380220640J40244355712.htm?refcode=4019&srccode=401901&preactionid=12942565-ffd1-4b33-80c6-c53675efbad4
软件开发工程师（双休）,1.5万-1.8万 · 13薪,宁波-北仑,1-3年,本科,软件开发,浙江华朔科技股份有限公司,http://jobs.zhaopin.com/CC436616280J40489343708.htm?refcode=4019&srccode=401901&preactionid=12942565-ffd1-4b33-80c6-c53675efbad4
编程教师,6千-9千,宁波-海曙,经验不限,本科,Scratch、Java、vc++/visualc++、汇编语言,浙江宏钠科技有限公司,http://jobs.zhaopin.com/CCL1431127520J40347832107.htm?refcode=4019&srccode=401901&preactionid=12942565-ffd1-4b33-80c6-c53675efbad4
编程老师,4千-8千,宁波-慈溪,经验不限,本科,Python、Scratch、C/C++、NOIP、授课老师、线下教育,慈溪大有教育科技有限公司,http://jobs.zhaopin.com/CC848652940J40206025012.htm?refcode=4019&srccode=401901&preactionid=12942565-ffd1-4b33-80c6-c53675efbad4
少儿编程老师,6千-1.2万,宁波-慈溪,经验不限,学历不限,授课老师,慈溪市瀚森艺术培训学校,http://jobs.zhaopin.com/CCL1276231110J40493037007.htm?refcode=4019&srccode=401901&preactionid=12942565-ffd1-4b33-80c6-c53675efbad4
