职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
产品运营,1.2万-2万,杭州-西湖,3-5年,本科,电商平台、从0-1产品运营、商机分配转化、电商业务、数据分析、跨境服务、渠道建设、SAAS、商务沟通、平台日常运营,百世物流,http://jobs.zhaopin.com/CC205908110J40469245804.htm?refcode=4019&srccode=401901&preactionid=1f416f69-226e-4b22-b4db-28c52c3840c4
数据分析师,150-200/天,杭州-余杭,1-3年,本科,,智云星峰(杭州)技术有限公司,http://jobs.zhaopin.com/CCL1476165920J40497968505.htm?refcode=4019&srccode=401901&preactionid=1f416f69-226e-4b22-b4db-28c52c3840c4
人工智能（博士）,3万-5.5万,杭州-拱墅,5-10年,博士,数据分析、自然语言处理、数据挖掘、Java、Python、SQL、C语言、机器视觉、Caffe、mindspore,杭州客原网络科技集团有限公司,http://jobs.zhaopin.com/CCL1477245810J40474237413.htm?refcode=4019&srccode=401901&preactionid=1f416f69-226e-4b22-b4db-28c52c3840c4
业务数据分析师,8千-1万,杭州-钱塘,3-5年,本科,Python、Java,力控科技,http://jobs.zhaopin.com/CC133775030J40582478115.htm?refcode=4019&srccode=401901&preactionid=1f416f69-226e-4b22-b4db-28c52c3840c4
计划专员,6千-9千 · 13薪,杭州-滨江,1-3年,本科,订单管理、SAP、数据分析,正泰网络科技有限公司,http://jobs.zhaopin.com/CC881884800J40548661712.htm?refcode=4019&srccode=401901&preactionid=1f416f69-226e-4b22-b4db-28c52c3840c4
数据挖掘算法工程师,2万-4万 · 16薪,杭州-余杭,经验不限,硕士,Python、机器学习、深度学习、数据挖掘、Java、Hive,成都韬普讯企业管理服务有限公司,http://jobs.zhaopin.com/CCL1282387760J40498424003.htm?refcode=4019&srccode=401901&preactionid=1f416f69-226e-4b22-b4db-28c52c3840c4
采销助理—网易严选,7千-1.2万,杭州-滨江,1-3年,本科,电商供应链、采销、数据分析,北京联合永道软件股份有限公司,http://jobs.zhaopin.com/CC143220690J40481021004.htm?refcode=4019&srccode=401901&preactionid=1f416f69-226e-4b22-b4db-28c52c3840c4
日语财务数据分析,5千-7千 · 13薪,杭州-滨江,经验不限,本科,N2、N1、CET4、逻辑好,塔塔信息技术(中国)有限责任公司上海分公司,http://jobs.zhaopin.com/CC425222210J40093806706.htm?refcode=4019&srccode=401901&preactionid=1f416f69-226e-4b22-b4db-28c52c3840c4
物控专员,6千-1万,杭州-西湖,1-3年,大专,物料计划、生产计划、制造业、体外诊断试剂、医疗器械、数据分析,艾康生物技术（杭州）有限公司,http://jobs.zhaopin.com/CC000636860J40553165012.htm?refcode=4019&srccode=401901&preactionid=1f416f69-226e-4b22-b4db-28c52c3840c4
金融分析师,9千-1.6万 · 14薪,杭州-萧山,经验不限,本科,互联网金融,江西兴峰洋信息科技有限公司,http://jobs.zhaopin.com/CCL1464267660J40481698411.htm?refcode=4019&srccode=401901&preactionid=1f416f69-226e-4b22-b4db-28c52c3840c4
基因数据挖掘高级工程师,1万-2万,杭州-余杭,经验不限,硕士,机器学习、分类算法、MySQL、Oracle、SQL Server、Python、Shell、预测分析,吉林省中科生物工程股份有限公司,http://jobs.zhaopin.com/CC280873610J40506458509.htm?refcode=4019&srccode=401901&preactionid=1f416f69-226e-4b22-b4db-28c52c3840c4
财务数据分析,8千-1.2万,杭州,1-3年,大专,Tableau、Power BI、商业数据分析、财务数据分析、销售数据分析、运营数据分析、Python、SQL,东莞市黄沙电子科技有限公司,http://jobs.zhaopin.com/CC217802330J40426721210.htm?refcode=4019&srccode=401901&preactionid=1f416f69-226e-4b22-b4db-28c52c3840c4
管理运营专员（双休朝九晚六五险一金,8千-9千,杭州-余杭,1-3年,本科,运营专员、物流运营、产品运营、数据分析,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40495268216.htm?refcode=4019&srccode=401901&preactionid=1f416f69-226e-4b22-b4db-28c52c3840c4
统计分析员,8千-1.6万 · 14薪,杭州-临平,1-3年,本科,统计分析,杭州百诚医药科技股份有限公司,http://jobs.zhaopin.com/CC458900520J90250042000.htm?refcode=4019&srccode=401901&preactionid=1f416f69-226e-4b22-b4db-28c52c3840c4
数据分析专员,4千-6千 · 13薪,杭州-拱墅,1-3年,大专,,旺旺集团,http://jobs.zhaopin.com/CC268496910J40486924216.htm?refcode=4019&srccode=401901&preactionid=1f416f69-226e-4b22-b4db-28c52c3840c4
运营 (MJ000710),8千-1.5万,杭州-建德,经验不限,学历不限,运营专员、数据分析,新安股份,http://jobs.zhaopin.com/CC140363420J40481107611.htm?refcode=4019&srccode=401901&preactionid=1f416f69-226e-4b22-b4db-28c52c3840c4
销售运营（数据分析） (MJ001853),8千-1.2万 · 14薪,杭州-滨江,1-3年,本科,SPSS、Power BI,正泰安能数字能源(浙江)股份有限公司,http://jobs.zhaopin.com/CC603456930J40471844216.htm?refcode=4019&srccode=401901&preactionid=1f416f69-226e-4b22-b4db-28c52c3840c4
数据清洗,4千-6千,杭州-滨江,经验不限,大专,数据清洗,杭州蓝聘网络技术有限公司,http://jobs.zhaopin.com/CCL1319002470J40452274910.htm?refcode=4019&srccode=401901&preactionid=1f416f69-226e-4b22-b4db-28c52c3840c4
管培生,8千-1万,杭州-滨江,无经验,本科,职能方向、营销方向、技术方向、财务类、互联网运营类、数据分析、项目经理（工程）,四川新南泰企业管理咨询有限公司,http://jobs.zhaopin.com/CCL1433704980J40521578608.htm?refcode=4019&srccode=401901&preactionid=1f416f69-226e-4b22-b4db-28c52c3840c4
大模型算法工程师,3万-4.5万 · 16薪,杭州-余杭,3-5年,硕士,Python、Java、机器学习、深度学习、统计分析、Hive、Hadoop,大连优利莱信息技术有限公司,http://jobs.zhaopin.com/CC630289130J40530224201.htm?refcode=4019&srccode=401901&preactionid=1f416f69-226e-4b22-b4db-28c52c3840c4
数据采集组长,6千-7千,杭州-滨江,1年以下,大专,数据采集图片拍摄采集方向,杭州蓝聘网络技术有限公司,http://jobs.zhaopin.com/CCL1319002470J40446153310.htm?refcode=4019&srccode=401901&preactionid=1f416f69-226e-4b22-b4db-28c52c3840c4
临床数据管理专员,9千-1.3万 · 13薪,杭州-拱墅,1-3年,本科,临床数据分析、临床试验,杭州艾氪医药科技有限公司,http://jobs.zhaopin.com/CCL1315635320J40474784903.htm?refcode=4019&srccode=401901&preactionid=1f416f69-226e-4b22-b4db-28c52c3840c4
高薪诚聘直播运营8K-12K,8千-1.2万,杭州-余杭,经验不限,大专,直播运营、数据分析,杭州地心文化传媒有限公司,http://jobs.zhaopin.com/CCL1475219930J40501331703.htm?refcode=4019&srccode=401901&preactionid=1f416f69-226e-4b22-b4db-28c52c3840c4
Java开发（学信本~大数据经验优先）,1.7万-2万,杭州-萧山,3-5年,本科,Spring、MySQL,北京青钱信息技术有限公司,http://jobs.zhaopin.com/CC337626410J40504170210.htm?refcode=4019&srccode=401901&preactionid=1f416f69-226e-4b22-b4db-28c52c3840c4
数据分析专员,4千-5千,杭州-萧山,1-3年,大专,,杭州菜番蕃科技有限公司,http://jobs.zhaopin.com/CCL1358686280J40551499714.htm?refcode=4019&srccode=401901&preactionid=1f416f69-226e-4b22-b4db-28c52c3840c4
商业数据分析师,3万-4.5万 · 16薪,杭州-余杭,3-5年,本科,SQL、数据分析,江西道盟科技有限公司,http://jobs.zhaopin.com/CCL1284084910J40471943604.htm?refcode=4019&srccode=401901&preactionid=1f416f69-226e-4b22-b4db-28c52c3840c4
指挥中心助理,4千-5千,杭州-西湖,经验不限,大专,数据分析,浙江达华智慧安保集团有限公司,http://jobs.zhaopin.com/CC540007620J40409373507.htm?refcode=4019&srccode=401901&preactionid=1f416f69-226e-4b22-b4db-28c52c3840c4
产业运营专员,8千-1.3万 · 13薪,杭州-余杭,3-5年,本科,产业运营、TO B、TO G、数据分析,绿城科技产业服务集团有限公司,http://jobs.zhaopin.com/CC568533580J40395916505.htm?refcode=4019&srccode=401901&preactionid=1f416f69-226e-4b22-b4db-28c52c3840c4
区块链密码学专家,2万-4万,杭州-滨江,1-3年,硕士,,杭州高新区(滨江)区块链与数据安全研究院,http://jobs.zhaopin.com/CCL1475147210J40479750311.htm?refcode=4019&srccode=401901&preactionid=1f416f69-226e-4b22-b4db-28c52c3840c4
数据专员（供应链）,6千-8千,杭州-上城,1-3年,大专,,杭州聚宠科技发展有限公司,http://jobs.zhaopin.com/CC490779680J40460223611.htm?refcode=4019&srccode=401901&preactionid=1f416f69-226e-4b22-b4db-28c52c3840c4
