职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
数据开发工程师,1万-1.5万,杭州-上城,3-5年,本科,DB2、数据库、Oracle、SQL、Java,北京银丰新融科技开发有限公司,http://jobs.zhaopin.com/CC121069040J40209589313.htm?refcode=4019&srccode=401901&preactionid=4545e60e-86d2-453f-ab4e-37e713457825
双休大数据开发（福利好）,1.3万-1.5万,杭州-钱塘,1-3年,本科,Python、C++、智能驾驶数据,深圳市南深人力资源股份有限公司,http://jobs.zhaopin.com/CC548571630J40491500911.htm?refcode=4019&srccode=401901&preactionid=4545e60e-86d2-453f-ab4e-37e713457825
保险数据开发 双休,2.3万-2.5万,杭州-拱墅,5-10年,本科,数据建模、数据架构、数据治理、Python、Java、Scala、Hadoop、Spark、DATAWORKS、阿里云数据、保险,纬创软件,http://jobs.zhaopin.com/CC120817710J40537258101.htm?refcode=4019&srccode=401901&preactionid=4545e60e-86d2-453f-ab4e-37e713457825
大数据交付工程师,1.3万-2.3万,杭州-萧山,3-5年,大专,数据迁移、数据搬站、MaxCompute、DATAWORKS、Flink,浩鲸科技,http://jobs.zhaopin.com/CC131936250J40498375516.htm?refcode=4019&srccode=401901&preactionid=4545e60e-86d2-453f-ab4e-37e713457825
数据开发工程师,1.4万-2万,杭州-萧山,5-10年,本科,数据集市、数仓开发、ETL开发、报表开发、Java、Python、Shell、Hadoop、Hive、DB2、EAST5.0,长亮科技,http://jobs.zhaopin.com/CC120564550J40471697104.htm?refcode=4019&srccode=401901&preactionid=4545e60e-86d2-453f-ab4e-37e713457825
帆软BI开发工程师,1.3万-1.5万,杭州-滨江,3-5年,本科,报表开发、数据可视化、FineBI、SQL、MySQL、HANA、FineReport、看板开发、帆软,博彦科技,http://jobs.zhaopin.com/CC000163970J40475496503.htm?refcode=4019&srccode=401901&preactionid=4545e60e-86d2-453f-ab4e-37e713457825
帆软 finereport开发,1.4万-2.4万,杭州-拱墅,3-5年,大专,SQL、FineReport、帆软,纬创软件,http://jobs.zhaopin.com/CC120817710J40530362601.htm?refcode=4019&srccode=401901&preactionid=4545e60e-86d2-453f-ab4e-37e713457825
大数据开发工程师,1.2万-1.6万,杭州-萧山,1-3年,本科,大数据开发、Flink、Hive、Hbase,紫金支点,http://jobs.zhaopin.com/CC134171900J40256344211.htm?refcode=4019&srccode=401901&preactionid=4545e60e-86d2-453f-ab4e-37e713457825
数据开发（有银行经验）,1.5万-2万,杭州-萧山,5-10年,本科,Hadoop、银行,北京青钱信息技术有限公司,http://jobs.zhaopin.com/CC337626410J40504172710.htm?refcode=4019&srccode=401901&preactionid=4545e60e-86d2-453f-ab4e-37e713457825
数据建模工程师,1.4万-1.5万 · 13薪,杭州-萧山,3-5年,本科,数据建模、数据平台、数仓开发、Python,维恩贝特科技有限公司,http://jobs.zhaopin.com/CC272648910J40521568308.htm?refcode=4019&srccode=401901&preactionid=4545e60e-86d2-453f-ab4e-37e713457825
数据开发工程师,1.5万-3万 · 13薪,杭州-余杭,3-5年,本科,数仓开发、数据挖掘、报表开发,江苏虫洞电子商务有限公司,http://jobs.zhaopin.com/CC392378580J40436214110.htm?refcode=4019&srccode=401901&preactionid=4545e60e-86d2-453f-ab4e-37e713457825
大数据开发工程师（急招/一轮面试）,1.7万-2.3万,杭州-拱墅,3-5年,学历不限,Hadoop、保险,纬创软件,http://jobs.zhaopin.com/CC120817710J40542488001.htm?refcode=4019&srccode=401901&preactionid=4545e60e-86d2-453f-ab4e-37e713457825
数据开发,面议,杭州-滨江,5-10年,本科,ETL、Spark、hive、SQL、数仓模型设计、熟悉阿里云DATAWORKS,吉利控股集团,http://jobs.zhaopin.com/CC000616940J40510164208.htm?refcode=4019&srccode=401901&preactionid=4545e60e-86d2-453f-ab4e-37e713457825
大数据工程师,1.2万-2万,杭州-富阳,经验不限,硕士,大数据,银江技术股份有限公司,http://jobs.zhaopin.com/CCL1388477410J40464286213.htm?refcode=4019&srccode=401901&preactionid=4545e60e-86d2-453f-ab4e-37e713457825
市场调研（全国出差）,8千-1万,杭州-萧山,3-5年,大专,市场信息收集、全职,伯纳控股有限公司,http://jobs.zhaopin.com/CC857243630J40471046111.htm?refcode=4019&srccode=401901&preactionid=4545e60e-86d2-453f-ab4e-37e713457825
大数据组件开发,1.5万-3万,杭州-西湖,1-3年,硕士,数据治理、数据挖掘、Hadoop、Kafka,北京华安保信息技术有限公司,http://jobs.zhaopin.com/CC142084810J40480941904.htm?refcode=4019&srccode=401901&preactionid=4545e60e-86d2-453f-ab4e-37e713457825
