职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
私募基金研究员（助理级）,7千-8千,杭州-滨江,经验不限,本科,基金市场、投资分析、基本面分析、宏观经济分析、行业分析、公司分析、技术面分析、风险分析、基金从业资格证,宁波宝隽资产管理有限公司,http://jobs.zhaopin.com/CCL1273961200J40519721509.htm?refcode=4019&srccode=401901&preactionid=4969b6a6-5959-44e9-b18f-fca286fd97ca
数据开发工程师,1.4万-1.7万,杭州-萧山,3-5年,本科,恒生电子、证券,北京青钱信息技术有限公司,http://jobs.zhaopin.com/CC337626410J40505386910.htm?refcode=4019&srccode=401901&preactionid=4969b6a6-5959-44e9-b18f-fca286fd97ca
黑色金属研究员,1.5万-2.5万,杭州-上城,3-5年,本科,基本面研究、期货研究、批发/零售,中航国际矿产资源有限公司,http://jobs.zhaopin.com/CC463728010J40412992516.htm?refcode=4019&srccode=401901&preactionid=4969b6a6-5959-44e9-b18f-fca286fd97ca
产业研究员,7千-1.4万,杭州-西湖,经验不限,本科,产业研究,浙商期货,http://jobs.zhaopin.com/CC332215210J40130500207.htm?refcode=4019&srccode=401901&preactionid=4969b6a6-5959-44e9-b18f-fca286fd97ca
股票研究员,7千-1万,杭州-西湖,3-5年,硕士,,杭州睿银投资管理有限公司,http://jobs.zhaopin.com/CC218362422J00150360303.htm?refcode=4019&srccode=401901&preactionid=4969b6a6-5959-44e9-b18f-fca286fd97ca
大数据开发工程师,1.6万-2.2万,杭州-滨江,5-10年,本科,,上海兴岩信息科技有限公司,http://jobs.zhaopin.com/CC334558030J40539969614.htm?refcode=4019&srccode=401901&preactionid=4969b6a6-5959-44e9-b18f-fca286fd97ca
证券分析,8千-1.5万,杭州,经验不限,本科,股票市场、基金市场、金融业,华西证券股份有限公司杭州学院路证券营业部,http://jobs.zhaopin.com/CC141867970J40383065211.htm?refcode=4019&srccode=401901&preactionid=4969b6a6-5959-44e9-b18f-fca286fd97ca
市场信息分析专员/系统管理专员,1万-1.4万,杭州-西湖,1-3年,本科,用户分析、市场信息收集、用户调研、市场研究,杭州阿盛科技有限公司,http://jobs.zhaopin.com/CCL1477489380J40542773701.htm?refcode=4019&srccode=401901&preactionid=4969b6a6-5959-44e9-b18f-fca286fd97ca
数据工程师,1.3万-2.6万,杭州-临平,5-10年,硕士,数仓开发、PostgreSQL、MySQL、数据平台、数据PIPELINE,重庆爱永星辰标准医药服务有限公司,http://jobs.zhaopin.com/CC848313620J40476536109.htm?refcode=4019&srccode=401901&preactionid=4969b6a6-5959-44e9-b18f-fca286fd97ca
资深 杭州数据开发 (flink数据开发（汽车AI团队）) AI面试,2万-2.2万,杭州-滨江,5-10年,本科,数据治理、数据挖掘、数据建模、Python、Java、C++、Flink、Hadoop、Spark,上海正诺信息科技有限公司,http://jobs.zhaopin.com/CC682919930J40527234407.htm?refcode=4019&srccode=401901&preactionid=4969b6a6-5959-44e9-b18f-fca286fd97ca
股票研究员,1.5万-2.5万 · 15薪,杭州-上城,5-10年,硕士,经济研究、企业研究、政策研究、技术面研究、基本面研究、证券从业资格证、基金从业资格证、CFA,浙江纳轩私募基金管理有限公司,http://jobs.zhaopin.com/CC289987680J40250160103.htm?refcode=4019&srccode=401901&preactionid=4969b6a6-5959-44e9-b18f-fca286fd97ca
资深数据治理产品开发工程师,1.1万-2万,杭州-余杭,5-10年,本科,数据治理、ETL开发、数仓开发、Hadoop、Hive、Java、Python、Spark、HBase,北京霍因科技有限公司,http://jobs.zhaopin.com/CC608050080J40457263602.htm?refcode=4019&srccode=401901&preactionid=4969b6a6-5959-44e9-b18f-fca286fd97ca
证券研究员,5千-1万,杭州,经验不限,本科,证券从业资格证、基金从业资格证、股票市场、基金市场、特许金融分析师一级、特许金融分析师二级、证券分析师资格证、特许金融分析师三级,浙江君弘资产管理有限公司,http://jobs.zhaopin.com/CC323617880J40178651401.htm?refcode=4019&srccode=401901&preactionid=4969b6a6-5959-44e9-b18f-fca286fd97ca
社会调研员,5千-1万,杭州-上城,1-3年,本科,市场研究、用户调研、社会风险评估,杭州大坤建筑工程咨询有限公司,http://jobs.zhaopin.com/CC491679420J40591362715.htm?refcode=4019&srccode=401901&preactionid=4969b6a6-5959-44e9-b18f-fca286fd97ca
市场调研专员,7千-1.4万,杭州-滨江,1-3年,本科,市场信息收集、竞品分析、渠道合作、用户分析、市场研究、行业研究、企业调研、咨询顾问,茶花泽(杭州)品牌管理有限公司,http://jobs.zhaopin.com/CC880190110J40514476314.htm?refcode=4019&srccode=401901&preactionid=4969b6a6-5959-44e9-b18f-fca286fd97ca
