职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
区域经理（童）,1.5万-2万,杭州-西湖,5-10年,大专,企业客户、个人客户、区域销售、渠道销售、代理商销售、服装零售业、团队管理、数据分析,江南布衣服饰有限公司,http://jobs.zhaopin.com/CC134741310J40511233405.htm?refcode=4019&srccode=401901&preactionid=55a66634-1f7d-4f1c-b383-a539851e1476
电商推广助理,6千-8千,杭州-拱墅,无经验,本科,信息流推广、天猫推广、数据分析,杭州碧橙数字技术股份有限公司,http://jobs.zhaopin.com/CC393884520J40048774912.htm?refcode=4019&srccode=401901&preactionid=55a66634-1f7d-4f1c-b383-a539851e1476
资深生物信息分析师,2万-2.6万 · 13薪,杭州-钱塘,3-5年,硕士,基因检测、生物信息、计算生物、生物信息软件开发、数据分析、建模、Linux,杭州奕真医学检验所有限公司,http://jobs.zhaopin.com/CC616039280J40520512807.htm?refcode=4019&srccode=401901&preactionid=55a66634-1f7d-4f1c-b383-a539851e1476
咨询行业项目尽调人员,6千-8千,杭州-上城,1-3年,大专,行业分析、商业分析、数据分析、需求分析、数据处理,浙江立德金投投资管理有限公司,http://jobs.zhaopin.com/CC815526570J00422843802.htm?refcode=4019&srccode=401901&preactionid=55a66634-1f7d-4f1c-b383-a539851e1476
数据产品经理,1.7万-2.8万,杭州-钱塘,3-5年,大专,SQL、大数据产品、市场调研、数据分析、产品设计、需求分析、汽车行业、新能源车企,中安润微科技上海,http://jobs.zhaopin.com/CCL1476042980J40510011510.htm?refcode=4019&srccode=401901&preactionid=55a66634-1f7d-4f1c-b383-a539851e1476
质谱分析工程师,8千-1.1万,杭州-钱塘,1-3年,硕士,质谱仪、蛋白质组学、数据分析,杭州景杰生物科技股份有限公司,http://jobs.zhaopin.com/CC408452810J40453871304.htm?refcode=4019&srccode=401901&preactionid=55a66634-1f7d-4f1c-b383-a539851e1476
数据产品经理,1.3万-1.8万,杭州-滨江,3-5年,本科,DW、SQL、大数据产品、产品设计、数据分析、产品/版本迭代、Axure、墨刀、Visio,海通安恒科技股份有限公司,http://jobs.zhaopin.com/CCL1311123450J40512645203.htm?refcode=4019&srccode=401901&preactionid=55a66634-1f7d-4f1c-b383-a539851e1476
可研报告分析人员,8千-1万,杭州-上城,1-3年,硕士,行业分析、商业分析、数据分析、需求分析,浙江立德金投投资管理有限公司,http://jobs.zhaopin.com/CC815526570J00422841402.htm?refcode=4019&srccode=401901&preactionid=55a66634-1f7d-4f1c-b383-a539851e1476
区域经理/主管,1.2万-1.8万,杭州-拱墅,1-3年,学历不限,门店销售、区域销售、男装销售、门店管理、店铺陈列、数据分析,杭州华册贸易有限公司,http://jobs.zhaopin.com/CCL1399370020J40457721210.htm?refcode=4019&srccode=401901&preactionid=55a66634-1f7d-4f1c-b383-a539851e1476
数据产品经理,2万-4万 · 14薪,杭州-钱塘,3-5年,本科,需求分析、数据分析、用户研究、产品/版本迭代、Axure、大数据产品,滁州屹轩珠宝首饰有限公司,http://jobs.zhaopin.com/CCL1467839780J40555085315.htm?refcode=4019&srccode=401901&preactionid=55a66634-1f7d-4f1c-b383-a539851e1476
行业研究分析人员,6千-8千,杭州-上城,1-3年,大专,行业分析、商业分析、数据处理、数据分析、需求分析,浙江立德金投投资管理有限公司,http://jobs.zhaopin.com/CC815526570J00422864002.htm?refcode=4019&srccode=401901&preactionid=55a66634-1f7d-4f1c-b383-a539851e1476
高级财务专员,7千-8千,杭州-余杭,3-5年,本科,税金计算、发票处理、付汇管理、资质管理、账表合规、税务管理、数据分析、善于沟通、抗压,杭州橙财企业管理服务有限公司,http://jobs.zhaopin.com/CC837331980J40500466603.htm?refcode=4019&srccode=401901&preactionid=55a66634-1f7d-4f1c-b383-a539851e1476
二手房销售顾问,1万-1.5万,杭州-上城,经验不限,学历不限,市场宣传、市场开发、市场拓展、活动推广、数据分析、房产销售、置业顾问、房屋租赁,贝壳找房科技有限公司,http://jobs.zhaopin.com/CC300255130J40196424315.htm?refcode=4019&srccode=401901&preactionid=55a66634-1f7d-4f1c-b383-a539851e1476
大数据开发工程师（杭州）(J10979),1万-1.5万,杭州-萧山,1-3年,本科,大数据开发、Hadoop、Spark、Flink、Hive、Kafka、Impala、Elasticsearch,先进数通,http://jobs.zhaopin.com/CC000432190J40262689816.htm?refcode=4019&srccode=401901&preactionid=55a66634-1f7d-4f1c-b383-a539851e1476
数据工程师,1.5万-2万,杭州-拱墅,3-5年,大专,DATAWORKS、SQL,阿尔泰克,http://jobs.zhaopin.com/CC140418100J40495153602.htm?refcode=4019&srccode=401901&preactionid=55a66634-1f7d-4f1c-b383-a539851e1476
大数据开发工程师,1万-1.5万 · 13薪,杭州-滨江,1-3年,本科,数据建模,杭州三汇数字信息技术有限公司,http://jobs.zhaopin.com/CC120140130J40552547212.htm?refcode=4019&srccode=401901&preactionid=55a66634-1f7d-4f1c-b383-a539851e1476
