职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
渠道数据分析专员,8千-1.3万,杭州-上城,1-3年,本科,数据治理、数据挖掘、Sql、Python,顾家家居,http://jobs.zhaopin.com/CC204356520J40485928304.htm?refcode=4019&srccode=401901&preactionid=c39d8cac-9941-40d0-a6e7-e3bfafeb11bb
BI报表开发（线上面试）,1.3万-1.8万,杭州-滨江,3-5年,大专,报表开发、SQL、SQL Server、Hive、ETL、帆软、FINEBI,博彦科技,http://jobs.zhaopin.com/CC000163970J40481525403.htm?refcode=4019&srccode=401901&preactionid=c39d8cac-9941-40d0-a6e7-e3bfafeb11bb
资深数据分析师（驻场银行）,2.5万-3.5万,杭州-萧山,10年以上,本科,数据挖掘、Python、SAS,长亮科技,http://jobs.zhaopin.com/CC120564550J40485914004.htm?refcode=4019&srccode=401901&preactionid=c39d8cac-9941-40d0-a6e7-e3bfafeb11bb
数据分析师-供应链,1万-1.7万,杭州-滨江,3-5年,本科,,山东华科信息技术有限公司,http://jobs.zhaopin.com/CC293762780J40500337502.htm?refcode=4019&srccode=401901&preactionid=c39d8cac-9941-40d0-a6e7-e3bfafeb11bb
数据分析师（汽车行业）,1.5万-2万,杭州-钱塘,3-5年,本科,Sql,中安润微科技上海,http://jobs.zhaopin.com/CCL1476042980J40508587210.htm?refcode=4019&srccode=401901&preactionid=c39d8cac-9941-40d0-a6e7-e3bfafeb11bb
大气环境数据分析工程师,1万-1.5万,杭州-上城,3-5年,本科,环境监测/检测,中科宇图,http://jobs.zhaopin.com/CC000588420J40525540012.htm?refcode=4019&srccode=401901&preactionid=c39d8cac-9941-40d0-a6e7-e3bfafeb11bb
数据治理工程师（实习）,150-240/天,杭州-西湖,经验不限,学历不限,Python、机器学习、神经网络、Spark,箴理科技(杭州)有限责任公司,http://jobs.zhaopin.com/CCL1475429960J40491147805.htm?refcode=4019&srccode=401901&preactionid=c39d8cac-9941-40d0-a6e7-e3bfafeb11bb
前后端开发、测试、算法、大数据开发、数据分析岗位,1.7万-3万 · 14薪,杭州-滨江,经验不限,本科,C、Python、Java、Linux开发、WebGL,外企德科,http://jobs.zhaopin.com/CC138117190J40413635505.htm?refcode=4019&srccode=401901&preactionid=c39d8cac-9941-40d0-a6e7-e3bfafeb11bb
数据专员,8千-1.3万,杭州-上城,经验不限,本科,SQL、Power BI、Tableau、商业数据分析、金融数据分析、销售数据分析,江西兴峰洋信息科技有限公司,http://jobs.zhaopin.com/CCL1464267660J40441895711.htm?refcode=4019&srccode=401901&preactionid=c39d8cac-9941-40d0-a6e7-e3bfafeb11bb
数据分析师,1.4万-2万 · 14薪,杭州-拱墅,3-5年,本科,数据治理、数据挖掘、数据建模、Sql、Python、BI工具、Power BI,易豹网络科技有限公司,http://jobs.zhaopin.com/CC844598510J40489639406.htm?refcode=4019&srccode=401901&preactionid=c39d8cac-9941-40d0-a6e7-e3bfafeb11bb
OTC数据分析专员(J12184),9千-1.5万,杭州-拱墅,经验不限,本科,数据治理、数据挖掘,沈阳三生制药有限责任公司,http://jobs.zhaopin.com/CC131932960J40552040512.htm?refcode=4019&srccode=401901&preactionid=c39d8cac-9941-40d0-a6e7-e3bfafeb11bb
数据分析与处理算法工程师,1.2万-2万,杭州-滨江,1-3年,本科,数字图像、图像处理、MATLAB、Python、C++,杭州高谱成像技术有限公司,http://jobs.zhaopin.com/CC887878130J40337899506.htm?refcode=4019&srccode=401901&preactionid=c39d8cac-9941-40d0-a6e7-e3bfafeb11bb
数据分析师,1万-1.5万,杭州,3-5年,本科,Python、商业数据分析、运营数据分析、销售数据分析,杭州君远健康科技有限公司,http://jobs.zhaopin.com/CC309285280J40346197605.htm?refcode=4019&srccode=401901&preactionid=c39d8cac-9941-40d0-a6e7-e3bfafeb11bb
资深数据分析（供应链）,1.2万-1.8万 · 13薪,杭州-西湖,5-10年,大专,运营数据分析,江南布衣服饰有限公司,http://jobs.zhaopin.com/CC134741310J40460744905.htm?refcode=4019&srccode=401901&preactionid=c39d8cac-9941-40d0-a6e7-e3bfafeb11bb
