职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
BI工程师/数据分析师,1.5万-1.8万,杭州-滨江,3-5年,本科,,上海兴岩信息科技有限公司,http://jobs.zhaopin.com/CC334558030J40543686514.htm?refcode=4019&srccode=401901&preactionid=c39d8cac-9941-40d0-a6e7-e3bfafeb11bb
机务数据岗,5千-7千 · 13薪,杭州-富阳,经验不限,学历不限,,京东集团,http://jobs.zhaopin.com/CC192921310J40514882709.htm?refcode=4019&srccode=401901&preactionid=c39d8cac-9941-40d0-a6e7-e3bfafeb11bb
数据分析师,8千-1.5万,杭州,经验不限,大专,Python、SQL、商业数据分析、Power BI、Tableau,东莞市黄沙电子科技有限公司,http://jobs.zhaopin.com/CC217802330J40424452710.htm?refcode=4019&srccode=401901&preactionid=c39d8cac-9941-40d0-a6e7-e3bfafeb11bb
数据分析实习生,150-200/天,杭州-余杭,无经验,本科,数据分析,杭州安步汽车科技集团有限公司,http://jobs.zhaopin.com/CC297213180J40479158613.htm?refcode=4019&srccode=401901&preactionid=c39d8cac-9941-40d0-a6e7-e3bfafeb11bb
2024校招-运营管理（杭州）,1万-1.5万 · 15薪,杭州-上城,经验不限,本科,运营专员、数据分析、单证员,浙江中大国际货运有限公司,http://jobs.zhaopin.com/CCL1389355470J40473593511.htm?refcode=4019&srccode=401901&preactionid=c39d8cac-9941-40d0-a6e7-e3bfafeb11bb
数据分析师,1万-1.9万,杭州-拱墅,3-5年,本科,Python,北京腾信软创科技股份有限公司,http://jobs.zhaopin.com/CC196911810J40474502115.htm?refcode=4019&srccode=401901&preactionid=c39d8cac-9941-40d0-a6e7-e3bfafeb11bb
数据分析（BI工程师）,1.2万-1.4万,杭州-滨江,3-5年,大专,SQL、FineBI,北京宝信科技有限公司,http://jobs.zhaopin.com/CC697433520J40520638109.htm?refcode=4019&srccode=401901&preactionid=c39d8cac-9941-40d0-a6e7-e3bfafeb11bb
服装数据分析员,7千-1万,杭州-萧山,1-3年,学历不限,,杭州潮玩时装有限公司,http://jobs.zhaopin.com/CCL1239221940J40508142405.htm?refcode=4019&srccode=401901&preactionid=c39d8cac-9941-40d0-a6e7-e3bfafeb11bb
数据分析工程师,1.1万-1.3万,杭州-余杭,1-3年,本科,行业分析,北京清软创新科技股份有限公司,http://jobs.zhaopin.com/CC139533360J40375831113.htm?refcode=4019&srccode=401901&preactionid=c39d8cac-9941-40d0-a6e7-e3bfafeb11bb
数据分析工程师（B端）,3万-5万 · 16薪,杭州-余杭,5-10年,本科,运营数据分析、商家经验分析,正德人力资源股份有限公司,http://jobs.zhaopin.com/CC202766620J40526510114.htm?refcode=4019&srccode=401901&preactionid=c39d8cac-9941-40d0-a6e7-e3bfafeb11bb
数据分析工程师,1.5万-1.7万,杭州-滨江,3-5年,本科,,山东华科信息技术有限公司,http://jobs.zhaopin.com/CC293762780J40501079002.htm?refcode=4019&srccode=401901&preactionid=c39d8cac-9941-40d0-a6e7-e3bfafeb11bb
数据分析工程师,1.2万-1.7万,杭州-萧山,3-5年,本科,数据治理、数据挖掘、Python、SPSS、Oracle、MySQL、数据分析,北京腾信软创科技股份有限公司,http://jobs.zhaopin.com/CC196911810J40585683715.htm?refcode=4019&srccode=401901&preactionid=c39d8cac-9941-40d0-a6e7-e3bfafeb11bb
【实习生】数据挖掘工程师,120-150/天,杭州-滨江,无经验,本科,数据挖掘,华诺科技,http://jobs.zhaopin.com/CC143699670J40483468103.htm?refcode=4019&srccode=401901&preactionid=c39d8cac-9941-40d0-a6e7-e3bfafeb11bb
数据分析专员（实习生）,面议,杭州-拱墅,无经验,本科,数据处理、EXCLE,杭州中美华东制药有限公司,http://jobs.zhaopin.com/CC198426920J40515252910.htm?refcode=4019&srccode=401901&preactionid=c39d8cac-9941-40d0-a6e7-e3bfafeb11bb
数据支撑,1.5万-3万,杭州-上城,1-3年,本科,数据分析,中国移动通信有限公司在线营销服务中心,http://jobs.zhaopin.com/CCL1317363300J40407324803.htm?refcode=4019&srccode=401901&preactionid=c39d8cac-9941-40d0-a6e7-e3bfafeb11bb
临床数据分析师、医学遗传分析师,9千-1.5万 · 14薪,杭州-钱塘,经验不限,本科,医学、生物统计学、生物医疗、数据挖掘、数据建模,杭州金诺医学检验实验室有限公司,http://jobs.zhaopin.com/CC323630080J40175069914.htm?refcode=4019&srccode=401901&preactionid=c39d8cac-9941-40d0-a6e7-e3bfafeb11bb
