职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
算法工程师,1.5万-2.2万,宁波,经验不限,本科,Java、Python、算法基础、深度学习算法、数据挖掘、数据分析,宁波启山科技有限公司,http://jobs.zhaopin.com/CCL1328741550J40471041105.htm?refcode=4019&srccode=401901&preactionid=e5c4ee5b-5e41-4850-9514-948409f6db08
【对日赴日软件工作】对日软件工程师/IT工程师 国内/日本,7千-1.4万 · 13薪,宁波-鄞州,1-3年,学历不限,Java、PHP、Web前端、C#、上流设计、Python、SAP、COBOL,辛巴达软件,http://jobs.zhaopin.com/CC433788220J40099664212.htm?refcode=4019&srccode=401901&preactionid=e5c4ee5b-5e41-4850-9514-948409f6db08
大数据ETL工程师,1万-1.5万,宁波,3-5年,本科,Kettle、HANA、Hadoop、Hive、Impala,嘉仕软件江苏有限公司,http://jobs.zhaopin.com/CC595512520J40455870008.htm?refcode=4019&srccode=401901&preactionid=e5c4ee5b-5e41-4850-9514-948409f6db08
ETL工程师,1万-1.4万,宁波-鄞州,3-5年,本科,ETL、SQL、Shell、perl、Hive、Oracle、Greenplum、MySQL,天阳科技,http://jobs.zhaopin.com/CC120408370J40310831808.htm?refcode=4019&srccode=401901&preactionid=e5c4ee5b-5e41-4850-9514-948409f6db08
部署运维服务工程师,4千-6千,宁波-鄞州,经验不限,本科,Python、系统运维、Linux,浙江栩城科技有限公司,http://jobs.zhaopin.com/CCL1211223910J40239691107.htm?refcode=4019&srccode=401901&preactionid=e5c4ee5b-5e41-4850-9514-948409f6db08
软件数据分析师,8千-1.5万,宁波-鄞州,1-3年,本科,Python、SQL、运营数据分析,宁波海尔欣光电科技有限公司,http://jobs.zhaopin.com/CC359961380J40507142709.htm?refcode=4019&srccode=401901&preactionid=e5c4ee5b-5e41-4850-9514-948409f6db08
数据分析与服务岗,5千-7千 · 14薪,宁波-北仑,1-3年,本科,数据治理、数据挖掘、Python、Sql,天津北海油人力资源咨询服务有限公司宁波分公司,http://jobs.zhaopin.com/CC867987220J40506054703.htm?refcode=4019&srccode=401901&preactionid=e5c4ee5b-5e41-4850-9514-948409f6db08
赴日软件开发[日本],1.3万-1.9万,宁波,3-5年,大专,PHP、Java、C#/.NET、Python、JavaScript、SpringCloud、SpringMVC、SpringBoot,株式会社レッツ·ビジネスブレーン,http://jobs.zhaopin.com/CC451733520J00376401001.htm?refcode=4019&srccode=401901&preactionid=e5c4ee5b-5e41-4850-9514-948409f6db08
车载娱乐系统测试,7千-1万,宁波-慈溪,1-3年,大专,通信测试、性能测试、自动化测试、Python、CAPL、多媒体、影音娱乐系统、智能座舱,上海爱辉通信技术有限公司,http://jobs.zhaopin.com/CC241330130J40492291302.htm?refcode=4019&srccode=401901&preactionid=e5c4ee5b-5e41-4850-9514-948409f6db08
软件开发工程师,1万-2万 · 14薪,宁波-海曙,1-3年,本科,Java、MySQL、SpringCloud、Mybatis、SpringMVC、微服务架构、Python、多线程,上海交通大学宁波人工智能研究院,http://jobs.zhaopin.com/CCL1393552760J40490926016.htm?refcode=4019&srccode=401901&preactionid=e5c4ee5b-5e41-4850-9514-948409f6db08
java后端工程师,7千-1.2万,宁波-鄞州,1-3年,本科,C++、Python、CSS、Spring、Struts、MySQL、Redis,浙江甬可科技发展有限公司,http://jobs.zhaopin.com/CCL1478190080J40559811714.htm?refcode=4019&srccode=401901&preactionid=e5c4ee5b-5e41-4850-9514-948409f6db08
算法工程师,6千-8千,宁波-海曙,经验不限,本科,Python、C++、C#、嵌入式技术、深度学习算法,浙江华巡智能科技有限公司,http://jobs.zhaopin.com/CCL1470272830J40479774116.htm?refcode=4019&srccode=401901&preactionid=e5c4ee5b-5e41-4850-9514-948409f6db08
Java开发工程师-宁波,1.8万-3.5万,宁波-慈溪,5-10年,本科,CHEMAXON、Python、RDKIT、linux、机器学习、深度学习、数据科学、Java、人工智能、化学、信息,康龙化成,http://jobs.zhaopin.com/CC120543470J40572768115.htm?refcode=4019&srccode=401901&preactionid=e5c4ee5b-5e41-4850-9514-948409f6db08
软件测试工程师,7千-1.2万 · 13薪,宁波-江北,3-5年,本科,Python、自动化测试、功能测试、性能测试,奥克斯集团,http://jobs.zhaopin.com/CC120230020J40498045506.htm?refcode=4019&srccode=401901&preactionid=e5c4ee5b-5e41-4850-9514-948409f6db08
算法工程师（传感器）,1.3万-2.5万,宁波-海曙,3-5年,本科,C++、Python,上海交通大学宁波人工智能研究院,http://jobs.zhaopin.com/CCL1393552760J40461541116.htm?refcode=4019&srccode=401901&preactionid=e5c4ee5b-5e41-4850-9514-948409f6db08
AI机器学习工程师-医药领域经验,2万-4万,宁波-慈溪,经验不限,硕士,Java、Python、PyTorch、TensorFlow、生物信息、统计、计算生物学、数据分析,康龙化成,http://jobs.zhaopin.com/CC120543470J40486600815.htm?refcode=4019&srccode=401901&preactionid=e5c4ee5b-5e41-4850-9514-948409f6db08
生信工程师,1.5万-2万,宁波-海曙,3-5年,硕士,微生物工程、基因测序、酶工程、免疫组学、蛋白质组学、R语言、Python、JavaScript、HTML、Java、C#,奥丞生物,http://jobs.zhaopin.com/CC505763720J40503332403.htm?refcode=4019&srccode=401901&preactionid=e5c4ee5b-5e41-4850-9514-948409f6db08
高级etl工程师/大数据工程师,1.5万-2万 · 13薪,宁波-江北,5-10年,本科,Kettle、Informatica、SQL,嘉仕软件江苏有限公司,http://jobs.zhaopin.com/CC595512520J40492653508.htm?refcode=4019&srccode=401901&preactionid=e5c4ee5b-5e41-4850-9514-948409f6db08
软件测试工程师（兼爬虫工作）,8千-1.3万,宁波-鄞州,1-3年,大专,自动化测试、爬虫架构、Python、Scrapy,宁波渠成集团有限公司,http://jobs.zhaopin.com/CC388690030J40434885002.htm?refcode=4019&srccode=401901&preactionid=e5c4ee5b-5e41-4850-9514-948409f6db08
高级算法工程师,1万-1.5万,宁波-鄞州,1-3年,本科,Python、C++、TensorFlow、数据挖掘、机器学习算法、深度学习算法、PyTorch、算法基础,宁波国际物流发展股份有限公司,http://jobs.zhaopin.com/CC268242910J40283836402.htm?refcode=4019&srccode=401901&preactionid=e5c4ee5b-5e41-4850-9514-948409f6db08
软件测试,7千-1.2万,宁波-江北,3-5年,本科,功能测试、自动化测试、Python、安全测试,三星医疗,http://jobs.zhaopin.com/CC337043430J40509779403.htm?refcode=4019&srccode=401901&preactionid=e5c4ee5b-5e41-4850-9514-948409f6db08
Java开发（物联网平台）,1.3万-1.6万,宁波-江北,5-10年,本科,Python、Redis、Shell、SPRINGBOOT、Kafka,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40493163316.htm?refcode=4019&srccode=401901&preactionid=e5c4ee5b-5e41-4850-9514-948409f6db08
2024届-博士-算法工程师-宁波,2.5万-3万,宁波-慈溪,经验不限,博士,化学信息学、AI算法开发、Python、机器学习、深度学习、CHEMAXON、RDKIT,康龙化成,http://jobs.zhaopin.com/CC120543470J40593758015.htm?refcode=4019&srccode=401901&preactionid=e5c4ee5b-5e41-4850-9514-948409f6db08
EMS软件测试工程师,1.2万-2万 · 14薪,宁波-慈溪,3-5年,本科,系统测试、自动化测试、协议测试、功能测试、Python、Shell、linux,宁波德业科技股份有限公司,http://jobs.zhaopin.com/CC342590210J40525956614.htm?refcode=4019&srccode=401901&preactionid=e5c4ee5b-5e41-4850-9514-948409f6db08
自动化测试专家,5万-7万,宁波-慈溪,5-10年,本科,Python,宁波起点人力资源开发有限公司,http://jobs.zhaopin.com/CCL1324489890J40520763109.htm?refcode=4019&srccode=401901&preactionid=e5c4ee5b-5e41-4850-9514-948409f6db08
对日软件工程师,1万-2万,宁波-鄞州,1-3年,大专,Java、PHP、Python、C#、架构设计、Web前端、iOS、Android,LRテックス株式会社,http://jobs.zhaopin.com/CC327770830J40195777410.htm?refcode=4019&srccode=401901&preactionid=e5c4ee5b-5e41-4850-9514-948409f6db08
车载智能座舱测试,6千-1.2万,宁波-慈溪,3-5年,大专,Python、万用表、示波器,上海爱辉通信技术有限公司,http://jobs.zhaopin.com/CC241330130J40490393002.htm?refcode=4019&srccode=401901&preactionid=e5c4ee5b-5e41-4850-9514-948409f6db08
大数据测试（线上面试）,1.2万-1.4万,宁波-余姚,3-5年,本科,自动化测试、Java、Python、C、Postman,上海兴岩信息科技有限公司,http://jobs.zhaopin.com/CC334558030J40549004814.htm?refcode=4019&srccode=401901&preactionid=e5c4ee5b-5e41-4850-9514-948409f6db08
生产系统工程师,1.5万-3万 · 14薪,宁波-鄞州,3-5年,本科,Java、Python、Shell、SQL、嵌入式技术、MVC开发,宁波迈杰企业管理咨询有限公司,http://jobs.zhaopin.com/CC462137320J40514930909.htm?refcode=4019&srccode=401901&preactionid=e5c4ee5b-5e41-4850-9514-948409f6db08
