职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
高级算法工程师-NLP/LLM/CV/AIGC,2.5万-5万 · 16薪,杭州-西湖,1-3年,硕士,基础语言模型、CV/AIGC,四川达麦企业管理有限公司,http://jobs.zhaopin.com/CCL1239944790J40501323608.htm?refcode=4019&srccode=401901&preactionid=84f3fdcc-d02b-485c-af91-c9fd972c5bad
ai算法（全国出差）,1.2万-2.2万,杭州-滨江,3-5年,本科,PyTorch、TensorFlow、Python、Java,深圳市讯方技术股份有限公司,http://jobs.zhaopin.com/CC132230560J40486611506.htm?refcode=4019&srccode=401901&preactionid=84f3fdcc-d02b-485c-af91-c9fd972c5bad
通用软开/测试/算法工程师,1.5万-3万 · 15薪,杭州-滨江,经验不限,本科,后端开发、C语言、C++、Java、Python、Golang,外企德科,http://jobs.zhaopin.com/CC138117190J40423857705.htm?refcode=4019&srccode=401901&preactionid=84f3fdcc-d02b-485c-af91-c9fd972c5bad
大模型算法工程师,2万-4万 · 16薪,杭州-滨江,3-5年,本科,搜索引擎技术、自然语言处理、深度学习算法、机器学习算法、视觉图像算法、推荐算法,成都韬普讯企业管理服务有限公司,http://jobs.zhaopin.com/CCL1282387760J40498078403.htm?refcode=4019&srccode=401901&preactionid=84f3fdcc-d02b-485c-af91-c9fd972c5bad
nlp算法工程师,2万-3.5万 · 14薪,杭州-上城,经验不限,本科,语义分析、信息抽取、智能客服、深度学习、C++、C语言、NLP,安徽百得思维信息科技有限公司,http://jobs.zhaopin.com/CC571829420J40510335505.htm?refcode=4019&srccode=401901&preactionid=84f3fdcc-d02b-485c-af91-c9fd972c5bad
两轮车算法TL-运筹算法,6万-12万 · 17薪,杭州-西湖,5-10年,硕士,运筹算法、调度算法,上海德筑企业管理有限公司,http://jobs.zhaopin.com/CC643747130J40507629603.htm?refcode=4019&srccode=401901&preactionid=84f3fdcc-d02b-485c-af91-c9fd972c5bad
语音识别算法工程师,1.5万-3万 · 14薪,杭州-余杭,3-5年,硕士,语音信号处理、波束形成、声纹识别、PyTorch、TensorFlow、C语言、Python,浙江咸临智能科技有限责任公司,http://jobs.zhaopin.com/CCL1282045030J40459332213.htm?refcode=4019&srccode=401901&preactionid=84f3fdcc-d02b-485c-af91-c9fd972c5bad
高级算法工程师,3万-4.5万 · 16薪,杭州-余杭,5-10年,本科,Java、C++、机器学习算法、广告算法、数据挖掘,永亿(广州)网络科技有限公司,http://jobs.zhaopin.com/CCL1471427700J40494442503.htm?refcode=4019&srccode=401901&preactionid=84f3fdcc-d02b-485c-af91-c9fd972c5bad
图像算法工程师,2万-3万,杭州-上城,1-3年,硕士,C++、Python、智慧医疗,无锡艾尔诺生物技术有限公司,http://jobs.zhaopin.com/CC481809420J40532080601.htm?refcode=4019&srccode=401901&preactionid=84f3fdcc-d02b-485c-af91-c9fd972c5bad
nlp算法工程师（学信统本、五险一金、双休）,1.1万-2.1万,杭州-滨江,3-5年,本科,词法分析、文本分析、文本挖掘、PaddlePaddle、PyTorch、Python,山东华科信息技术有限公司,http://jobs.zhaopin.com/CC293762780J40469555602.htm?refcode=4019&srccode=401901&preactionid=84f3fdcc-d02b-485c-af91-c9fd972c5bad
图像学算法工程师,1.5万-3万,杭州-上城,3-5年,本科,C++、机器人,浙江省公众信息产业有限公司,http://jobs.zhaopin.com/CC147451160J40493394611.htm?refcode=4019&srccode=401901&preactionid=84f3fdcc-d02b-485c-af91-c9fd972c5bad
机器视觉算法工程师,1.8万-3万 · 14薪,杭州-余杭,3-5年,本科,视觉图像算法、图像检测识别、图像处理、C/C++、Python,北京知存科技有限公司,http://jobs.zhaopin.com/CC581607530J40368265207.htm?refcode=4019&srccode=401901&preactionid=84f3fdcc-d02b-485c-af91-c9fd972c5bad
机器视觉应用工程师(杭州),5千-1万,杭州-临平,1-3年,大专,安装调试、机器视觉、万用表、电表、示波器,厦门力和行自动化有限公司,http://jobs.zhaopin.com/CC841821360J40315033013.htm?refcode=4019&srccode=401901&preactionid=84f3fdcc-d02b-485c-af91-c9fd972c5bad
高级算法工程师-NLP/LLM/CV/AIGC,2.5万-5万 · 16薪,杭州-余杭,1-3年,硕士,基础语言模型、CV/AIGC,四川达麦企业管理有限公司,http://jobs.zhaopin.com/CCL1239944790J40501323508.htm?refcode=4019&srccode=401901&preactionid=84f3fdcc-d02b-485c-af91-c9fd972c5bad
【急招】图像算法工程师,2.3万-2.8万,杭州-余杭,1-3年,本科,OpenCV,中科创达软件股份有限公司,http://jobs.zhaopin.com/CC285451210J40494870111.htm?refcode=4019&srccode=401901&preactionid=84f3fdcc-d02b-485c-af91-c9fd972c5bad
影像算法测试,1.2万-1.8万 · 13薪,杭州-西湖,3-5年,本科,CAMERA TUNING,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40494707116.htm?refcode=4019&srccode=401901&preactionid=84f3fdcc-d02b-485c-af91-c9fd972c5bad
算法开发工程师,1.3万-2万 · 14薪,杭州-滨江,经验不限,硕士,C++、C语言,中控技术股份有限公司,http://jobs.zhaopin.com/CC191024010J40469654616.htm?refcode=4019&srccode=401901&preactionid=84f3fdcc-d02b-485c-af91-c9fd972c5bad
JAVA高级开发工程师,8千-1.5万,杭州-西湖,3-5年,本科,Java、算法、Struts、Spring、SQL Server,杭州声德科技有限公司,http://jobs.zhaopin.com/CC481469532J90250004000.htm?refcode=4019&srccode=401901&preactionid=84f3fdcc-d02b-485c-af91-c9fd972c5bad
化工算法研发工程师,1万-2万 · 14薪,杭州-余杭,3-5年,硕士,化工产品研发、化工模拟,杭州百子尖科技股份有限公司,http://jobs.zhaopin.com/CC683371420J40189297911.htm?refcode=4019&srccode=401901&preactionid=84f3fdcc-d02b-485c-af91-c9fd972c5bad
算法工程师（初/中/高）,1.2万-2.1万 · 13薪,杭州-临平,1-3年,本科,Python、OR-TOOLS、linux,广东钰顺数字科技有限公司,http://jobs.zhaopin.com/CCL1419120480J40489892516.htm?refcode=4019&srccode=401901&preactionid=84f3fdcc-d02b-485c-af91-c9fd972c5bad
计算机视觉算法工程师,2.5万-5万 · 14薪,杭州-钱塘,1-3年,硕士,视觉图像算法、图像处理、图像增强、图像分类,昂坤视觉,http://jobs.zhaopin.com/CC685860880J40446216204.htm?refcode=4019&srccode=401901&preactionid=84f3fdcc-d02b-485c-af91-c9fd972c5bad
AIGC 算法工程师,3万-5万,杭州-拱墅,1-3年,硕士,语音算法、视频算法、定位算法、机器人算法、推荐算法、搜索算法、LoRa、DIFFUSION、GPT、CV,池州原子人力资源服务有限公司,http://jobs.zhaopin.com/CCL1463119280J40594107615.htm?refcode=4019&srccode=401901&preactionid=84f3fdcc-d02b-485c-af91-c9fd972c5bad
软件算法工程师-极端光学技术与仪器研究院,8千-1.6万,杭州-萧山,经验不限,本科,C++、Python、C语言、Git、QT,浙江大学杭州国际科创中心,http://jobs.zhaopin.com/CCL1242292110J40434495104.htm?refcode=4019&srccode=401901&preactionid=84f3fdcc-d02b-485c-af91-c9fd972c5bad
激光定位算法工程师(J10015),3万-6万,杭州-余杭,经验不限,硕士,导航算法、机器人算法、定位算法,合肥井松智能科技股份有限公司,http://jobs.zhaopin.com/CCL1266509070J40473859613.htm?refcode=4019&srccode=401901&preactionid=84f3fdcc-d02b-485c-af91-c9fd972c5bad
