职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
成本数据分析员,8千-1.2万,杭州-钱塘,1-3年,本科,SPSS、Python、SQL,广州伯安数据服务有限公司,http://jobs.zhaopin.com/CCL1411640230J40470837808.htm?refcode=4019&srccode=401901&preactionid=9d75ad93-499f-471b-a77e-2af6aa90e9ed
Python开发工程师,1.1万-2.2万,杭州-余杭,3-5年,本科,Linux,浙江省公众信息产业有限公司,http://jobs.zhaopin.com/CC147451160J40407225711.htm?refcode=4019&srccode=401901&preactionid=9d75ad93-499f-471b-a77e-2af6aa90e9ed
Java／Ｃ／Ｃ＋＋／python／JS,1.2万-2.4万 · 13薪,杭州-滨江,经验不限,本科,Java、Python、C、C++、JS,北京外企人力资源服务河南有限公司,http://jobs.zhaopin.com/CC329281210J40510343301.htm?refcode=4019&srccode=401901&preactionid=9d75ad93-499f-471b-a77e-2af6aa90e9ed
游戏测试工程师,8千-1.3万 · 13薪,杭州-上城,1年以下,大专,Python、SQL、Windows,北京金巴顺漾科技有限公司,http://jobs.zhaopin.com/CCL1476154210J40503535710.htm?refcode=4019&srccode=401901&preactionid=9d75ad93-499f-471b-a77e-2af6aa90e9ed
量化策略研究实习生,1.5万-3万,杭州-滨江,经验不限,本科,股票研究、期货研究、基金研究、数字币研究、量化策略研究、风险模型研究、Python,派森量化站(杭州)信息技术有限公司,http://jobs.zhaopin.com/CCL1474926400J40536953214.htm?refcode=4019&srccode=401901&preactionid=9d75ad93-499f-471b-a77e-2af6aa90e9ed
python后端开发工程师,1.3万-1.8万 · 14薪,杭州-钱塘,3-5年,本科,Python,杭州研一智控科技有限公司,http://jobs.zhaopin.com/CC403721630J40522314109.htm?refcode=4019&srccode=401901&preactionid=9d75ad93-499f-471b-a77e-2af6aa90e9ed
软件开发+不限语言Java/python/c/c++/js等,1.4万-2.8万 · 16薪,杭州-滨江,经验不限,本科,web前端、前端架构、C++、JavaScript、Java、C、Python,外企德科,http://jobs.zhaopin.com/CC138117190J40393128105.htm?refcode=4019&srccode=401901&preactionid=9d75ad93-499f-471b-a77e-2af6aa90e9ed
数据分析师,1.2万-2.3万 · 15薪,杭州-西湖,3-5年,本科,数据分析、Python、MySQL、Oracle、数据清洗、SQL,亚信科技,http://jobs.zhaopin.com/CC139131340J40174908611.htm?refcode=4019&srccode=401901&preactionid=9d75ad93-499f-471b-a77e-2af6aa90e9ed
产品功能测试,7千-1.2万,杭州-滨江,1-3年,大专,Python、C、C++,南京建成网络科技有限公司,http://jobs.zhaopin.com/CCL1389529550J40507787109.htm?refcode=4019&srccode=401901&preactionid=9d75ad93-499f-471b-a77e-2af6aa90e9ed
python开发（杭州-面试快）,1万-1.5万,杭州-滨江,1-3年,本科,Django,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40489257616.htm?refcode=4019&srccode=401901&preactionid=9d75ad93-499f-471b-a77e-2af6aa90e9ed
后端开发JAVA/C/C++/Python,1.4万-2.8万 · 14薪,杭州-滨江,经验不限,本科,全栈开发、后端开发、WEB开发、Java、Python、JavaScript、HTML5、Flink,外企德科,http://jobs.zhaopin.com/CC138117190J40409211805.htm?refcode=4019&srccode=401901&preactionid=9d75ad93-499f-471b-a77e-2af6aa90e9ed
中国移动正式员工-数据分析师,1.5万-3万,杭州-上城,3-5年,本科,数据治理、Sql、Python、R语言,浙江外服人力资源服务有限公司,http://jobs.zhaopin.com/CC559618430J40499156002.htm?refcode=4019&srccode=401901&preactionid=9d75ad93-499f-471b-a77e-2af6aa90e9ed
游戏测试（外包网易）,7千-1万,杭州-滨江,经验不限,大专,Python、Linux、系统测试、性能测试、web端测试、APP测试、PC测试、角色扮演游戏,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40425320516.htm?refcode=4019&srccode=401901&preactionid=9d75ad93-499f-471b-a77e-2af6aa90e9ed
java js python c++ 测试 运维等（试用期全薪 接收应届生 线上面试）,1.5万-3万,杭州-滨江,经验不限,本科,,外企德科,http://jobs.zhaopin.com/CC138117190J40429826105.htm?refcode=4019&srccode=401901&preactionid=9d75ad93-499f-471b-a77e-2af6aa90e9ed
大数据分析师,1万-1.3万,杭州-上城,1-3年,本科,Python、机器学习、商业数据分析,深圳市申河信息科技有限公司,http://jobs.zhaopin.com/CCL1414332750J40468440212.htm?refcode=4019&srccode=401901&preactionid=9d75ad93-499f-471b-a77e-2af6aa90e9ed
Python开发工程师,1万-2万,杭州-滨江,1-3年,本科,Python web框架、Python并发框架、全栈开发、后端开发、前端开发,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40255017016.htm?refcode=4019&srccode=401901&preactionid=9d75ad93-499f-471b-a77e-2af6aa90e9ed
助理软件测试工程师（杭州）,8千-9千,杭州-余杭,1-3年,大专,Java、Python、APP测试、金融项目,武汉佰钧成技术有限责任公司,http://jobs.zhaopin.com/CC364485720J40455619405.htm?refcode=4019&srccode=401901&preactionid=9d75ad93-499f-471b-a77e-2af6aa90e9ed
高级python后端开发工程师,1.2万-2万,杭州-上城,3-5年,本科,Python,浙江省通信产业服务有限公司,http://jobs.zhaopin.com/CC207146310J40512483210.htm?refcode=4019&srccode=401901&preactionid=9d75ad93-499f-471b-a77e-2af6aa90e9ed
Java/python/C/c++/测试,1.3万-2.5万,杭州-滨江,1-3年,本科,后端开发、Java、C++、Python、测试,外企德科,http://jobs.zhaopin.com/CC138117190J40435460405.htm?refcode=4019&srccode=401901&preactionid=9d75ad93-499f-471b-a77e-2af6aa90e9ed
