职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
数据分析（BI工程师）,1.2万-1.4万,杭州-滨江,3-5年,大专,SQL、FineBI,北京宝信科技有限公司,http://jobs.zhaopin.com/CC697433520J40520638109.htm?refcode=4019&srccode=401901&preactionid=b78360fe-0be5-408a-b7da-54690f1ad6ed
Java开发（学信本~大数据经验优先）,1.7万-2万,杭州-萧山,3-5年,本科,Spring、MySQL,北京青钱信息技术有限公司,http://jobs.zhaopin.com/CC337626410J40504170210.htm?refcode=4019&srccode=401901&preactionid=b78360fe-0be5-408a-b7da-54690f1ad6ed
ETL工程师,1.6万-1.9万,杭州-萧山,3-5年,本科,银监报送,北京开科唯识技术股份有限公司深圳分公司,http://jobs.zhaopin.com/CC585923020J40501586203.htm?refcode=4019&srccode=401901&preactionid=b78360fe-0be5-408a-b7da-54690f1ad6ed
BI工程师,1.6万-1.8万,杭州-滨江,3-5年,本科,FineBI、DataX、帆软,上海兴岩信息科技有限公司,http://jobs.zhaopin.com/CC334558030J40543685914.htm?refcode=4019&srccode=401901&preactionid=b78360fe-0be5-408a-b7da-54690f1ad6ed
生物信息工程师（高中初级）,1.2万-2.4万 · 14薪,杭州,经验不限,硕士,Python、R语言、数据挖掘、医学,杭州瑞普基因科技有限公司,http://jobs.zhaopin.com/CC313415180J00222655607.htm?refcode=4019&srccode=401901&preactionid=b78360fe-0be5-408a-b7da-54690f1ad6ed
数据工程师,5千-9千,杭州-上城,1-3年,大专,数据库、数据库开发、数据挖掘、数据处理、数据分析,浙江中测时空科技有限公司,http://jobs.zhaopin.com/CC270162580J40418228702.htm?refcode=4019&srccode=401901&preactionid=b78360fe-0be5-408a-b7da-54690f1ad6ed
高级算法工程师,3万-4.5万 · 16薪,杭州-余杭,5-10年,本科,Java、C++、机器学习算法、广告算法、数据挖掘,永亿(广州)网络科技有限公司,http://jobs.zhaopin.com/CCL1471427700J40494442503.htm?refcode=4019&srccode=401901&preactionid=b78360fe-0be5-408a-b7da-54690f1ad6ed
数据分析工程师,6千-8千 · 15薪,杭州-滨江,经验不限,大专,仓库管理系统、ERP系统、ppt、数据分析,浙江可胜技术股份有限公司,http://jobs.zhaopin.com/CC382908410J40553543312.htm?refcode=4019&srccode=401901&preactionid=b78360fe-0be5-408a-b7da-54690f1ad6ed
遗传分析师,8千-1.5万 · 14薪,杭州-钱塘,经验不限,本科,生物统计学、数据库构建、医学、生物医疗、数据挖掘,杭州金诺医学检验实验室有限公司,http://jobs.zhaopin.com/CC323630084J00441171701.htm?refcode=4019&srccode=401901&preactionid=b78360fe-0be5-408a-b7da-54690f1ad6ed
ETL开发工程师,1.4万-1.8万,杭州-滨江,5-10年,本科,ETL、ERP、大数据开发、数据开发、数仓开发、报表开发、Kettle,海通安恒科技股份有限公司,http://jobs.zhaopin.com/CCL1311123450J40491048503.htm?refcode=4019&srccode=401901&preactionid=b78360fe-0be5-408a-b7da-54690f1ad6ed
ETL工程师,1万-2万,杭州-拱墅,1-3年,本科,数据清洗、SQL、Informatica、DataStage、Oracle、MySQL、SQL Server,外企德科,http://jobs.zhaopin.com/CC138117190J40495632205.htm?refcode=4019&srccode=401901&preactionid=b78360fe-0be5-408a-b7da-54690f1ad6ed
高级软件开发工程师,1万-2万 · 13薪,杭州-拱墅,3-5年,本科,数据库、后端开发、Java、架构设计、项目实施、数据挖掘、系统架构,杭州尼态智能科技有限公司,http://jobs.zhaopin.com/CCL1267360420J40153914116.htm?refcode=4019&srccode=401901&preactionid=b78360fe-0be5-408a-b7da-54690f1ad6ed
资深数据架构师,2.4万-3.5万,杭州-余杭,5-10年,硕士,Hadoop、Hive、基础架构、数据架构、数据安全、Java、Python、Shell,浙江希优信息科技有限公司,http://jobs.zhaopin.com/CC219838730J40555733314.htm?refcode=4019&srccode=401901&preactionid=b78360fe-0be5-408a-b7da-54690f1ad6ed
遗传咨询主管（医学部）,1.5万-2万 · 13薪,杭州-余杭,3-5年,硕士,数据挖掘、英语6级、医学、分子生物学、生命科学、资料整理、遗传学、基因检测,杭州瑞普基因科技有限公司,http://jobs.zhaopin.com/CC313415180J40526748507.htm?refcode=4019&srccode=401901&preactionid=b78360fe-0be5-408a-b7da-54690f1ad6ed
智慧城市方案架构师,3万-3.5万,杭州-滨江,3-5年,本科,城市大脑、架构设计、物联网、数据挖掘、通信、云计算、智慧城市,浙江宇视科技有限公司,http://jobs.zhaopin.com/CC451534410J40104201714.htm?refcode=4019&srccode=401901&preactionid=b78360fe-0be5-408a-b7da-54690f1ad6ed
资深Java开发工程师（云与数据智能方向）,2万-4万 · 15薪,杭州-西湖,10年以上,本科,,浙江艾罗网络能源技术股份有限公司,http://jobs.zhaopin.com/CC477300720J40485987504.htm?refcode=4019&srccode=401901&preactionid=b78360fe-0be5-408a-b7da-54690f1ad6ed
风控模型算法工程师,1.5万-2.5万,杭州-滨江,3-5年,本科,风控建模、数据挖掘、交易风控,深圳市法本信息技术股份有限公司,http://jobs.zhaopin.com/CC385622410J40472508106.htm?refcode=4019&srccode=401901&preactionid=b78360fe-0be5-408a-b7da-54690f1ad6ed
中高级Java开发工程师（大数据开发经验）,1.1万-1.6万,杭州-滨江,3-5年,本科,Spring、JVM、ELASTIC-JOB,上海兴岩信息科技有限公司,http://jobs.zhaopin.com/CC334558030J40546569114.htm?refcode=4019&srccode=401901&preactionid=b78360fe-0be5-408a-b7da-54690f1ad6ed
java/Python/C/C++/前端/测试/大数据开发,面议,杭州-滨江,经验不限,本科,后端开发、前端开发、软件测试,华为技术有限公司,http://jobs.zhaopin.com/CC000542940J40509284114.htm?refcode=4019&srccode=401901&preactionid=b78360fe-0be5-408a-b7da-54690f1ad6ed
数据架构师,2万-2.5万,杭州-滨江,3-5年,本科,数据中台、数据架构、基础架构、Java、Hadoop、微服务架构、财务中台、电力行业,山东华科信息技术有限公司,http://jobs.zhaopin.com/CC293762780J40485614202.htm?refcode=4019&srccode=401901&preactionid=b78360fe-0be5-408a-b7da-54690f1ad6ed
