职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
高级数据开发工程师,1.8万-2万,杭州-萧山,5-10年,本科,数仓开发,金锐软件技术(杭州)有限公司,http://jobs.zhaopin.com/CCL1241563750J40491958811.htm?refcode=4019&srccode=401901&preactionid=f103a503-68e6-4fe2-9a7e-0d777be5e8c0
数据开发工程师,1.5万-3万 · 13薪,杭州,3-5年,本科,DBA、数据分析、数据处理、阿里云,杭州诚品科技有限公司,http://jobs.zhaopin.com/CC199434211J00391079106.htm?refcode=4019&srccode=401901&preactionid=f103a503-68e6-4fe2-9a7e-0d777be5e8c0
原油研究员,8千-1.5万,杭州-西湖,经验不限,硕士,期货从业资格证,浙商期货,http://jobs.zhaopin.com/CC332215214J90250841000.htm?refcode=4019&srccode=401901&preactionid=f103a503-68e6-4fe2-9a7e-0d777be5e8c0
股票研究员,3千-6千,杭州-拱墅,经验不限,大专,政策研究、企业研究、经济研究、证券研究、技术面研究、基金研究,杭州富平科技有限公司,http://jobs.zhaopin.com/CC283858430J40368510002.htm?refcode=4019&srccode=401901&preactionid=f103a503-68e6-4fe2-9a7e-0d777be5e8c0
私募基金研究员助理,7千-8千,杭州-滨江,1-3年,本科,政策研究、经济研究、企业研究、基金研究,宁波宝隽资产管理有限公司,http://jobs.zhaopin.com/CCL1273961200J40363307309.htm?refcode=4019&srccode=401901&preactionid=f103a503-68e6-4fe2-9a7e-0d777be5e8c0
区块链研究员,8千-1.5万,杭州-萧山,3-5年,硕士,技术面研究、经济研究、政策研究、企业研究,中融汇财富管理(深圳)有限公司,http://jobs.zhaopin.com/CCL1471074430J40492236902.htm?refcode=4019&srccode=401901&preactionid=f103a503-68e6-4fe2-9a7e-0d777be5e8c0
市场调研,8千-1万,杭州-萧山,1-3年,大专,市场研究、市场信息收集、全职、熟练使用办公软件,伯纳控股有限公司,http://jobs.zhaopin.com/CC857243630J40471021611.htm?refcode=4019&srccode=401901&preactionid=f103a503-68e6-4fe2-9a7e-0d777be5e8c0
市场调研主管,1万-1.5万,杭州,3-5年,本科,市场研究、行业研究、竞品分析、市场信息收集、全职,康奋威,http://jobs.zhaopin.com/CC140634540J40376208210.htm?refcode=4019&srccode=401901&preactionid=f103a503-68e6-4fe2-9a7e-0d777be5e8c0
数据产品经理(滨江区+线上面试）,1.3万-1.6万,杭州-滨江,3-5年,本科,数仓开发、数据建模、数据产品经理、SQL Server、需求分析、产品BA,博彦科技,http://jobs.zhaopin.com/CC000163970J40480689203.htm?refcode=4019&srccode=401901&preactionid=f103a503-68e6-4fe2-9a7e-0d777be5e8c0
数据开发,1.1万-1.7万,杭州-滨江,3-5年,本科,Java、MySQL、Redis、DATAWORKS、阿里云大数据,山东华科信息技术有限公司,http://jobs.zhaopin.com/CC293762780J40483717802.htm?refcode=4019&srccode=401901&preactionid=f103a503-68e6-4fe2-9a7e-0d777be5e8c0
研究员、基金经理助理,7千-1万,杭州-上城,经验不限,硕士,,杭州麓鸣科技有限公司,http://jobs.zhaopin.com/CCL1341325740J40452144213.htm?refcode=4019&srccode=401901&preactionid=f103a503-68e6-4fe2-9a7e-0d777be5e8c0
研究员,8千-1.6万 · 14薪,杭州-上城,1-3年,本科,期货从业资格证、期货研究、基本面研究,大地期货有限公司,http://jobs.zhaopin.com/CC163471810J40473381215.htm?refcode=4019&srccode=401901&preactionid=f103a503-68e6-4fe2-9a7e-0d777be5e8c0
财经股票主播（远程居家办公，不坐班）,1.8万-3万,杭州-滨江,经验不限,大专,,上海呈星信息技术有限公司,http://jobs.zhaopin.com/CCL1470520470J40504270308.htm?refcode=4019&srccode=401901&preactionid=f103a503-68e6-4fe2-9a7e-0d777be5e8c0
股指期货研发岗,6千-1万 · 14薪,杭州-上城,经验不限,硕士,期货研究,南华期货股份有限公司,http://jobs.zhaopin.com/CC339369116J90251717000.htm?refcode=4019&srccode=401901&preactionid=f103a503-68e6-4fe2-9a7e-0d777be5e8c0
大数据开发工程师,1.6万-2万,杭州-上城,5-10年,本科,数据建模、Scala、Hadoop、Spark,深圳市法本信息技术股份有限公司,http://jobs.zhaopin.com/CC385622410J40496100606.htm?refcode=4019&srccode=401901&preactionid=f103a503-68e6-4fe2-9a7e-0d777be5e8c0
高级大数据开发工程师,1.7万-1.8万,杭州-萧山,5-10年,本科,Java、有过财务数据集市、公司客户集市、监管报送数据集市建设经验者优先、零售客户集市、反洗钱、懂EAST5.0或者1104报送,北京汉克时代科技有限公司,http://jobs.zhaopin.com/CC493150920J40547422414.htm?refcode=4019&srccode=401901&preactionid=f103a503-68e6-4fe2-9a7e-0d777be5e8c0
