职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
嵌入式软件工程师,9千-1.5万 · 13薪,金华-义乌市,经验不限,本科,嵌入式硬件开发、嵌入式软件开发、单片机开发、电气设计、单板开发,浙江恒邦电气科技有限公司,http://jobs.zhaopin.com/CCL1451135630J40415392315.htm?refcode=4019&srccode=401901&preactionid=9ea1ae4a-4b86-49e8-954d-acbd2f79c995
C++开发工程师,8千-1万,金华,1-3年,本科,C++、C/C++、QT、C#、Windows、多线程、多进程、Qt,金华飞光科技有限公司,http://jobs.zhaopin.com/CC417678439J00328617904.htm?refcode=4019&srccode=401901&preactionid=9ea1ae4a-4b86-49e8-954d-acbd2f79c995
嵌入式软件工程师,1万-2万,金华,1-3年,本科,嵌入式软件开发、C++、传感器,金华市蓝海光电技术有限公司,http://jobs.zhaopin.com/CC528978220J40318438802.htm?refcode=4019&srccode=401901&preactionid=9ea1ae4a-4b86-49e8-954d-acbd2f79c995
机器视觉工程师,6千-1万,金华-义乌市,1-3年,大专,视觉图像算法、图像处理,淮南品阅教育科技有限公司,http://jobs.zhaopin.com/CCL1287968920J40487922616.htm?refcode=4019&srccode=401901&preactionid=9ea1ae4a-4b86-49e8-954d-acbd2f79c995
FPGA开发工程师,1万-1.5万,金华-婺城区,1-3年,本科,ISE、QuartesII、Vivado、Verilog、VHDL,金华飞光科技有限公司,http://jobs.zhaopin.com/CC417678439J00328610104.htm?refcode=4019&srccode=401901&preactionid=9ea1ae4a-4b86-49e8-954d-acbd2f79c995
嵌入式软件开发工程师,1.3万-1.8万 · 13薪,金华,1-3年,本科,嵌入式、电子,金华市蓝海光电技术有限公司,http://jobs.zhaopin.com/CC528978220J40148502702.htm?refcode=4019&srccode=401901&preactionid=9ea1ae4a-4b86-49e8-954d-acbd2f79c995
