职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
运营经理/销售管理/连锁店运营,1.1万-1.8万,舟山-定海区,3-5年,大专,运营管理、市场营销、加盟管理、巡店管理、门店管理、业务培训、人员管理、岗位培训、数据分析、市场信息收集,浙江未来万家五金机电有限公司,http://jobs.zhaopin.com/CC443980210J40546160312.htm?refcode=4019&srccode=401901&preactionid=5fb0052d-7268-45a6-ad23-a78aba03ea18
市场调研评估员/市场调查员-浙江舟山,300-500元/天,舟山-普陀区,经验不限,大专,神秘顾客、市场调研、兼职,上海信天翁联业商务咨询有限公司,http://jobs.zhaopin.com/CC141184720J40482810516.htm?refcode=4019&srccode=401901&preactionid=5fb0052d-7268-45a6-ad23-a78aba03ea18
