职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
少儿编程教学主管(线上课),2万-2.3万,杭州-西湖,3-5年,本科,线上教育,微特科技(山西)有限公司,http://jobs.zhaopin.com/CCL1363521370J40532967001.htm?refcode=4019&srccode=401901&preactionid=f338ee90-d283-482c-b0ac-46caa07bec7f
教学主管,1万-1.5万,杭州-拱墅,1-3年,本科,Python、EV3编程、Scratch、教学管理、授课老师、线下教育,杭州幻码教育科技有限公司,http://jobs.zhaopin.com/CC817222120J40110434106.htm?refcode=4019&srccode=401901&preactionid=f338ee90-d283-482c-b0ac-46caa07bec7f
数据治理主管 (MJ001860),1.1万-1.7万,杭州-钱塘,5-10年,本科,数据治理,三花控股,http://jobs.zhaopin.com/CC141761210J40484715601.htm?refcode=4019&srccode=401901&preactionid=f338ee90-d283-482c-b0ac-46caa07bec7f
少儿编程教学主管,1.5万-2.2万 · 13薪,杭州-上城,3-5年,本科,授课老师、教研、教学管理、线上教育,微特科技(山西)有限公司,http://jobs.zhaopin.com/CCL1363521370J40533350101.htm?refcode=4019&srccode=401901&preactionid=f338ee90-d283-482c-b0ac-46caa07bec7f
少儿编程教学主管（线上课）(J39696),2万-2.3万,杭州-西湖,3-5年,本科,Python、C/C++、教学管理、线上教育,新东方教育科技集团有限公司,http://jobs.zhaopin.com/CC120002360J40481576802.htm?refcode=4019&srccode=401901&preactionid=f338ee90-d283-482c-b0ac-46caa07bec7f
软件开发工程师,1万-1.6万,杭州-滨江,3-5年,本科,Python web框架、Python并发框架、后端开发,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40475853516.htm?refcode=4019&srccode=401901&preactionid=f338ee90-d283-482c-b0ac-46caa07bec7f
软件开发工程师,1.4万-2.8万 · 14薪,杭州-滨江,经验不限,本科,Linux、C、C++、Python、Go、软件工程师,西安华为,http://jobs.zhaopin.com/CC450463880J40312874615.htm?refcode=4019&srccode=401901&preactionid=f338ee90-d283-482c-b0ac-46caa07bec7f
编程教学主管（线上课-高薪双休）,2万-2.5万,杭州-西湖,3-5年,本科,Python、C/C++、Scratch、授课老师、教学管理、线上教育、编程、主管、管理,新东方教育科技集团有限公司,http://jobs.zhaopin.com/CC120002360J40482352102.htm?refcode=4019&srccode=401901&preactionid=f338ee90-d283-482c-b0ac-46caa07bec7f
少儿编程教学主管,2万-2.3万,杭州-上城,3-5年,本科,少儿编程教学主管(线上课),微特科技(山西)有限公司,http://jobs.zhaopin.com/CCL1363521370J40534997001.htm?refcode=4019&srccode=401901&preactionid=f338ee90-d283-482c-b0ac-46caa07bec7f
少儿编程教学主管（线上课）,2万-2.3万,杭州-西湖,3-5年,本科,C/C++、Python、Scratch、教学主管、线上教育,新东方教育科技集团有限公司,http://jobs.zhaopin.com/CC120002360J40488384202.htm?refcode=4019&srccode=401901&preactionid=f338ee90-d283-482c-b0ac-46caa07bec7f
