职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
Java大数据开发工程师（可接受21届/双休）,1万-1.7万,杭州-滨江,1-3年,本科,Java、Spark、Hadoop、Hive、Flink、Kafka,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40439991516.htm?refcode=4019&srccode=401901&preactionid=5e8baefe-c427-4abe-a850-2e617c58dd5b
【实习生】大数据开发工程师,120-150/天,杭州-滨江,无经验,本科,数据开发,华诺科技,http://jobs.zhaopin.com/CC143699670J40483467103.htm?refcode=4019&srccode=401901&preactionid=5e8baefe-c427-4abe-a850-2e617c58dd5b
大数据分析师,1万-1.3万,杭州-上城,1-3年,本科,Python、机器学习、商业数据分析,深圳市申河信息科技有限公司,http://jobs.zhaopin.com/CCL1414332750J40468440212.htm?refcode=4019&srccode=401901&preactionid=5e8baefe-c427-4abe-a850-2e617c58dd5b
工控安全大数据开发工程师,1.5万-3万,杭州-滨江,3-5年,本科,Hadoop、Spark、Hbase,迪普科技,http://jobs.zhaopin.com/CC237981413J00442233906.htm?refcode=4019&srccode=401901&preactionid=5e8baefe-c427-4abe-a850-2e617c58dd5b
大数据组件开发,1.5万-3万,杭州-西湖,1-3年,硕士,数据治理、数据挖掘、Hadoop、Kafka,北京华安保信息技术有限公司,http://jobs.zhaopin.com/CC142084810J40480941904.htm?refcode=4019&srccode=401901&preactionid=5e8baefe-c427-4abe-a850-2e617c58dd5b
大数据开发工程师（学信本）,1.8万-2万,杭州-萧山,3-5年,本科,数据建模、Java,北京青钱信息技术有限公司,http://jobs.zhaopin.com/CC337626410J40504169110.htm?refcode=4019&srccode=401901&preactionid=5e8baefe-c427-4abe-a850-2e617c58dd5b
大数据开发工程师,1.3万-1.4万,杭州-钱塘,1-3年,本科,Java、Python、C++、Spark、Hadoop,深圳佳壹信息技术有限公司,http://jobs.zhaopin.com/CCL1467984460J40492231216.htm?refcode=4019&srccode=401901&preactionid=5e8baefe-c427-4abe-a850-2e617c58dd5b
数据库开发工程师,1万-1.5万 · 14薪,杭州-西湖,1-3年,本科,SQL、数仓,思特奇,http://jobs.zhaopin.com/CC120747250J40469403111.htm?refcode=4019&srccode=401901&preactionid=5e8baefe-c427-4abe-a850-2e617c58dd5b
大数据开发工程师,1.2万-1.6万,杭州-萧山,1-3年,本科,大数据开发、Flink、Hive、Hbase,紫金支点,http://jobs.zhaopin.com/CC134171900J40256344211.htm?refcode=4019&srccode=401901&preactionid=5e8baefe-c427-4abe-a850-2e617c58dd5b
高级大数据开发工程师,1.5万-3万 · 13薪,杭州-滨江,3-5年,本科,大数据开发、数据分析、Hadoop、Spark、Elasticsearch,迪普科技,http://jobs.zhaopin.com/CC237981410J40228272813.htm?refcode=4019&srccode=401901&preactionid=5e8baefe-c427-4abe-a850-2e617c58dd5b
大数据开发工程师,1.4万-1.9万 · 13薪,杭州-滨江,3-5年,本科,Hadoop、帆软报表开发,北京联龙博通电子商务技术有限公司,http://jobs.zhaopin.com/CC120407450J40527995607.htm?refcode=4019&srccode=401901&preactionid=5e8baefe-c427-4abe-a850-2e617c58dd5b
大数据工程师,1.5万-1.8万,杭州-萧山,5-10年,本科,数仓开发,天阳科技,http://jobs.zhaopin.com/CC120408370J40520860408.htm?refcode=4019&srccode=401901&preactionid=5e8baefe-c427-4abe-a850-2e617c58dd5b
大数据开发工程师,1.5万-2.5万,杭州-滨江,5-10年,本科,Flink、Elasticsearch、Kafka,迪普科技,http://jobs.zhaopin.com/CC237981410J40467825813.htm?refcode=4019&srccode=401901&preactionid=5e8baefe-c427-4abe-a850-2e617c58dd5b
开发（不限语言）/大数据/安全,1.5万-3万 · 15薪,杭州-滨江,无经验,本科,MySQL,外企德科,http://jobs.zhaopin.com/CC138117190J40511731105.htm?refcode=4019&srccode=401901&preactionid=5e8baefe-c427-4abe-a850-2e617c58dd5b
大数据工程师,1万-2万 · 16薪,杭州-上城,经验不限,本科,数仓开发、数据运维、数据平台、Java、Python,万向财务有限公司,http://jobs.zhaopin.com/CC145898140J40445211610.htm?refcode=4019&srccode=401901&preactionid=5e8baefe-c427-4abe-a850-2e617c58dd5b
