职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
大数据开发工程师,1.6万-2.2万,杭州-滨江,5-10年,本科,,上海兴岩信息科技有限公司,http://jobs.zhaopin.com/CC334558030J40539969614.htm?refcode=4019&srccode=401901&preactionid=5e8baefe-c427-4abe-a850-2e617c58dd5b
大数据开发工程师,1.6万-2万,杭州-上城,5-10年,本科,数据建模、Scala、Hadoop、Spark,深圳市法本信息技术股份有限公司,http://jobs.zhaopin.com/CC385622410J40496100606.htm?refcode=4019&srccode=401901&preactionid=5e8baefe-c427-4abe-a850-2e617c58dd5b
大数据分析助理,7千-1万,杭州-钱塘,经验不限,本科,SQL、SPSS,长沙信必优信息科技有限公司,http://jobs.zhaopin.com/CCL1310486740J40474057806.htm?refcode=4019&srccode=401901&preactionid=5e8baefe-c427-4abe-a850-2e617c58dd5b
大数据开发工程师,1.5万-3万 · 14薪,杭州-滨江,经验不限,本科,数据治理、数据挖掘、Java、Python、Scala、Shell、Flink、Hadoop,外企德科,http://jobs.zhaopin.com/CC138117190J40409245405.htm?refcode=4019&srccode=401901&preactionid=5e8baefe-c427-4abe-a850-2e617c58dd5b
中国移动正式员工-大数据开发,1.5万-3万,杭州-上城,经验不限,本科,Java、数据治理、数据挖掘、Hadoop、Flink、Spark,浙江外服人力资源服务有限公司,http://jobs.zhaopin.com/CC559618430J40499150302.htm?refcode=4019&srccode=401901&preactionid=5e8baefe-c427-4abe-a850-2e617c58dd5b
数据开发（大数据方向）,1.5万-2.2万 · 13薪,杭州-西湖,3-5年,本科,数仓开发、数据建模、数据集市、数据运维、数据湖、实时数仓、数据中台、数据平台、ETL开发、报表开发、Java,百世物流,http://jobs.zhaopin.com/CC205908110J40457692904.htm?refcode=4019&srccode=401901&preactionid=5e8baefe-c427-4abe-a850-2e617c58dd5b
大数据开发工程师（急招/一轮面试）,1.7万-2.3万,杭州-拱墅,3-5年,学历不限,Hadoop、保险,纬创软件,http://jobs.zhaopin.com/CC120817710J40542488001.htm?refcode=4019&srccode=401901&preactionid=5e8baefe-c427-4abe-a850-2e617c58dd5b
双休大数据开发（福利好）,1.3万-1.5万,杭州-钱塘,1-3年,本科,Python、C++、智能驾驶数据,深圳市南深人力资源股份有限公司,http://jobs.zhaopin.com/CC548571630J40491500911.htm?refcode=4019&srccode=401901&preactionid=5e8baefe-c427-4abe-a850-2e617c58dd5b
大数据开发工程师（杭州）(J10979),1万-1.5万,杭州-萧山,1-3年,本科,大数据开发、Hadoop、Spark、Flink、Hive、Kafka、Impala、Elasticsearch,先进数通,http://jobs.zhaopin.com/CC000432190J40262689816.htm?refcode=4019&srccode=401901&preactionid=5e8baefe-c427-4abe-a850-2e617c58dd5b
大数据开发工程师,1万-1.5万 · 13薪,杭州-滨江,1-3年,本科,数据建模,杭州三汇数字信息技术有限公司,http://jobs.zhaopin.com/CC120140130J40552547212.htm?refcode=4019&srccode=401901&preactionid=5e8baefe-c427-4abe-a850-2e617c58dd5b
大数据开发工程师,1.5万-2.5万,杭州-西湖,3-5年,本科,SQL、Hadoop、数据平台、Java、Shell、Spark、Flink,杭州中港科技有限公司,http://jobs.zhaopin.com/CC660549420J40219268905.htm?refcode=4019&srccode=401901&preactionid=5e8baefe-c427-4abe-a850-2e617c58dd5b
大数据平台开发与运维工程师,1万-2万,杭州,1-3年,本科,数据运维,浙江省公众信息产业有限公司,http://jobs.zhaopin.com/CC147451160J40424318911.htm?refcode=4019&srccode=401901&preactionid=5e8baefe-c427-4abe-a850-2e617c58dd5b
大数据开发（flink经验）,1万-1.5万,杭州-滨江,3-5年,本科,Flink、SPRING BOOT编程、大数据开发,博彦科技,http://jobs.zhaopin.com/CC000163970J40513370803.htm?refcode=4019&srccode=401901&preactionid=5e8baefe-c427-4abe-a850-2e617c58dd5b
数据爬虫工程师,1万-2万,杭州-滨江,3-5年,本科,Python、SQL、Java、GO、爬虫开发、Flask、Django、MYSQL、PGSQL、ES,河南爱收入科技有限公司杭州分公司,http://jobs.zhaopin.com/CCL1472368380J40479988016.htm?refcode=4019&srccode=401901&preactionid=5e8baefe-c427-4abe-a850-2e617c58dd5b
大数据交付工程师,1.3万-2.3万,杭州-萧山,3-5年,大专,数据迁移、数据搬站、MaxCompute、DATAWORKS、Flink,浩鲸科技,http://jobs.zhaopin.com/CC131936250J40498375516.htm?refcode=4019&srccode=401901&preactionid=5e8baefe-c427-4abe-a850-2e617c58dd5b
