职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
数据分析岗-银行项目,1.5万-2万,杭州-上城,3-5年,本科,数据开发、金融银行业务,上海星图金融服务集团有限公司南京分公司,http://jobs.zhaopin.com/CCL1439906560J40500386402.htm?refcode=4019&srccode=401901&preactionid=8abcd6e8-1068-4c0e-ac41-1510806928ca
大数据分析师,1万-1.3万,杭州-上城,1-3年,本科,Python、机器学习、商业数据分析,深圳市申河信息科技有限公司,http://jobs.zhaopin.com/CCL1414332750J40468440212.htm?refcode=4019&srccode=401901&preactionid=8abcd6e8-1068-4c0e-ac41-1510806928ca
数据分析工程师,1.2万-2万,杭州-滨江,3-5年,本科,数据治理、数据挖掘、数据建模,山东华科信息技术有限公司,http://jobs.zhaopin.com/CC293762780J40500300402.htm?refcode=4019&srccode=401901&preactionid=8abcd6e8-1068-4c0e-ac41-1510806928ca
经营分析岗,7千-1.1万 · 14薪,杭州-拱墅,经验不限,本科,销售数据分析、商业数据分析、风控数据分析,江西星函企业管理有限公司,http://jobs.zhaopin.com/CCL1322411260J40433917211.htm?refcode=4019&srccode=401901&preactionid=8abcd6e8-1068-4c0e-ac41-1510806928ca
数据分析研究员,5千-8千,杭州-滨江,1-3年,本科,行业分析、商业数据分析,智联猎头,http://jobs.zhaopin.com/CCL1318355140J40492941703.htm?refcode=4019&srccode=401901&preactionid=8abcd6e8-1068-4c0e-ac41-1510806928ca
Python大数据分析特训营课程HZ/培训招生,8千-1万 · 13薪,杭州-拱墅,经验不限,大专,模具设计、工装设计、机械零部件设计、机械外观设计、机械结构设计、机械仿真设计、机械电路设计、机械装配设计,51Testing,http://jobs.zhaopin.com/CC145362720J40364996402.htm?refcode=4019&srccode=401901&preactionid=8abcd6e8-1068-4c0e-ac41-1510806928ca
大数据算法工程师,1.6万-2.4万 · 14薪,杭州-余杭,3-5年,本科,深度学习,威星智能,http://jobs.zhaopin.com/CC198524320J40545735212.htm?refcode=4019&srccode=401901&preactionid=8abcd6e8-1068-4c0e-ac41-1510806928ca
数据分析师,150-200/天,杭州-上城,无经验,本科,Python、MATLAB、Stata、机器学习、深度学习、金融数据分析,杭州弈宸私募基金管理有限公司,http://jobs.zhaopin.com/CC484336530J40496446116.htm?refcode=4019&srccode=401901&preactionid=8abcd6e8-1068-4c0e-ac41-1510806928ca
数据分析师（电信运营商行业）,1.2万-1.8万,杭州-西湖,3-5年,本科,数据分析、Sql、Python,北京道隆华尔软件股份有限公司,http://jobs.zhaopin.com/CC142589010J40468370113.htm?refcode=4019&srccode=401901&preactionid=8abcd6e8-1068-4c0e-ac41-1510806928ca
数据分析专员/SFE专员,7千-9千,杭州-上城,1-3年,本科,销售数据分析、POWERPOINT、SFE,浙江科伦医药贸易有限公司,http://jobs.zhaopin.com/CC556294330J40373753506.htm?refcode=4019&srccode=401901&preactionid=8abcd6e8-1068-4c0e-ac41-1510806928ca
数据建模分析（信贷）,1.5万-2万,杭州-萧山,3-5年,本科,,北京青钱信息技术有限公司,http://jobs.zhaopin.com/CC337626410J40512181710.htm?refcode=4019&srccode=401901&preactionid=8abcd6e8-1068-4c0e-ac41-1510806928ca
数据分析师,4千-5千,杭州-余杭,1年以下,大专,,郑州易宝软件科技有限公司,http://jobs.zhaopin.com/CC525176730J40512938308.htm?refcode=4019&srccode=401901&preactionid=8abcd6e8-1068-4c0e-ac41-1510806928ca
数据分析师课程杭州/培训招生,8千-1万 · 13薪,杭州-拱墅,经验不限,大专,数据分析、Java、Python、R语言、商业数据分析、市场数据分析、运营数据分析、销售数据分析,51Testing,http://jobs.zhaopin.com/CC145362720J40364996702.htm?refcode=4019&srccode=401901&preactionid=8abcd6e8-1068-4c0e-ac41-1510806928ca
生物统计师（双休+全额社保）,2万-3万 · 13薪,杭州-临平,1-3年,硕士,临床数据分析、临床试验、医药科研、创新医药、生物统计师、SAS、临床数据统计,启元生物(杭州)有限公司,http://jobs.zhaopin.com/CCL1300910170J40546056814.htm?refcode=4019&srccode=401901&preactionid=8abcd6e8-1068-4c0e-ac41-1510806928ca
数据分析师,8千-1.6万,杭州-临平,1-3年,大专,Sql,杭州珠轩服饰有限公司,http://jobs.zhaopin.com/CC272883830J40512503703.htm?refcode=4019&srccode=401901&preactionid=8abcd6e8-1068-4c0e-ac41-1510806928ca
多种经营岗(产品运营/数据分析/供应商管理),8千-1.2万 · 15薪,杭州-西湖,3-5年,本科,计划运营、数据分析、多种经营、产品运营、服务类产品,绿城服务,http://jobs.zhaopin.com/CC376496020J40439639216.htm?refcode=4019&srccode=401901&preactionid=8abcd6e8-1068-4c0e-ac41-1510806928ca
数据分析（2023或2024硕士毕业生）,8千-1.2万,杭州-临平,经验不限,硕士,应用统计学、数学,浙江联运环境工程股份有限公司,http://jobs.zhaopin.com/CC653031620J40522429207.htm?refcode=4019&srccode=401901&preactionid=8abcd6e8-1068-4c0e-ac41-1510806928ca
储备干部（管培生）,8千-1.2万 · 13薪,杭州-上城,经验不限,本科,应届生、数据分析、项目申报、储备干部、政府关系,杭州梓创科技服务有限公司,http://jobs.zhaopin.com/CC596919320J40336351607.htm?refcode=4019&srccode=401901&preactionid=8abcd6e8-1068-4c0e-ac41-1510806928ca
数据分析工程师,6千-8千 · 15薪,杭州-滨江,经验不限,大专,仓库管理系统、ERP系统、ppt、数据分析,浙江可胜技术股份有限公司,http://jobs.zhaopin.com/CC382908410J40553543312.htm?refcode=4019&srccode=401901&preactionid=8abcd6e8-1068-4c0e-ac41-1510806928ca
数据治理工程师,1.7万-3万,杭州-滨江,1-3年,本科,数据治理、数据架构、数据中台、SQL、关联分析,康恩贝,http://jobs.zhaopin.com/CC000452530J40375953704.htm?refcode=4019&srccode=401901&preactionid=8abcd6e8-1068-4c0e-ac41-1510806928ca
高级数据分析,2.5万-4.5万,杭州-滨江,经验不限,本科,数据挖掘,河南爱收入科技有限公司杭州分公司,http://jobs.zhaopin.com/CCL1472368380J40477797016.htm?refcode=4019&srccode=401901&preactionid=8abcd6e8-1068-4c0e-ac41-1510806928ca
产品助理,4千-8千 · 13薪,杭州-余杭,1-3年,本科,智能硬件产品、物联网产品、人工智能产品、数据分析、需求分析、产品设计、平台产品,杭州智源电子有限公司,http://jobs.zhaopin.com/CC140660170J40452062004.htm?refcode=4019&srccode=401901&preactionid=8abcd6e8-1068-4c0e-ac41-1510806928ca
商业数据分析,1.4万-2.5万 · 15薪,杭州-余杭,1-3年,本科,英语可作为工作语言、SQL、电商类产品、数据分析,北京外企人力资源服务有限公司,http://jobs.zhaopin.com/CC161956810J40475770404.htm?refcode=4019&srccode=401901&preactionid=8abcd6e8-1068-4c0e-ac41-1510806928ca
bi数据分析师,1万-1.5万,杭州-西湖,3-5年,本科,报表开发、QuickBI,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40499140516.htm?refcode=4019&srccode=401901&preactionid=8abcd6e8-1068-4c0e-ac41-1510806928ca
2024届星乘管培生（数据）,8千-1万 · 15薪,杭州-西湖,经验不限,本科,Python、SQL、商业数据分析、运营数据分析、销售数据分析、财务数据分析,中国平安财产保险股份有限公司浙江分公司,http://jobs.zhaopin.com/CC151805410J40476774413.htm?refcode=4019&srccode=401901&preactionid=8abcd6e8-1068-4c0e-ac41-1510806928ca
产品技术专员,9千-1.2万 · 13薪,杭州-滨江,1-3年,本科,市场调研、数据分析,杭州准芯生物技术有限公司,http://jobs.zhaopin.com/CC546836480J40220208104.htm?refcode=4019&srccode=401901&preactionid=8abcd6e8-1068-4c0e-ac41-1510806928ca
数据分析主管,1.2万-1.5万,杭州-滨江,5-10年,本科,数据分析、SFE、业务销售支持,杭州民生健康药业股份有限公司,http://jobs.zhaopin.com/CC721871280J40589009715.htm?refcode=4019&srccode=401901&preactionid=8abcd6e8-1068-4c0e-ac41-1510806928ca
产业研究员,1.2万-2万元/月,杭州,3-5年,硕士,行业分析、数据分析、需求分析,浙江中科园区产业研究院,http://jobs.zhaopin.com/CC844989700J40085894613.htm?refcode=4019&srccode=401901&preactionid=8abcd6e8-1068-4c0e-ac41-1510806928ca
数据挖掘（银行）,2.5万-3.5万,杭州-萧山,10年以上,本科,银行、风控模型、营销,长亮科技,http://jobs.zhaopin.com/CC120564550J40486230304.htm?refcode=4019&srccode=401901&preactionid=8abcd6e8-1068-4c0e-ac41-1510806928ca
BI商业数据分析课程HZ/培训招生,8千-1万 · 13薪,杭州-拱墅,经验不限,大专,给排水工程、结构工程、电气工程,51Testing,http://jobs.zhaopin.com/CC145362720J40365041102.htm?refcode=4019&srccode=401901&preactionid=8abcd6e8-1068-4c0e-ac41-1510806928ca
