职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
数据分析师,1.2万-1.8万,杭州-上城,3-5年,本科,,世猎(上海)人力资源有限公司,http://jobs.zhaopin.com/CCL1407138080J40500153902.htm?refcode=4019&srccode=401901&preactionid=ca0ed00a-ca3f-4429-970e-2a1a9dace216
园区数据运营专员,1万-1.3万,杭州-西湖,经验不限,本科,,北京睿然商务有限公司,http://jobs.zhaopin.com/CCL1429469110J40403070413.htm?refcode=4019&srccode=401901&preactionid=ca0ed00a-ca3f-4429-970e-2a1a9dace216
大数据开发工程师（学信本）,1.8万-2万,杭州-萧山,3-5年,本科,数据建模、Java,北京青钱信息技术有限公司,http://jobs.zhaopin.com/CC337626410J40504169110.htm?refcode=4019&srccode=401901&preactionid=ca0ed00a-ca3f-4429-970e-2a1a9dace216
数据分析师,1万-1.9万,杭州-拱墅,3-5年,本科,Python,北京腾信软创科技股份有限公司,http://jobs.zhaopin.com/CC196911810J40474502115.htm?refcode=4019&srccode=401901&preactionid=ca0ed00a-ca3f-4429-970e-2a1a9dace216
保险行业数据开发,1.3万-2.5万,杭州-拱墅,3-5年,大专,DATAWORKS、阿里云,纬创软件,http://jobs.zhaopin.com/CC120817710J40540265601.htm?refcode=4019&srccode=401901&preactionid=ca0ed00a-ca3f-4429-970e-2a1a9dace216
"数据开发（熟悉银行,金融）",1.3万-2万,杭州-萧山,3-5年,本科,银行,北京青钱信息技术有限公司,http://jobs.zhaopin.com/CC337626410J40504227310.htm?refcode=4019&srccode=401901&preactionid=ca0ed00a-ca3f-4429-970e-2a1a9dace216
数据开发,1.5万-2万,杭州-滨江,5-10年,本科,ARGO、KUBEMNETES、Python、DATAWORKS、QUICKBI,深圳市拓保软件有限公司,http://jobs.zhaopin.com/CC157088920J40493020816.htm?refcode=4019&srccode=401901&preactionid=ca0ed00a-ca3f-4429-970e-2a1a9dace216
GIS工程师,1万-2万,杭州-萧山,经验不限,硕士,ArcGIS、地理信息、ArcEngine,杭州领图信息科技有限公司,http://jobs.zhaopin.com/CC194594510J40493210902.htm?refcode=4019&srccode=401901&preactionid=ca0ed00a-ca3f-4429-970e-2a1a9dace216
数据运营主管,9千-1.2万 · 14薪,杭州-萧山,3-5年,本科,经营数据分析、行业数据分析,贝壳找房科技有限公司,http://jobs.zhaopin.com/CC300255130J40561632315.htm?refcode=4019&srccode=401901&preactionid=ca0ed00a-ca3f-4429-970e-2a1a9dace216
大数据工程师,1万-2万 · 16薪,杭州-上城,经验不限,本科,数仓开发、数据运维、数据平台、Java、Python,万向财务有限公司,http://jobs.zhaopin.com/CC145898140J40445211610.htm?refcode=4019&srccode=401901&preactionid=ca0ed00a-ca3f-4429-970e-2a1a9dace216
地理信息工程师,6千-7千 · 14薪,杭州,经验不限,硕士,遥感影像、遥感、GIS,杭州大地科技有限公司,http://jobs.zhaopin.com/CC239429110J40114098105.htm?refcode=4019&srccode=401901&preactionid=ca0ed00a-ca3f-4429-970e-2a1a9dace216
渠道数据分析专员,8千-1.3万,杭州-上城,1-3年,本科,数据治理、数据挖掘、Sql、Python,顾家家居,http://jobs.zhaopin.com/CC204356520J40485928304.htm?refcode=4019&srccode=401901&preactionid=ca0ed00a-ca3f-4429-970e-2a1a9dace216
数字化开发/实施工程师,1.4万-2.2万,杭州-西湖,5-10年,本科,Python、Java、Scala、Shell,浙江江南工程管理股份有限公司,http://jobs.zhaopin.com/CC145615280J40593011215.htm?refcode=4019&srccode=401901&preactionid=ca0ed00a-ca3f-4429-970e-2a1a9dace216
财务数据分析,8千-1.2万,杭州,1-3年,大专,Tableau、Power BI、商业数据分析、财务数据分析、销售数据分析、运营数据分析、Python、SQL,东莞市黄沙电子科技有限公司,http://jobs.zhaopin.com/CC217802330J40426721210.htm?refcode=4019&srccode=401901&preactionid=ca0ed00a-ca3f-4429-970e-2a1a9dace216
数据支撑,1.5万-3万,杭州-上城,1-3年,本科,数据分析,中国移动通信有限公司在线营销服务中心,http://jobs.zhaopin.com/CCL1317363300J40407324803.htm?refcode=4019&srccode=401901&preactionid=ca0ed00a-ca3f-4429-970e-2a1a9dace216
数据运营（五险一金，地铁口）,9千-1.4万,杭州-萧山,1-3年,本科,电商数据运营、销售数据运营、经营数据分析,杭州天逸云信息技术有限公司,http://jobs.zhaopin.com/CCL1475742190J40558625914.htm?refcode=4019&srccode=401901&preactionid=ca0ed00a-ca3f-4429-970e-2a1a9dace216
数据建模工程师,1.3万-1.6万,杭州-萧山,1-3年,本科,数据建模、银行,京北方,http://jobs.zhaopin.com/CC315847110J40529225707.htm?refcode=4019&srccode=401901&preactionid=ca0ed00a-ca3f-4429-970e-2a1a9dace216
项目实施（应届）,6千-8千,杭州-拱墅,经验不限,本科,,浙江中海达空间信息技术有限公司,http://jobs.zhaopin.com/CC292276580J40468175304.htm?refcode=4019&srccode=401901&preactionid=ca0ed00a-ca3f-4429-970e-2a1a9dace216
数据分析研究员,5千-8千,杭州-滨江,1-3年,本科,行业分析、商业数据分析,智联猎头,http://jobs.zhaopin.com/CCL1318355140J40492941703.htm?refcode=4019&srccode=401901&preactionid=ca0ed00a-ca3f-4429-970e-2a1a9dace216
资深数据分析（供应链）,1.2万-1.8万 · 13薪,杭州-西湖,5-10年,大专,运营数据分析,江南布衣服饰有限公司,http://jobs.zhaopin.com/CC134741310J40460744905.htm?refcode=4019&srccode=401901&preactionid=ca0ed00a-ca3f-4429-970e-2a1a9dace216
中级数据开发【数据建模/线上面试/金融项目】,1.3万-1.9万,杭州-上城,3-5年,本科,数仓开发、数据建模、Hadoop、Yarn、MySQL、Oracle、信贷反欺诈、风控票据,北京汉克时代科技有限公司,http://jobs.zhaopin.com/CC493150920J40554791214.htm?refcode=4019&srccode=401901&preactionid=ca0ed00a-ca3f-4429-970e-2a1a9dace216
数据分析师（电信运营商行业）,1.2万-1.8万,杭州-西湖,3-5年,本科,数据分析、Sql、Python,北京道隆华尔软件股份有限公司,http://jobs.zhaopin.com/CC142589010J40468370113.htm?refcode=4019&srccode=401901&preactionid=ca0ed00a-ca3f-4429-970e-2a1a9dace216
数据分析（Quick BI ）,1.5万-1.8万,杭州-滨江,3-5年,大专,QUICK BI、数据可视化、行业分析,上海兴岩信息科技有限公司,http://jobs.zhaopin.com/CC334558030J40487904214.htm?refcode=4019&srccode=401901&preactionid=ca0ed00a-ca3f-4429-970e-2a1a9dace216
数据分析专家(J10128),3万-4.5万 · 17薪,杭州-滨江,5-10年,本科,商业数据分析、销售数据分析,深圳市小满科技有限公司,http://jobs.zhaopin.com/CC570131920J40507536703.htm?refcode=4019&srccode=401901&preactionid=ca0ed00a-ca3f-4429-970e-2a1a9dace216
数据分析师课程杭州/培训招生,8千-1万 · 13薪,杭州-拱墅,经验不限,大专,数据分析、Java、Python、R语言、商业数据分析、市场数据分析、运营数据分析、销售数据分析,51Testing,http://jobs.zhaopin.com/CC145362720J40364996702.htm?refcode=4019&srccode=401901&preactionid=ca0ed00a-ca3f-4429-970e-2a1a9dace216
数据助理,6千-8千,杭州-滨江,经验不限,本科,市场研究、用户调研、行业研究、用户分析、全职,杭州益铥科技有限公司,http://jobs.zhaopin.com/CCL1354944550J40417819416.htm?refcode=4019&srccode=401901&preactionid=ca0ed00a-ca3f-4429-970e-2a1a9dace216
数据分析工程师（B端）,3万-5万 · 16薪,杭州-余杭,5-10年,本科,运营数据分析、商家经验分析,正德人力资源股份有限公司,http://jobs.zhaopin.com/CC202766620J40526510114.htm?refcode=4019&srccode=401901&preactionid=ca0ed00a-ca3f-4429-970e-2a1a9dace216
数据开发(中华保险),1.2万-1.6万,杭州-拱墅,3-5年,本科,数仓开发、数据集市、ETL开发、财险,北京青蓝致远科技有限公司,http://jobs.zhaopin.com/CC700010280J40457977210.htm?refcode=4019&srccode=401901&preactionid=ca0ed00a-ca3f-4429-970e-2a1a9dace216
中级数据开发【数据建模/线上面试/金融项目】,1.3万-1.9万,杭州-上城,3-5年,本科,数仓开发、数据建模、Hadoop、Yarn、MySQL、Oracle、信贷反欺诈、风控票据,北京汉克时代科技有限公司,http://jobs.zhaopin.com/CC493150920J40554791414.htm?refcode=4019&srccode=401901&preactionid=ca0ed00a-ca3f-4429-970e-2a1a9dace216
数据运营主管,9千-1.2万 · 14薪,杭州-萧山,3-5年,本科,经营数据分析,贝壳找房科技有限公司,http://jobs.zhaopin.com/CC300255130J40561090115.htm?refcode=4019&srccode=401901&preactionid=ca0ed00a-ca3f-4429-970e-2a1a9dace216
